No, param001, param002, param003, param004, param005, param006, param007, param008, param009, param010, param011, param101, param102, param103, param104, param105, param106, param111, param112, param113, param114, param115, param116, param201, param202, param301, param302, param303, param304, param311, param314, param401, param402, param411, param412, param501
1663, 20, 6, 10, 11.3, 9.9, 4.3, 0, 5.7, 9.5, 8.4, 9.3, 20, _Clay, 46, 39, 195, 99300, 15, çªéøìy, _Sandy, 5, 20, 230, 1, _SY295, 30, 0, 0, 2, 86, 1, 7.1, 0, 8.2, 0, 0.4
1664, 24, 7.2, 7.4, 14.6, 7.3, 3, 1.2, 4.8, 4.7, 8.2, 3.3, 14, _Sandy, 31, 10, 204, 143100, 15, çªéøìy, _Sandy, 11, 2, 2, 1, _SY295, 26, 0, 0, 1, 83, 1, 7.2, 0.1, 5.2, 0.6, 0.2
1665, 28, 8.5, 4.7, 8.2, 4.6, 0.1, 1.9, 3.3, 4, 7.3, 2.7, 17, _Sandy, 16, 26, 213, 186900, 15, çªéøìy, _Sandy, 17, 30, 74, 5, _SY295, 87, 1, 1, 2, 81, 2, 3.1, 1.6, 2.8, 1.7, 0.1
1666, 22, 13.6, 7.7, 9.6, 7.6, 6.1, 0.3, 2.2, 6.9, 1.1, 6.4, 17, _Clay, 36, 26, 49, 155000, 19, îSê´ìy, _Clay, 30, 23, 196, 1, _SY390, 60, 0, 1, 1, 66, 2, 6.5, 0.2, 6.9, 0, 0.3
1667, 26, 1.8, 5, 12.8, 4.9, 3.5, 1, 0.5, 3.7, 12.1, 3.6, 20, _Clay, 21, 42, 58, 198800, 19, îSê´ìy, _Clay, 36, 5, 268, 5, _SY390, 56, 1, 1, 1, 64, 1, 4.6, 0.4, 4, 0.6, 0.2
1668, 30, 3, 2.3, 6.4, 2.2, 1.1, 0.1, 12.9, 1.6, 11.6, 1.4, 13, _Sandy, 5, 13, 68, 43600, 19, îSê´ìy, _Clay, 42, 32, 40, 4, _SY390, 52, 1, 1, 2, 62, 1, 1.3, 0, 1.2, 0, 0.5
1669, 14, 4.3, 7.7, 8.2, 7.6, 1.9, 5.1, 4.9, 7.2, 4.3, 7, 16, _Sandy, 41, 29, 77, 87400, 19, çªéøìy, _Sandy, 48, 15, 112, 3, _SY390, 48, 0, 0, 1, 59, 1, 6.9, 0, 7.6, 1.7, 0.3
1670, 29, 9.4, 2.6, 11, 2.5, 0.5, 0.7, 9.6, 1.9, 2.8, 1.7, 16, _Clay, 10, 29, 212, 55500, 13, çªéøìy, _Sandy, 10, 8, 234, 4, _SY390, 86, 1, 1, 2, 44, 2, 1.7, 0.5, 1, 0.5, 0.1
1671, 12, 10.6, 8, 12.8, 7.9, 2.4, 1, 3, 3.3, 0.3, 2.6, 19, _Clay, 46, 45, 222, 99300, 13, çªéøìy, _Sandy, 16, 35, 6, 3, _SY390, 82, 0, 0, 2, 42, 1, 2.5, 0.5, 7.9, 0, 0.4
1672, 16, 11.9, 5.3, 6.4, 5.2, 1.4, 1.5, 2.7, 3.6, 6.9, 2.3, 12, _Sandy, 31, 16, 231, 143100, 13, îSê´ìy, _Clay, 22, 17, 78, 2, _SY390, 78, 1, 0, 1, 40, 1, 3.3, 0.5, 4.5, 0.6, 0.3
1673, 20, 13.1, 2.6, 9.6, 2.5, 0.4, 0, 1.7, 0.6, 7, 0.5, 15, _Sandy, 15, 32, 240, 186800, 13, îSê´ìy, _Clay, 28, 45, 149, 1, _SY390, 74, 1, 1, 2, 38, 1, 2.5, 0, 1.7, 0, 0.1
1674, 14, 5.1, 5.6, 11, 5.5, 3.5, 0.9, 1, 5, 2, 4.3, 15, _Clay, 36, 32, 76, 155000, 17, îSê´ìy, _Clay, 41, 38, 272, 2, _SY295, 46, 0, 0, 2, 89, 2, 5.2, 0.8, 5.1, 0.1, 0.4
1675, 18, 6.4, 2.9, 4.6, 2.8, 1.4, 0.1, 8.6, 1.8, 1.1, 1.6, 18, _Clay, 20, 3, 85, 198800, 17, îSê´ìy, _Clay, 47, 20, 43, 2, _SY295, 42, 1, 1, 1, 86, 2, 1.8, 0, 2.3, 0, 0.2
1676, 22, 7.7, 8.3, 15.9, 8.2, 5.6, 1.7, 8.7, 7.2, 10.5, 7, 11, _Sandy, 5, 19, 95, 43500, 17, çªéøìy, _Sandy, 2, 2, 115, 1, _SY295, 38, 0, 1, 2, 84, 1, 7.6, 0.8, 6.8, 1.4, 0.5
1677, 20, 14, 8.6, 10.9, 8.5, 1.7, 0.7, 5.9, 7.7, 3.7, 2.6, 15, _Clay, 10, 34, 239, 55500, 11, çªéøìy, _Sandy, 21, 23, 9, 1, _SY295, 73, 1, 1, 1, 67, 2, 2.3, 0, 4.8, 0.3, 0.1
1678, 17, 6.2, 4.5, 8.7, 4.4, 0, 1, 3.8, 2.5, 3.6, 2.2, 18, _Clay, 35, 6, 31, 115200, 19, çªéøìy, _Sandy, 21, 9, 170, 2, _SY390, 49, 1, 0, 1, 72, 2, 1.4, 0.4, 3.4, 0.2, 0.3
1679, 11, 11.3, 7.4, 10, 7.3, 2.8, 1.9, 2.3, 3.9, 5.5, 3.6, 18, _Sandy, 5, 5, 166, 83300, 13, çªéøìy, _Sandy, 33, 2, 292, 3, _SY390, 88, 0, 1, 1, 57, 1, 7.3, 0.5, 6.7, 1.1, 0.1
1680, 29, 3.4, 3.3, 7.8, 3.2, 0.4, 0.4, 3.8, 2.4, 0.7, 1.4, 11, _Sandy, 30, 22, 258, 143000, 11, îSê´ìy, _Clay, 33, 32, 153, 4, _SY295, 65, 1, 0, 1, 62, 1, 0.4, 0.2, 0.6, 0, 0.3
1681, 12, 4.7, 8.7, 9.6, 8.6, 2.4, 3.7, 0.7, 4.8, 5.3, 4.4, 14, _Sandy, 15, 38, 267, 186800, 11, îSê´ìy, _Clay, 39, 15, 225, 3, _SY295, 61, 1, 0, 2, 60, 1, 6.1, 1.5, 8.3, 2.1, 0.1
1682, 27, 9.8, 3.6, 12.4, 3.5, 1.6, 0, 0.8, 1.8, 6.2, 1.7, 14, _Clay, 35, 37, 103, 155000, 15, çªéøìy, _Sandy, 1, 8, 47, 4, _SY390, 33, 0, 0, 2, 45, 2, 2.3, 0, 1.8, 0, 0.4
1683, 17, 7, 2.4, 11.5, 2.3, 1.1, 0.4, 7.4, 1.5, 0.8, 1.2, 17, _Sandy, 30, 8, 30, 182800, 17, îSê´ìy, _Clay, 13, 32, 30, 1, _SY295, 48, 0, 0, 2, 35, 1, 1.4, 0.1, 1.7, 0, 0.4
1684, 30, 10.8, 2.4, 10.1, 2.3, 1.1, 0.1, 5.6, 1.8, 9, 1.2, 16, _Clay, 35, 12, 58, 115100, 17, çªéøìy, _Sandy, 32, 24, 245, 4, _SY295, 36, 0, 0, 1, 28, 2, 1.9, 0, 2.3, 0, 0.4
1685, 20, 8.1, 9.3, 17.3, 9.2, 0.7, 2.3, 2, 8.7, 2.4, 6.9, 19, _Sandy, 30, 28, 285, 143000, 19, çªéøìy, _Sandy, 44, 3, 228, 1, _SY390, 51, 1, 0, 1, 85, 2, 6.2, 2, 5, 0.1, 0.4
1686, 24, 9.3, 6.6, 10.9, 6.5, 0.7, 5.3, 0.4, 5.8, 0.9, 5.6, 13, _Sandy, 14, 44, 294, 186800, 19, çªéøìy, _Sandy, 50, 30, 0, 5, _SY390, 47, 1, 0, 2, 82, 1, 5.3, 3.6, 5.5, 2.2, 0.2
1687, 18, 1.3, 9.6, 12.3, 9.5, 4.5, 1.2, 8.8, 5.5, 5.8, 5.3, 13, _Clay, 35, 43, 130, 154900, 13, çªéøìy, _Sandy, 12, 23, 122, 1, _SY295, 85, 0, 0, 2, 67, 2, 9, 0.5, 6.5, 0.9, 0.4
1688, 30, 11.7, 8.4, 11.4, 8.3, 5.5, 0, 11.9, 6.9, 4.1, 6.3, 16, _Sandy, 30, 14, 57, 182800, 15, çªéøìy, _Sandy, 25, 2, 105, 3, _SY390, 35, 0, 0, 2, 58, 2, 7.7, 0, 7.8, 0, 0.4
1689, 27, 3.8, 4.2, 9.1, 4.1, 1.6, 0.6, 8.8, 1.9, 4.4, 1.7, 19, _Sandy, 4, 31, 148, 43500, 13, îSê´ìy, _Clay, 24, 33, 266, 4, _SY295, 77, 0, 1, 2, 63, 2, 3.7, 0, 1.7, 0.2, 0.1
1690, 17, 1.1, 3, 8.2, 2.9, 1.4, 0.1, 4, 2, 8.1, 1.5, 12, _Clay, 50, 2, 75, 71300, 15, çªéøìy, _Sandy, 37, 11, 249, 1, _SY390, 26, 1, 1, 2, 53, 1, 2.5, 0, 2.1, 0, 0.1
1691, 29, 11.5, 10, 15.5, 9.9, 8.6, 2, 4.1, 9.4, 8.3, 9.1, 15, _Sandy, 45, 17, 2, 99200, 17, çªéøìy, _Sandy, 49, 35, 232, 3, _SY295, 42, 0, 1, 2, 43, 2, 9.4, 0.7, 9.8, 1.1, 0.1
1692, 12, 12.7, 7.3, 9.2, 7.2, 6, 0.5, 0.8, 6.3, 2.5, 6.1, 18, _Sandy, 29, 34, 12, 143000, 17, çªéøìy, _Sandy, 4, 18, 4, 2, _SY295, 38, 1, 0, 1, 41, 2, 6.1, 0, 6.8, 0.4, 0.4
1693, 24, 10, 6.1, 8.3, 6, 0.9, 1.4, 11.2, 3.6, 0.5, 2.7, 11, _Clay, 24, 4, 239, 170800, 19, îSê´ìy, _Clay, 17, 41, 287, 4, _SY390, 53, 0, 0, 1, 31, 1, 6, 0.4, 1.8, 1.3, 0.4
1694, 28, 11.2, 3.4, 11.5, 3.3, 0.4, 0.3, 10.7, 2.8, 12.3, 2.2, 14, _Clay, 9, 21, 248, 15600, 19, çªéøìy, _Sandy, 23, 24, 58, 4, _SY295, 49, 1, 0, 2, 29, 1, 1.7, 0, 3.1, 0, 0.2
1695, 22, 3.2, 6.4, 12.9, 6.3, 3.3, 0.8, 8, 5.3, 5, 4.8, 14, _Clay, 29, 20, 84, 182700, 13, çªéøìy, _Sandy, 36, 17, 181, 5, _SY295, 87, 0, 0, 2, 80, 2, 4.2, 0.7, 3.6, 0.5, 0.5
1696, 14, 1.3, 5.6, 13.8, 5.5, 1.2, 1.4, 2.5, 4.7, 3.7, 4.2, 19, _Clay, 39, 14, 212, 87200, 19, çªéøìy, _Sandy, 1, 45, 188, 2, _SY295, 46, 1, 1, 1, 40, 2, 2.8, 0.4, 3.3, 0.7, 0.1
1697, 26, 11.7, 4.4, 12.9, 4.3, 1.6, 0.6, 2.1, 2.2, 2, 1.9, 12, _Clay, 34, 29, 139, 115000, 11, îSê´ìy, _Clay, 14, 24, 171, 4, _SY390, 61, 0, 1, 1, 30, 1, 2.3, 0.3, 4, 0.3, 0.5
1698, 28, 6.2, 2, 11.1, 1.9, 0.8, 0.4, 11, 1.5, 5.7, 1.3, 18, _Clay, 24, 16, 293, 170700, 15, çªéøìy, _Sandy, 39, 27, 137, 3, _SY390, 26, 0, 1, 1, 76, 2, 0.8, 0.3, 1.6, 0.2, 0.4
1699, 11, 7.4, 7.4, 12.8, 7.3, 5.8, 0.4, 3.5, 6.3, 1.4, 5.9, 12, _Clay, 8, 32, 2, 15500, 15, îSê´ìy, _Clay, 45, 9, 209, 2, _SY295, 88, 1, 0, 2, 74, 1, 6.6, 0.2, 6.6, 0.3, 0.3
1700, 27, 5.9, 3.5, 5.5, 3.4, 0.3, 0.3, 3.8, 0.6, 9.5, 0.4, 18, _Clay, 39, 19, 238, 87100, 17, çªéøìy, _Sandy, 13, 15, 264, 3, _SY390, 33, 1, 1, 1, 62, 2, 3.1, 0.1, 2.7, 0.1, 0.1
1701, 12, 8.3, 5.3, 6, 5.2, 3.4, 1.5, 0.4, 3.8, 5.5, 3.6, 11, _Clay, 3, 35, 1, 83200, 13, çªéøìy, _Sandy, 38, 32, 69, 1, _SY295, 86, 1, 0, 1, 37, 1, 4.6, 0.9, 4, 1.1, 0.3
1702, 16, 9.6, 2.6, 9.2, 2.5, 1.2, 0.4, 7.1, 1.9, 6, 1.7, 14, _Clay, 39, 6, 10, 126900, 13, îSê´ìy, _Clay, 44, 14, 141, 5, _SY295, 82, 0, 1, 2, 35, 2, 1.3, 0.1, 1.4, 0, 0.2
1703, 27, 6.8, 9.5, 16.4, 9.4, 0.2, 0.3, 9.4, 8.7, 5.1, 5.5, 17, _Sandy, 33, 22, 237, 154800, 15, çªéøìy, _Sandy, 5, 38, 124, 2, _SY295, 32, 1, 1, 2, 25, 2, 0.4, 0.1, 5.5, 0, 0.1
1704, 24, 12.1, 5.3, 14.2, 5.2, 3.3, 1, 6.7, 4.2, 5.1, 3.6, 20, _Sandy, 8, 38, 29, 15500, 13, îSê´ìy, _Clay, 5, 24, 284, 4, _SY390, 74, 1, 0, 2, 30, 2, 3.3, 0.9, 4.9, 0.7, 0.3
1705, 18, 4.1, 8.3, 15.6, 8.2, 1.7, 1.7, 4.7, 3.5, 9, 2.3, 20, _Clay, 28, 38, 164, 182600, 17, îSê´ìy, _Clay, 18, 17, 107, 5, _SY390, 47, 0, 1, 2, 81, 1, 7.7, 1.2, 8.2, 0.3, 0.1
1706, 15, 9.3, 4.1, 13.3, 4, 0, 0.2, 2.8, 3.1, 0.5, 0.3, 13, _Sandy, 3, 9, 256, 43300, 15, îSê´ìy, _Clay, 18, 3, 267, 1, _SY295, 89, 0, 0, 2, 87, 1, 3.8, 0, 1, 0.1, 0.3
1707, 19, 10.6, 9.6, 15.1, 9.5, 0.1, 2.1, 2, 3.9, 8.5, 2.5, 16, _Clay, 38, 25, 265, 87100, 15, îSê´ìy, _Clay, 24, 30, 39, 5, _SY295, 85, 1, 0, 2, 84, 1, 5.1, 1.8, 2.4, 0.3, 0.1
1708, 13, 2.6, 4.4, 8.3, 4.3, 1.5, 1, 1.2, 1.7, 3.1, 1.6, 16, _Sandy, 8, 25, 101, 55300, 19, îSê´ìy, _Clay, 36, 23, 162, 1, _SY295, 58, 0, 0, 1, 69, 2, 2.3, 0.6, 2.1, 0.5, 0.4
1709, 21, 5.1, 7.2, 13.3, 7.1, 2.7, 1.9, 8.8, 6.4, 1.6, 4.9, 13, _Clay, 28, 12, 120, 142800, 19, çªéøìy, _Sandy, 49, 33, 5, 4, _SY295, 50, 1, 1, 1, 65, 1, 3.6, 0.4, 6.6, 0.4, 0.1
1710, 19, 11.5, 7.5, 8.3, 7.4, 5.7, 1.1, 6, 6, 5.3, 5.8, 16, _Sandy, 33, 28, 264, 154800, 13, çªéøìy, _Sandy, 17, 8, 199, 4, _SY390, 84, 1, 1, 2, 48, 2, 6.6, 0.9, 7.2, 1, 0.2
1711, 10, 8.7, 6.3, 7.4, 6.2, 0.6, 0.2, 2.3, 3.2, 1, 1.9, 19, _Clay, 28, 43, 191, 182600, 15, çªéøìy, _Sandy, 29, 32, 182, 1, _SY295, 33, 0, 1, 2, 38, 1, 3.1, 0, 2.1, 0, 0.1
1712, 14, 10, 3.6, 10.6, 3.5, 0.2, 0.6, 2, 3, 0.3, 2.2, 12, _Clay, 13, 15, 201, 27400, 15, çªéøìy, _Sandy, 35, 14, 254, 5, _SY295, 29, 1, 0, 1, 36, 1, 3.3, 0.4, 0.9, 0.2, 0.5
1713, 10, 2.1, 7.5, 16.5, 7.4, 5.6, 0.4, 0.8, 6.3, 0.5, 5.9, 15, _Clay, 38, 31, 292, 87100, 13, îSê´ìy, _Clay, 35, 45, 115, 2, _SY390, 72, 1, 0, 2, 41, 1, 7.3, 0, 6.2, 0, 0.2
1714, 18, 11.2, 9, 12.4, 8.9, 0.8, 0.6, 1.1, 3.5, 7.8, 3.1, 15, _Sandy, 48, 31, 210, 71200, 15, îSê´ìy, _Clay, 41, 42, 26, 5, _SY295, 25, 0, 0, 1, 33, 1, 3.9, 0.3, 8.4, 0.4, 0.3
1715, 22, 12.5, 6.3, 15.6, 6.2, 0.5, 1.4, 10.4, 4.9, 7.7, 1.8, 18, _Sandy, 33, 2, 219, 114900, 15, îSê´ìy, _Clay, 47, 24, 98, 4, _SY295, 87, 0, 0, 2, 31, 2, 5.5, 0.4, 5, 0, 0.1
1716, 30, 8.5, 7.8, 11.5, 7.7, 2.2, 1.8, 13.9, 5.7, 7.3, 4.2, 18, _Sandy, 43, 2, 137, 99000, 17, çªéøìy, _Sandy, 3, 21, 9, 2, _SY390, 40, 1, 0, 2, 90, 2, 3.7, 1.3, 4.1, 1.3, 0.3
1717, 13, 9.8, 5.1, 14.7, 5, 1.3, 0.5, 5, 1.7, 2.2, 1.5, 11, _Clay, 28, 18, 146, 142800, 17, çªéøìy, _Sandy, 9, 3, 81, 1, _SY390, 36, 1, 1, 2, 87, 1, 4.1, 0.2, 1.9, 0, 0.1
1718, 17, 11, 2.4, 8.3, 2.3, 0.4, 0.6, 5.1, 1.4, 1.5, 0.7, 14, _Clay, 12, 34, 156, 186600, 17, îSê´ìy, _Clay, 15, 30, 152, 5, _SY390, 32, 0, 1, 1, 85, 1, 0.9, 0.1, 2.3, 0.2, 0.5
1719, 24, 7, 3.9, 13.8, 3.8, 1.5, 1, 7, 2.4, 11.4, 1.9, 14, _Sandy, 22, 34, 74, 170600, 19, çªéøìy, _Sandy, 21, 27, 63, 3, _SY295, 51, 1, 1, 2, 78, 1, 3, 0.6, 2.8, 0.1, 0.1
1720, 28, 8.3, 9.3, 15.5, 9.2, 4.4, 1.3, 5.8, 8.3, 11, 7, 17, _Sandy, 7, 5, 83, 15400, 19, çªéøìy, _Sandy, 27, 9, 135, 2, _SY390, 47, 1, 1, 1, 75, 2, 4.9, 0.6, 6.3, 0.6, 0.4
1721, 22, 13.4, 4.2, 8.8, 4.1, 3, 0.6, 4.1, 3.6, 4.1, 3.3, 17, _Clay, 28, 4, 218, 182600, 13, çªéøìy, _Sandy, 40, 2, 258, 3, _SY390, 86, 0, 1, 2, 60, 1, 4.1, 0.1, 3.6, 0.5, 0.2
1722, 19, 5.5, 8.1, 14.6, 8, 5.3, 0.1, 2.2, 5.9, 4, 5.5, 11, _Clay, 2, 21, 10, 43300, 11, çªéøìy, _Sandy, 40, 33, 118, 4, _SY295, 62, 1, 0, 1, 66, 2, 5.3, 0, 7.5, 0, 0.4
1723, 23, 6.8, 5.5, 8.3, 5.4, 3.3, 0.9, 0.8, 4.5, 3, 3.9, 14, _Clay, 38, 37, 19, 87000, 11, çªéøìy, _Sandy, 46, 15, 190, 3, _SY295, 58, 1, 0, 2, 63, 1, 4.3, 0.3, 4.7, 0.7, 0.2
1724, 14, 4, 4.3, 7.4, 4.2, 3.1, 0.2, 6.2, 3.9, 6.2, 3.3, 17, _Sandy, 32, 8, 246, 114900, 13, îSê´ìy, _Clay, 7, 39, 173, 5, _SY390, 74, 0, 0, 2, 54, 2, 3.5, 0.1, 3.1, 0.1, 0.2
1725, 29, 9.1, 7.2, 8.7, 7.1, 2.5, 0.5, 12.1, 5.8, 6.6, 3.4, 17, _Clay, 2, 7, 82, 83100, 17, çªéøìy, _Sandy, 20, 32, 295, 1, _SY390, 46, 1, 0, 1, 38, 2, 3.6, 0.2, 3.5, 0.1, 0.4
1726, 30, 2.6, 8.5, 17.9, 8.4, 1.4, 0.8, 7.9, 6.2, 5.2, 2.3, 13, _Clay, 12, 40, 183, 186500, 15, îSê´ìy, _Clay, 26, 45, 228, 2, _SY295, 85, 0, 1, 1, 41, 1, 6.6, 0.4, 3.4, 0.2, 0.5
1727, 16, 11.7, 10, 13.8, 9.9, 3.7, 1, 4.1, 7.4, 1.2, 6.1, 13, _Sandy, 22, 40, 100, 170600, 17, çªéøìy, _Sandy, 32, 42, 139, 5, _SY390, 38, 1, 1, 2, 34, 1, 4.8, 0.9, 9.1, 0.9, 0.1
1728, 20, 12.9, 7.3, 17, 7.2, 2.5, 1.9, 3.5, 2.8, 9.7, 2.6, 16, _Sandy, 7, 11, 110, 15400, 17, îSê´ìy, _Clay, 38, 24, 211, 4, _SY295, 34, 1, 1, 1, 32, 1, 5.5, 1.4, 5.8, 0.5, 0.5
1729, 11, 10.2, 6.1, 16.1, 6, 3.1, 0.8, 1, 4.2, 3.4, 3.7, 19, _Clay, 2, 27, 37, 43200, 19, çªéøìy, _Sandy, 0, 3, 194, 1, _SY390, 49, 1, 1, 1, 88, 2, 4.7, 0.7, 3.4, 0.2, 0.4
1730, 18, 6.2, 7.6, 12, 7.5, 5.5, 1.1, 1.3, 6.1, 3.5, 5.6, 19, _Sandy, 12, 26, 255, 27300, 11, îSê´ìy, _Clay, 6, 44, 105, 4, _SY295, 68, 1, 1, 2, 80, 1, 7.5, 0.3, 6.9, 0, 0.1
1731, 22, 7.4, 4.9, 5.6, 4.8, 3.2, 0, 10.7, 4.2, 2.5, 3.5, 12, _Sandy, 47, 43, 264, 71100, 11, îSê´ìy, _Clay, 12, 27, 177, 3, _SY295, 64, 0, 0, 1, 78, 1, 3.9, 0, 4, 0, 0.4
1732, 30, 3.4, 6.4, 11.1, 6.3, 0.4, 0.1, 14.2, 3.9, 0.3, 2.9, 12, _Sandy, 7, 42, 182, 55200, 13, îSê´ìy, _Clay, 19, 23, 88, 1, _SY390, 83, 0, 1, 2, 71, 1, 5.6, 0, 1, 0, 0.5
1733, 13, 4.7, 3.7, 4.7, 3.6, 0.1, 0.7, 5.1, 0.9, 5.6, 0.8, 15, _Clay, 42, 13, 191, 98900, 13, îSê´ìy, _Clay, 25, 6, 160, 5, _SY390, 79, 1, 0, 1, 68, 2, 1.7, 0.1, 3.4, 0.2, 0.4
1734, 21, 13.8, 5.2, 10.2, 5.1, 1.2, 1, 8, 4.6, 6.7, 2.7, 15, _Clay, 1, 13, 109, 83000, 15, çªéøìy, _Sandy, 31, 2, 71, 3, _SY295, 32, 0, 0, 2, 61, 2, 4.2, 0.6, 3.2, 0.1, 0.5
1735, 25, 1.9, 2.5, 3.8, 2.4, 0.4, 0.1, 7.5, 1.1, 6, 0.8, 18, _Sandy, 37, 29, 118, 126800, 15, çªéøìy, _Sandy, 37, 29, 143, 2, _SY295, 28, 0, 0, 1, 59, 2, 0.9, 0, 1.1, 0, 0.3
1736, 21, 7.2, 6.4, 9.6, 6.3, 0.3, 1.4, 4.8, 5.6, 5.6, 2.9, 12, _Clay, 12, 1, 210, 186500, 14, çªéøìy, _Sandy, 37, 15, 3, 3, _SY390, 71, 0, 1, 1, 64, 2, 2.7, 1.1, 4.2, 0.1, 0.5
1737, 15, 12.3, 9.4, 11, 9.3, 4.2, 2.2, 3.2, 7.6, 0.9, 5.4, 12, _Sandy, 32, 45, 45, 154700, 17, çªéøìy, _Sandy, 50, 8, 125, 4, _SY295, 44, 1, 0, 1, 49, 1, 4.9, 1.3, 8.1, 1, 0.3
1738, 12, 4.5, 5.2, 8.7, 5.1, 1.1, 0.4, 1.7, 2.1, 1, 1.2, 15, _Sandy, 6, 17, 137, 15400, 15, îSê´ìy, _Clay, 49, 39, 286, 5, _SY390, 86, 0, 1, 1, 54, 1, 1.8, 0, 5.1, 0, 0.5
1739, 27, 9.6, 8.2, 10.1, 8.1, 5.1, 0.9, 3.2, 5.3, 9.9, 5.2, 15, _Clay, 27, 16, 272, 182500, 19, îSê´ìy, _Clay, 11, 32, 108, 1, _SY390, 59, 1, 1, 1, 39, 2, 5.2, 0.7, 5.6, 0.4, 0.3
1740, 10, 10.8, 5.5, 13.3, 5.4, 3.2, 1.4, 0.4, 4.2, 2.9, 3.4, 18, _Sandy, 11, 32, 282, 27300, 19, çªéøìy, _Sandy, 17, 14, 180, 5, _SY390, 55, 1, 1, 2, 37, 2, 4.3, 0.8, 5.4, 1.2, 0.1
1741, 14, 12.1, 2.9, 7, 2.8, 1.3, 0.3, 6.3, 2.4, 2.9, 1.7, 11, _Sandy, 47, 3, 291, 71100, 19, çªéøìy, _Sandy, 23, 42, 252, 5, _SY390, 51, 0, 1, 1, 35, 1, 2.8, 0.1, 2.6, 0, 0.4
1742, 18, 13.3, 8.3, 8.8, 8.2, 5.1, 0, 6.6, 6.1, 2.3, 5.7, 14, _Sandy, 32, 20, 0, 114800, 19, çªéøìy, _Sandy, 30, 24, 24, 4, _SY390, 47, 1, 0, 2, 32, 1, 6.4, 0, 7.1, 0, 0.3
1743, 26, 9.3, 9.8, 14.3, 9.7, 8.2, 0.1, 9.3, 8.6, 0.5, 8.3, 14, _Clay, 42, 19, 218, 98900, 11, îSê´ìy, _Clay, 36, 21, 235, 2, _SY295, 66, 1, 0, 1, 25, 1, 9.5, 0, 8.5, 0, 0.4
1744, 13, 11.8, 4.4, 11.1, 4.3, 3, 0.2, 2.6, 3.2, 4.7, 3.1, 20, _Clay, 11, 7, 237, 186500, 12, çªéøìy, _Sandy, 48, 30, 78, 5, _SY295, 58, 1, 0, 1, 86, 2, 4.1, 0, 4.2, 0.1, 0.1
1745, 28, 3.8, 7.4, 12.5, 7.3, 2.4, 0.4, 4.9, 6.5, 4.1, 4.5, 20, _Clay, 32, 6, 72, 154600, 15, çªéøìy, _Sandy, 10, 23, 201, 1, _SY390, 30, 0, 0, 1, 71, 1, 5.7, 0.3, 2.6, 0.1, 0.3
1746, 11, 5.1, 4.7, 6.1, 4.6, 1.3, 1, 1.1, 2.4, 0.8, 2, 13, _Clay, 16, 22, 81, 198400, 15, îSê´ìy, _Clay, 16, 6, 273, 5, _SY390, 26, 0, 1, 2, 69, 1, 1.7, 0.6, 4.2, 0.6, 0.2
1747, 23, 2.4, 3.5, 5.2, 3.4, 1.4, 0.3, 11.4, 2.6, 8.7, 1.9, 16, _Sandy, 11, 38, 8, 27300, 17, çªéøìy, _Sandy, 28, 30, 256, 2, _SY295, 41, 1, 1, 2, 59, 2, 1.4, 0.2, 1.9, 0.2, 0.1
1748, 13, 12.7, 2.3, 4.3, 2.2, 0.9, 0.6, 5.3, 1.9, 2.5, 1, 19, _Clay, 6, 9, 236, 55100, 19, çªéøìy, _Sandy, 41, 8, 239, 4, _SY390, 56, 1, 1, 2, 49, 1, 2.2, 0, 1.8, 0.4, 0.1
1749, 18, 14, 7.7, 15.6, 7.6, 5.3, 1.1, 5.8, 6.2, 2, 5.6, 13, _Clay, 42, 25, 245, 98900, 19, çªéøìy, _Sandy, 47, 36, 10, 3, _SY390, 52, 1, 1, 1, 47, 1, 6.2, 0.8, 6.5, 0, 0.4
1750, 22, 2.1, 5, 9.2, 4.9, 3.1, 0, 5.3, 4.4, 0.7, 3.7, 16, _Clay, 26, 41, 254, 142700, 19, çªéøìy, _Sandy, 2, 18, 82, 3, _SY390, 48, 0, 0, 2, 45, 1, 4.7, 0, 3.7, 0, 0.3
1751, 26, 3.4, 2.3, 2.9, 2.2, 0.9, 0.4, 4.1, 1.3, 11.6, 1.1, 19, _Clay, 11, 13, 264, 186400, 20, çªéøìy, _Sandy, 8, 45, 154, 2, _SY390, 44, 1, 0, 1, 43, 2, 1.3, 0.1, 1.1, 0.3, 0.1
1752, 12, 12.5, 3.8, 8.3, 3.7, 0, 0.6, 1.9, 1.2, 4.1, 0.7, 19, _Sandy, 21, 12, 181, 170500, 11, çªéøìy, _Sandy, 15, 42, 65, 5, _SY295, 63, 1, 0, 2, 35, 2, 3, 0.4, 3, 0.2, 0.3
1753, 16, 13.8, 9.2, 10.1, 9.1, 0.2, 0.4, 1.1, 5.5, 4.2, 2.5, 12, _Sandy, 6, 28, 191, 15300, 12, çªéøìy, _Sandy, 21, 24, 137, 4, _SY390, 59, 0, 1, 1, 33, 2, 2.4, 0.2, 5.5, 0.3, 0.1
1754, 24, 9.8, 2.6, 7.4, 2.5, 0.3, 0.1, 1.4, 1.4, 3.7, 1.2, 12, _Clay, 16, 28, 108, 198400, 13, îSê´ìy, _Clay, 27, 21, 48, 2, _SY295, 79, 0, 0, 2, 25, 1, 1.8, 0, 0.6, 0, 0.2
