No, param001, param002, param003, param004, param005, param006, param007, param008, param009, param010, param011, param101, param102, param103, param104, param105, param106, param111, param112, param113, param114, param115, param116, param201, param202, param301, param302, param303, param304, param311, param314, param401, param402, param411, param412, param501
10662, 13, 6.5, 2.7, 4.5, 2.6, 0.2, 1.1, 2.4, 1.3, 2, 1.2, 15, _Clay, 38, 7, 105, 152000, 20, çªéøìy, _Sandy, 4, 9, 151, 2, _SY295, 63, 1, 1, 2, 47, 1, 2, 0.6, 1.1, 0, 0.4
10663, 29, 5, 6.9, 14.9, 6.8, 0.9, 5, 14.5, 6.3, 11.1, 5.7, 11, _Sandy, 18, 39, 42, 24700, 12, çªéøìy, _Sandy, 23, 16, 206, 3, _SY390, 74, 1, 1, 1, 35, 2, 6.8, 2.9, 5.5, 2.2, 0.2
10664, 10, 12.6, 4.5, 13.2, 4.4, 0.8, 0, 3.2, 2.6, 0.2, 0.9, 17, _Sandy, 7, 26, 196, 80400, 16, îSê´ìy, _Clay, 48, 18, 171, 2, _SY390, 39, 1, 0, 1, 81, 2, 3.6, 0, 1.1, 0, 0.2
10665, 22, 9.9, 3.3, 12.3, 3.2, 0.2, 0.2, 5, 2.5, 7.1, 1.7, 20, _Clay, 2, 42, 123, 108200, 18, çªéøìy, _Sandy, 9, 42, 154, 4, _SY390, 54, 0, 0, 1, 72, 1, 2.2, 0, 1.7, 0.1, 0.1
10666, 26, 11.1, 8.7, 14, 8.6, 1.9, 1.4, 3.7, 3.7, 6.3, 3.4, 13, _Clay, 38, 13, 132, 152000, 18, îSê´ìy, _Clay, 15, 24, 226, 4, _SY390, 50, 1, 1, 2, 69, 1, 2.7, 1.2, 4.1, 1.2, 0.5
10667, 16, 8.4, 7.5, 13.1, 7.4, 0.7, 1.6, 0.9, 5, 1, 3.6, 16, _Sandy, 33, 29, 59, 179900, 20, çªéøìy, _Sandy, 28, 3, 209, 1, _SY295, 65, 0, 1, 2, 60, 2, 1.7, 0.1, 5.9, 1.5, 0.4
10668, 28, 5.6, 6.3, 12.2, 6.2, 1.7, 1.7, 12.8, 5.7, 10.3, 2.9, 19, _Clay, 28, 45, 286, 8700, 12, îSê´ìy, _Clay, 40, 27, 192, 3, _SY390, 80, 1, 1, 2, 50, 2, 5.9, 0.4, 2.3, 1.6, 0.4
10669, 19, 2.9, 5.1, 11.3, 5, 0.4, 0.7, 6.9, 1.9, 3.5, 1.7, 12, _Sandy, 22, 16, 213, 36600, 14, îSê´ìy, _Clay, 2, 6, 175, 5, _SY295, 29, 0, 1, 2, 40, 1, 4.3, 0.3, 3.1, 0, 0.4
10670, 30, 13.3, 3.9, 10.4, 3.8, 0.9, 0, 8.2, 2.5, 14.8, 1.9, 16, _Clay, 17, 32, 140, 64400, 16, çªéøìy, _Sandy, 14, 30, 158, 2, _SY295, 44, 0, 0, 2, 30, 2, 3, 0, 3.8, 0, 0.3
10671, 25, 11.8, 8.2, 11.3, 8.1, 3.8, 0.4, 2.5, 5.3, 5.7, 4.6, 12, _Sandy, 48, 19, 77, 136000, 18, çªéøìy, _Sandy, 33, 36, 213, 3, _SY390, 56, 1, 0, 1, 84, 1, 4.2, 0.2, 4.7, 0.1, 0.1
10672, 12, 1.2, 2.8, 8.2, 2.7, 0.2, 1.4, 5.2, 1.7, 0.9, 1.5, 18, _Sandy, 17, 6, 95, 24600, 18, îSê´ìy, _Clay, 45, 1, 56, 1, _SY390, 47, 1, 1, 1, 80, 2, 1.4, 0.1, 2.6, 0.1, 0.3
10673, 13, 2.1, 8.8, 9.5, 8.7, 3.1, 0.1, 2, 3.8, 5.2, 3.4, 17, _Sandy, 12, 8, 94, 92200, 16, çªéøìy, _Sandy, 38, 24, 216, 1, _SY295, 46, 1, 0, 2, 43, 2, 4, 0, 6.9, 0, 0.3
10674, 21, 4.6, 3.4, 6.3, 3.3, 0.1, 0.4, 10.1, 3, 5, 2.8, 14, _Sandy, 32, 41, 113, 179800, 16, îSê´ìy, _Clay, 50, 33, 60, 4, _SY295, 38, 0, 0, 2, 38, 1, 0.6, 0.2, 1.3, 0.2, 0.5
10675, 11, 1.8, 2.2, 5.4, 2.1, 0.4, 0.3, 4.3, 0.9, 0.7, 0.6, 17, _Clay, 27, 11, 40, 8600, 18, çªéøìy, _Sandy, 11, 12, 43, 1, _SY390, 53, 1, 1, 2, 29, 2, 2.1, 0.2, 1.7, 0.1, 0.5
10676, 23, 12.2, 9.1, 12.6, 9, 6.7, 0.8, 6.8, 8.1, 8.4, 7.2, 20, _Sandy, 22, 27, 267, 36500, 20, çªéøìy, _Sandy, 24, 36, 26, 3, _SY295, 68, 1, 1, 2, 85, 1, 8.8, 0.7, 7, 0.5, 0.4
10677, 14, 9.5, 7.9, 11.7, 7.8, 0.4, 2, 2.9, 7.4, 2.5, 2.3, 13, _Clay, 17, 43, 194, 64300, 12, îSê´ìy, _Clay, 36, 15, 9, 5, _SY295, 83, 0, 1, 2, 75, 1, 6.6, 0.3, 5.3, 1.4, 0.4
10678, 25, 6.7, 6.7, 10.8, 6.6, 1.5, 0.9, 2.8, 3, 12.2, 2.5, 16, _Sandy, 11, 14, 121, 92200, 14, îSê´ìy, _Clay, 49, 39, 292, 2, _SY390, 33, 1, 1, 2, 65, 2, 5, 0.2, 6.5, 0.6, 0.4
10679, 26, 13.2, 8, 10.4, 7.9, 1.3, 4.8, 11.8, 5.7, 11.3, 5.3, 12, _Sandy, 21, 2, 222, 195700, 12, çªéøìy, _Sandy, 3, 7, 224, 3, _SY295, 71, 0, 0, 1, 68, 2, 5.3, 2.3, 4.9, 3.6, 0.4
10680, 17, 10.5, 6.8, 9.5, 6.7, 0.2, 4.4, 6.2, 5.7, 4.3, 4.8, 15, _Clay, 16, 18, 149, 24500, 14, çªéøìy, _Sandy, 16, 31, 207, 5, _SY390, 86, 1, 1, 1, 59, 1, 4.6, 2.9, 5.4, 3.4, 0.4
10681, 28, 7.7, 5.6, 8.6, 5.5, 1.1, 3.8, 7.5, 5.1, 1.8, 3.9, 18, _Sandy, 11, 34, 76, 52400, 16, îSê´ìy, _Clay, 28, 10, 190, 2, _SY295, 36, 0, 1, 1, 49, 2, 5.5, 3.1, 5.3, 3.1, 0.4
10682, 11, 9, 2.9, 11.8, 2.8, 0.2, 1.6, 2.1, 2, 5.3, 1.7, 11, _Sandy, 47, 5, 86, 96200, 16, îSê´ìy, _Clay, 35, 37, 262, 1, _SY295, 32, 1, 1, 2, 47, 2, 2.1, 0.9, 2.4, 0.2, 0.2
10683, 23, 6.3, 9.8, 19, 9.7, 2.4, 0.1, 2.2, 7.3, 6.8, 6.8, 15, _Clay, 42, 21, 13, 124000, 18, îSê´ìy, _Clay, 47, 16, 245, 3, _SY390, 47, 0, 0, 2, 37, 1, 5, 0, 3.1, 0, 0.2
10684, 21, 12.6, 2, 5.9, 1.9, 0.1, 0.2, 10.3, 1.5, 10.5, 0.4, 18, _Sandy, 47, 36, 158, 135900, 12, îSê´ìy, _Clay, 15, 36, 139, 3, _SY295, 81, 0, 0, 1, 86, 2, 1.4, 0, 0.3, 0.1, 0.3
10685, 20, 12.4, 3.5, 10, 3.4, 0.1, 0.7, 4.7, 1.1, 3.1, 0.8, 17, _Sandy, 11, 39, 103, 52300, 14, çªéøìy, _Sandy, 40, 25, 265, 4, _SY390, 88, 0, 1, 1, 71, 2, 2.1, 0, 1.1, 0.4, 0.4
10686, 18, 5.6, 3.8, 5, 3.7, 2.1, 0.8, 2.4, 2.7, 6.5, 2.3, 20, _Clay, 16, 10, 248, 64300, 18, çªéøìy, _Sandy, 7, 45, 160, 4, _SY295, 56, 0, 1, 2, 54, 1, 3.5, 0.5, 2.3, 0.3, 0.5
10687, 30, 2.9, 2.6, 4.1, 2.5, 0, 0.2, 1.2, 1.6, 5.2, 0.4, 13, _Sandy, 11, 26, 175, 92100, 20, çªéøìy, _Sandy, 20, 24, 143, 1, _SY390, 72, 1, 1, 2, 44, 1, 2, 0.1, 1.5, 0, 0.5
10688, 13, 4.2, 8.1, 15.5, 8, 0.1, 2.1, 5.9, 2.8, 1.3, 2.3, 16, _Sandy, 46, 42, 184, 135900, 20, çªéøìy, _Sandy, 26, 6, 214, 5, _SY390, 68, 0, 1, 1, 42, 2, 3.4, 1.3, 4.4, 1.6, 0.3
10689, 21, 6.7, 2.7, 12.3, 2.6, 0.7, 1.1, 6.1, 2.3, 9, 1.8, 13, _Clay, 16, 29, 203, 24500, 20, îSê´ìy, _Clay, 38, 16, 58, 3, _SY390, 59, 1, 0, 1, 38, 2, 1.3, 0.2, 1.1, 0.5, 0.5
10690, 10, 10.3, 9.9, 14.5, 9.8, 5.9, 0.5, 1, 7.9, 4.5, 7, 19, _Clay, 15, 16, 275, 64200, 16, îSê´ìy, _Clay, 19, 15, 235, 5, _SY390, 43, 0, 1, 2, 76, 2, 7.4, 0.4, 7.6, 0.1, 0.5
10691, 18, 12.8, 4.5, 11.4, 4.4, 0.3, 0.1, 7.8, 1.9, 5.2, 1.7, 15, _Sandy, 36, 3, 294, 151800, 16, îSê´ìy, _Clay, 31, 25, 78, 4, _SY390, 35, 0, 1, 2, 72, 1, 1.6, 0, 0.7, 0, 0.2
10692, 16, 6.1, 4.8, 6.4, 4.7, 0.4, 1.2, 5.3, 3.3, 7.9, 1.6, 18, _Sandy, 41, 19, 138, 163700, 20, çªéøìy, _Sandy, 50, 45, 273, 4, _SY390, 69, 1, 1, 1, 55, 2, 3.5, 0.1, 1.5, 0.7, 0.3
10693, 11, 4.6, 9, 16.8, 8.9, 2.6, 0, 1.8, 5, 2.6, 2.8, 14, _Clay, 20, 6, 75, 36400, 12, çªéøìy, _Sandy, 17, 6, 27, 5, _SY295, 80, 1, 0, 2, 43, 1, 2.6, 0, 4.7, 0, 0.1
10694, 23, 1.8, 7.8, 15.9, 7.7, 3.6, 1.3, 1.4, 6.4, 1, 5.6, 17, _Sandy, 15, 22, 2, 64200, 14, îSê´ìy, _Clay, 30, 30, 10, 2, _SY295, 30, 0, 0, 2, 33, 2, 7.4, 0.2, 6.7, 0, 0.1
10695, 10, 4.4, 2.5, 3.2, 2.4, 0.4, 0.7, 4, 1.6, 3.9, 0.9, 14, _Sandy, 35, 9, 21, 151800, 14, çªéøìy, _Sandy, 42, 40, 154, 5, _SY295, 87, 0, 1, 2, 28, 1, 2.2, 0.5, 1.4, 0.5, 0.3
10696, 29, 10.7, 2.8, 7.8, 2.7, 1.6, 0.2, 8.5, 2.3, 2.6, 1.8, 17, _Sandy, 40, 25, 165, 163700, 18, çªéøìy, _Sandy, 10, 15, 48, 5, _SY295, 56, 1, 1, 1, 77, 2, 1.8, 0, 2, 0, 0.4
10697, 16, 13.2, 5.5, 12.8, 5.4, 0.6, 3.2, 2.1, 4.6, 6.8, 4.1, 13, _Sandy, 10, 12, 184, 52200, 18, îSê´ìy, _Clay, 22, 25, 192, 4, _SY295, 48, 1, 0, 2, 73, 1, 3.4, 2.9, 3.2, 0.5, 0.5
10698, 28, 10.5, 4.3, 11.9, 4.2, 0.6, 1.2, 1, 1.4, 6.7, 1.3, 16, _Clay, 5, 28, 111, 80100, 20, çªéøìy, _Sandy, 34, 4, 174, 1, _SY390, 63, 0, 0, 1, 63, 1, 1.2, 0.1, 2.5, 0.2, 0.5
10699, 23, 9, 8.5, 12.7, 8.4, 0.3, 7.2, 8.3, 8, 10.8, 7.5, 12, _Sandy, 35, 15, 48, 151700, 12, çªéøìy, _Sandy, 2, 10, 229, 2, _SY390, 74, 0, 1, 1, 51, 2, 7.6, 0.3, 8, 4.2, 0.3
10700, 13, 6.3, 7.3, 11.8, 7.2, 3.9, 1.5, 3.5, 4.3, 3.8, 4, 15, _Clay, 30, 31, 275, 179600, 14, çªéøìy, _Sandy, 14, 34, 212, 4, _SY295, 89, 1, 1, 1, 41, 1, 4.8, 0.3, 4.2, 0.9, 0.3
10701, 25, 3.5, 6.1, 10.9, 6, 4.2, 0.5, 4.4, 5, 2.5, 4.7, 18, _Sandy, 25, 2, 202, 8400, 16, îSê´ìy, _Clay, 27, 13, 195, 1, _SY390, 38, 0, 1, 1, 31, 2, 4.5, 0.2, 5.1, 0.3, 0.2
10702, 16, 13.9, 4.9, 10, 4.8, 0.2, 1.2, 1.4, 3.8, 6.6, 2.3, 11, _Clay, 20, 18, 129, 36300, 18, îSê´ìy, _Clay, 39, 36, 178, 3, _SY295, 53, 1, 0, 2, 88, 1, 1.4, 0.6, 4.6, 0.8, 0.2
10703, 20, 2, 2.3, 3.7, 2.2, 0, 0.2, 10, 0.7, 6.6, 0.4, 15, _Clay, 4, 34, 138, 80100, 18, îSê´ìy, _Clay, 45, 19, 250, 2, _SY295, 49, 0, 0, 2, 85, 1, 1.3, 0, 1.7, 0, 0.5
10704, 18, 8.4, 2.5, 8.2, 2.4, 0.7, 0, 7.1, 1.4, 0.8, 1.2, 18, _Clay, 9, 4, 283, 92000, 12, îSê´ìy, _Clay, 13, 39, 144, 3, _SY390, 84, 0, 0, 2, 68, 2, 2.2, 0, 2, 0, 0.1
10705, 30, 12.2, 2.6, 6.9, 2.5, 0.5, 0.9, 4.5, 1.9, 8.9, 1.3, 17, _Clay, 14, 8, 11, 24300, 13, çªéøìy, _Sandy, 32, 31, 59, 5, _SY390, 72, 0, 1, 2, 61, 1, 1.3, 0.2, 1.2, 0.7, 0.2
10706, 25, 10.7, 6.8, 7.7, 6.7, 1.6, 4.4, 11.8, 5.5, 0.8, 4.7, 13, _Clay, 45, 40, 247, 96000, 15, çªéøìy, _Sandy, 50, 37, 114, 1, _SY295, 83, 0, 0, 1, 49, 2, 5.9, 0.9, 5.4, 0.7, 0.5
10707, 23, 3.9, 7.1, 12.3, 7, 0.9, 0.8, 8.5, 5.1, 5.4, 2.9, 16, _Sandy, 50, 10, 92, 107900, 18, îSê´ìy, _Clay, 18, 13, 8, 1, _SY390, 51, 1, 0, 2, 32, 2, 6.9, 0.6, 3.6, 0.7, 0.1
10708, 18, 2.4, 3.2, 5, 3.1, 0.7, 0.4, 3.6, 1.8, 8.4, 1.1, 13, _Clay, 29, 43, 28, 179500, 20, îSê´ìy, _Clay, 37, 19, 63, 2, _SY295, 62, 1, 1, 1, 86, 1, 1.5, 0.3, 2.4, 0.1, 0.4
10709, 16, 8.8, 3.5, 9.6, 3.4, 1.9, 0.1, 1.6, 2.8, 2.9, 2.4, 16, _Clay, 34, 13, 173, 191400, 14, îSê´ìy, _Clay, 5, 39, 257, 3, _SY295, 30, 1, 1, 2, 69, 2, 2.9, 0, 2.9, 0, 0.5
10710, 24, 11.3, 6.3, 14.6, 6.2, 4.2, 0.4, 10.3, 5.3, 0.4, 5.1, 12, _Clay, 3, 45, 192, 80000, 14, çªéøìy, _Sandy, 17, 4, 101, 1, _SY295, 88, 0, 0, 2, 64, 2, 5.4, 0.3, 4.9, 0.2, 0.1
10711, 22, 4.6, 6.5, 9.5, 6.4, 1.3, 1.6, 7.2, 5.3, 4.9, 2.2, 15, _Clay, 8, 16, 37, 91900, 18, çªéøìy, _Sandy, 36, 24, 295, 1, _SY390, 57, 0, 0, 1, 47, 2, 6.1, 0.7, 3.2, 0.7, 0.2
10712, 17, 3.1, 2.7, 12, 2.6, 0.7, 0.7, 2.6, 1.7, 7.7, 0.8, 11, _Sandy, 39, 3, 273, 163600, 20, çªéøìy, _Sandy, 3, 30, 50, 2, _SY295, 68, 0, 0, 2, 35, 1, 1.3, 0.2, 1.8, 0.5, 0.5
10713, 25, 5.6, 5.4, 7.3, 5.3, 1.9, 0.1, 12.1, 3.3, 7.3, 2.5, 17, _Clay, 8, 35, 292, 52100, 11, îSê´ìy, _Clay, 15, 40, 193, 5, _SY295, 60, 1, 1, 2, 30, 1, 2.7, 0, 2.6, 0, 0.2
10714, 23, 12, 5.7, 11.9, 5.6, 4.1, 1.1, 8.8, 5, 11.4, 4.6, 20, _Sandy, 13, 6, 137, 64000, 14, îSê´ìy, _Clay, 34, 15, 87, 5, _SY390, 28, 1, 1, 1, 79, 1, 5, 0.6, 4.4, 0.2, 0.3
10715, 11, 1.4, 8.4, 16.8, 8.3, 6.5, 2, 2.5, 7.4, 3.8, 6.6, 17, _Clay, 34, 38, 155, 151600, 15, çªéøìy, _Sandy, 46, 25, 231, 4, _SY390, 86, 0, 0, 1, 75, 1, 7.4, 0.2, 8.1, 1.8, 0.5
10716, 30, 7.7, 8.7, 11.8, 8.6, 2.6, 1, 3.5, 6.9, 1.4, 3.6, 20, _Sandy, 39, 9, 0, 163500, 18, îSê´ìy, _Clay, 14, 45, 125, 4, _SY390, 54, 0, 0, 2, 57, 2, 7.6, 0.6, 7.8, 0.6, 0.1
10717, 24, 6.3, 4.8, 14.2, 4.7, 2, 0.7, 10.5, 3.3, 6.7, 2.2, 16, _Clay, 18, 41, 236, 36200, 20, çªéøìy, _Sandy, 33, 7, 180, 5, _SY295, 65, 0, 1, 1, 45, 2, 2.5, 0.4, 2.2, 0, 0.4
10718, 27, 13.9, 2.4, 12.4, 2.3, 1.2, 0.4, 6.9, 1.5, 10.9, 1.3, 12, _Clay, 8, 28, 91, 91900, 14, îSê´ìy, _Clay, 7, 9, 146, 4, _SY390, 30, 0, 1, 1, 26, 1, 2.3, 0, 2.3, 0, 0.3
10719, 21, 12.4, 6.7, 13.3, 6.6, 1.2, 1.6, 1.7, 6.1, 2.9, 3.4, 18, _Sandy, 38, 15, 27, 163500, 16, îSê´ìy, _Clay, 25, 15, 200, 5, _SY295, 41, 0, 0, 2, 80, 2, 3.4, 1.5, 2.4, 0.7, 0.1
10720, 30, 1.8, 9.4, 18.2, 9.3, 1.7, 2.6, 12.4, 7.8, 14.2, 6.7, 15, _Clay, 8, 2, 46, 52000, 17, çªéøìy, _Sandy, 37, 25, 44, 4, _SY295, 33, 1, 1, 2, 75, 1, 4.6, 1.3, 8, 0.4, 0.3
10721, 24, 13.4, 5.5, 11, 5.4, 0.1, 3.3, 5.8, 4.4, 5, 4, 11, _Sandy, 38, 34, 282, 123700, 19, çªéøìy, _Sandy, 5, 31, 98, 5, _SY295, 44, 1, 0, 1, 63, 2, 4.7, 1.5, 3.3, 1.8, 0.1
10722, 19, 11.9, 9.7, 11.8, 9.6, 0.5, 7.9, 1.3, 8.5, 8.4, 8.2, 17, _Clay, 18, 21, 218, 195300, 11, îSê´ìy, _Clay, 24, 37, 153, 1, _SY390, 55, 1, 0, 2, 51, 1, 7.9, 3.3, 8.4, 7.4, 0.4
10723, 17, 5.2, 10, 16.4, 9.9, 0.7, 2.4, 7.9, 6.5, 2.6, 5.6, 20, _Clay, 23, 37, 63, 8200, 15, çªéøìy, _Sandy, 42, 13, 47, 1, _SY390, 89, 1, 0, 1, 34, 2, 5.1, 0, 4.4, 1.6, 0.5
10724, 25, 7.7, 4.7, 13.3, 4.6, 1.2, 0.5, 7.4, 2.6, 12.1, 1.5, 16, _Clay, 43, 24, 82, 95800, 15, îSê´ìy, _Clay, 4, 22, 191, 5, _SY390, 81, 0, 1, 1, 29, 1, 2.2, 0.2, 4.4, 0.1, 0.2
10725, 24, 1, 5, 8.3, 4.9, 2, 0.7, 4.7, 3.8, 4.6, 2.7, 19, _Clay, 48, 40, 227, 107700, 19, îSê´ìy, _Clay, 23, 43, 85, 5, _SY295, 50, 0, 1, 2, 78, 2, 3.8, 0, 4.7, 0, 0.3
10726, 11, 3.5, 7.7, 13.2, 7.6, 1.4, 2.6, 0.4, 5.1, 0.4, 4.5, 16, _Clay, 17, 27, 245, 195300, 19, çªéøìy, _Sandy, 35, 7, 229, 3, _SY295, 42, 1, 0, 2, 74, 1, 5.4, 1.8, 5.5, 2, 0.5
10727, 30, 9.8, 8, 17.8, 7.9, 6.5, 0.5, 12.8, 7.4, 7.1, 7.2, 19, _Clay, 22, 43, 90, 8200, 13, çªéøìy, _Sandy, 3, 28, 123, 3, _SY295, 76, 1, 0, 1, 56, 2, 7.8, 0.1, 7.3, 0.2, 0.5
10728, 29, 9.6, 9.5, 12.3, 9.4, 1.3, 2.5, 4.9, 8.7, 11.3, 3, 18, _Sandy, 37, 1, 36, 123600, 15, çªéøìy, _Sandy, 27, 16, 249, 3, _SY295, 83, 0, 1, 1, 42, 1, 7.5, 0, 6.9, 0.5, 0.2
10729, 19, 6.9, 8.3, 11.4, 8.2, 2.7, 1.2, 1.5, 4.2, 3.9, 3.7, 11, _Clay, 32, 17, 263, 151500, 17, çªéøìy, _Sandy, 40, 40, 232, 5, _SY390, 32, 1, 1, 1, 32, 2, 6.1, 0.2, 2.9, 0.3, 0.2
10730, 10, 4.1, 7.1, 10.5, 7, 3.6, 0.1, 4.9, 5.6, 0.3, 4.5, 14, _Sandy, 27, 33, 190, 179300, 19, îSê´ìy, _Clay, 1, 19, 215, 3, _SY295, 47, 0, 0, 1, 89, 1, 5.4, 0, 5.1, 0, 0.1
10731, 22, 1.4, 5.9, 9.6, 5.8, 3.9, 1.1, 8.6, 5.4, 7.3, 4.1, 17, _Clay, 22, 4, 117, 8200, 11, îSê´ìy, _Clay, 14, 43, 198, 5, _SY390, 62, 1, 0, 1, 79, 2, 4.7, 0.5, 5.6, 0.3, 0.1
10732, 12, 11.7, 4.7, 8.7, 4.6, 0.1, 0.3, 3.6, 1.5, 1.8, 1.2, 11, _Sandy, 17, 19, 44, 36000, 13, çªéøìy, _Sandy, 26, 22, 181, 2, _SY295, 78, 0, 0, 1, 69, 2, 1.7, 0.2, 1.5, 0.1, 0.1
10733, 24, 9, 3.5, 7.8, 3.4, 0.6, 0.8, 5, 2.3, 10.9, 1.6, 14, _Clay, 12, 35, 271, 63900, 15, çªéøìy, _Sandy, 39, 1, 164, 4, _SY295, 27, 1, 0, 1, 59, 1, 1.4, 0.7, 2.6, 0.3, 0.5
10734, 15, 6.3, 2.3, 6.9, 2.2, 0.5, 0.2, 1.8, 1.9, 4.1, 0.8, 17, _Sandy, 6, 6, 198, 91700, 17, îSê´ìy, _Clay, 0, 24, 147, 1, _SY390, 42, 1, 1, 1, 49, 2, 0.7, 0, 0.6, 0, 0.5
10735, 23, 8.8, 5.1, 12, 5, 1.9, 0.7, 10.3, 4.2, 2.5, 3.3, 13, _Sandy, 27, 39, 217, 179300, 17, çªéøìy, _Sandy, 12, 34, 291, 4, _SY390, 34, 0, 1, 2, 45, 1, 2, 0.4, 4.2, 0, 0.2
10736, 21, 2, 5.4, 6.9, 5.3, 3.9, 0.1, 7.3, 4.1, 6.6, 4, 16, _Sandy, 32, 9, 62, 191200, 11, çªéøìy, _Sandy, 31, 9, 185, 4, _SY390, 68, 0, 0, 2, 28, 2, 4.4, 0, 5, 0, 0.3
10737, 29, 4.5, 8.1, 11.9, 8, 6.3, 0.4, 5.3, 7.6, 4.5, 6.6, 12, _Sandy, 1, 41, 80, 79800, 11, îSê´ìy, _Clay, 43, 19, 28, 3, _SY390, 60, 1, 0, 1, 89, 2, 6.8, 0.3, 7, 0.2, 0.4
10738, 27, 10.9, 8.4, 16.5, 8.3, 2.6, 2, 2.1, 3.4, 9.7, 2.9, 15, _Sandy, 6, 12, 225, 91700, 15, çªéøìy, _Sandy, 11, 40, 222, 3, _SY295, 28, 1, 0, 1, 72, 2, 6.3, 0.6, 4.8, 0.5, 0.5
10739, 15, 13.4, 3, 3.7, 2.9, 0.6, 0.8, 6.2, 2.6, 3, 2.2, 12, _Sandy, 26, 44, 244, 179200, 15, çªéøìy, _Sandy, 23, 4, 66, 1, _SY295, 86, 0, 1, 2, 67, 2, 2, 0.7, 0.8, 0.7, 0.2
10740, 30, 11.9, 7.3, 14.2, 7.2, 3.5, 0, 7.1, 6.1, 12.9, 5.3, 18, _Sandy, 6, 31, 180, 51900, 17, çªéøìy, _Sandy, 42, 10, 121, 2, _SY390, 31, 0, 0, 1, 55, 1, 7.1, 0, 4.5, 0, 0.5
10741, 28, 5.2, 7.5, 9.1, 7.4, 0, 1.4, 3.8, 7, 3.9, 6.3, 11, _Clay, 11, 2, 25, 63800, 11, îSê´ìy, _Clay, 10, 31, 15, 2, _SY295, 66, 0, 0, 2, 38, 1, 3.1, 0.6, 3, 0.1, 0.1
10742, 19, 2.4, 6.4, 8.3, 6.3, 1.2, 0.4, 0.9, 2.8, 8.6, 2.1, 14, _Sandy, 6, 18, 252, 91700, 13, çªéøìy, _Sandy, 22, 10, 298, 4, _SY390, 81, 1, 0, 1, 28, 1, 2.1, 0.2, 4.7, 0, 0.1
10743, 20, 9, 7.6, 17.4, 7.5, 6.4, 0.6, 7.8, 6.7, 7.9, 6.5, 20, _Sandy, 16, 6, 53, 195100, 11, çªéøìy, _Sandy, 28, 22, 230, 5, _SY295, 54, 0, 1, 1, 31, 2, 7.2, 0.4, 7.3, 0, 0.1
10744, 10, 6.2, 6.4, 6.9, 6.3, 1.1, 1.6, 3, 4.3, 2.2, 2.1, 13, _Clay, 11, 21, 280, 24000, 13, îSê´ìy, _Clay, 41, 1, 213, 2, _SY390, 69, 1, 1, 1, 88, 2, 4.3, 1.5, 2.3, 0.2, 0.1
10745, 17, 2, 9.4, 16.4, 9.3, 5.4, 1.6, 0.6, 8, 4.4, 7.3, 13, _Clay, 36, 24, 144, 123500, 17, çªéøìy, _Sandy, 21, 31, 251, 5, _SY295, 29, 0, 0, 2, 66, 2, 8.7, 0.1, 8.6, 0.9, 0.4
10746, 27, 5.6, 8.5, 10.5, 8.4, 2.3, 1.9, 8.9, 3.9, 7.4, 3.3, 19, _Clay, 36, 11, 215, 163300, 13, çªéøìy, _Sandy, 1, 31, 128, 2, _SY390, 79, 1, 1, 1, 39, 2, 2.8, 1.5, 3.6, 0.6, 0.4
10747, 25, 5.4, 2, 6.6, 1.9, 0.4, 0.2, 1.9, 1, 10.7, 0.8, 18, _Clay, 0, 14, 161, 79700, 15, çªéøìy, _Sandy, 26, 19, 254, 3, _SY295, 86, 1, 0, 1, 25, 2, 1.8, 0.1, 0.8, 0, 0.1
10748, 28, 13, 7.7, 12.9, 7.6, 6.3, 1.4, 10.9, 6.5, 1.5, 6.4, 14, _Clay, 41, 1, 15, 135400, 19, îSê´ìy, _Clay, 0, 22, 220, 2, _SY390, 50, 0, 0, 1, 71, 1, 7.2, 1.2, 6.4, 0.1, 0.5
10749, 15, 2.4, 2.3, 9.7, 2.2, 1.1, 0.5, 3.4, 1.9, 5.9, 1.5, 11, _Clay, 10, 33, 34, 23900, 19, çªéøìy, _Sandy, 12, 31, 64, 5, _SY390, 42, 1, 1, 1, 66, 2, 1.8, 0.2, 2, 0.4, 0.2
10750, 27, 12.8, 9.2, 16.9, 9.1, 1.4, 0.8, 3.6, 3.8, 5.6, 2, 14, _Sandy, 5, 4, 261, 51800, 11, îSê´ìy, _Clay, 24, 10, 47, 2, _SY295, 57, 0, 1, 1, 57, 2, 5.6, 0.5, 2.6, 0.6, 0.1
10751, 17, 10, 8, 16, 7.9, 2.7, 2.1, 0.7, 5.9, 0.4, 5.6, 17, _Clay, 0, 20, 188, 79600, 13, îSê´ìy, _Clay, 37, 34, 30, 4, _SY390, 72, 0, 0, 1, 47, 1, 5, 1.7, 5.7, 1.8, 0.1
10752, 29, 7.3, 6.8, 15.1, 6.7, 3.5, 0.9, 12.9, 6.4, 9.6, 5.3, 20, _Sandy, 45, 36, 115, 107500, 15, çªéøìy, _Sandy, 49, 13, 13, 1, _SY390, 87, 1, 0, 1, 37, 2, 4.6, 0, 6.7, 0.8, 0.1
10753, 19, 4.5, 5.6, 14.3, 5.5, 3.7, 0, 6.7, 4.3, 2.8, 3.9, 13, _Clay, 40, 7, 42, 135300, 17, çªéøìy, _Sandy, 11, 37, 296, 4, _SY295, 36, 0, 0, 1, 27, 1, 4.1, 0, 4.4, 0, 0.5
