No,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,c1,c2,d1,e1_0,e1_1,e2_0,e2_1,e3_0,e3_1,e4_0,e4_1,e5_0,e5_1,e6_0,e6_1,e7_0,e7_1,e8_0,e8_1,e9_0,e9_1,e10_0,e10_1,e11_0,e11_1,e12_0,e12_1
12273,999.99,999.99,999.99,999.99,6.50,6.50,79.45,572.45,13.91,630.28,999.99,76.83,999.99,2,180,0,83,2,270,0,125,0,102,0,153,1,86,1,129,0,140,0,210,11,140,14,210
12274,999.99,999.99,999.99,999.99,1.69,1.69,4.52,9.60,2.55,9.73,16.37,5.70,999.99,16,235,1,110,60,353,5,165,2,86,11,129,21,102,80,153,4,140,20,210,118,140,457,210
12275,999.99,999.99,999.99,999.99,1.69,1.69,4.52,9.60,2.55,9.73,16.37,5.70,999.99,16,235,1,110,60,353,5,165,2,86,11,129,21,102,80,153,4,140,20,210,118,140,457,210
12277,999.99,999.99,999.99,999.99,999.99,999.99,17.08,52.65,13.04,63.18,24.88,999.99,999.99,1,180,0,83,1,270,0,125,0,102,0,153,0,102,0,153,0,185,0,280,0,185,1,280
12278,999.99,29.19,29.19,999.99,2.71,2.71,7.51,19.77,3.38,20.41,11.40,10.94,999.99,16,235,1,110,16,353,1,165,3,102,3,153,5,102,5,153,10,140,10,210,119,140,107,210
12279,999.99,999.99,999.99,999.99,28.08,28.08,19.97,194.48,8.89,118.81,56.04,999.99,999.99,8,180,0,83,0,270,0,125,0,102,0,153,7,86,0,129,0,185,0,280,39,185,0,280
12280,999.99,92.03,92.03,6.02,5.43,5.43,14.82,11.65,2.88,6.82,16.84,20.60,999.99,4,235,0,110,2,353,0,165,2,102,1,153,39,102,17,153,16,140,7,210,317,140,142,210
12281,999.99,999.99,999.99,10.00,2.76,2.76,43.06,151.92,5.84,128.07,64.10,27.89,999.99,6,180,0,83,9,270,0,125,0,94,0,141,9,86,20,129,0,185,0,280,72,185,158,280
12282,999.99,9.73,9.73,1.92,1.37,1.38,11.60,15.28,4.02,2.26,17.97,18.83,999.99,15,180,1,83,11,270,1,125,0,102,0,153,3,110,2,165,0,140,0,210,1,140,1,210
12283,999.99,999.99,999.99,999.99,999.99,999.99,9.46,20.03,7.75,16.19,14.23,17.61,999.99,3,180,0,83,0,270,0,125,0,86,0,129,2,86,0,129,0,140,0,210,32,140,0,210
12284,999.99,999.99,999.99,999.99,999.99,999.99,113.90,377.45,39.68,347.91,999.99,999.99,999.99,1,235,0,110,1,353,0,165,0,94,0,141,0,86,0,129,0,140,0,210,1,140,0,210
12285,999.99,999.99,999.99,999.99,999.99,999.99,19.17,49.76,7.83,47.56,34.71,33.20,999.99,7,180,0,83,3,270,0,125,0,94,0,141,8,86,2,129,0,185,0,280,136,185,37,280
12286,999.99,999.99,999.99,999.99,10.81,10.81,31.71,45.36,7.78,42.16,92.75,999.99,999.99,4,235,0,110,2,353,0,165,0,110,0,165,9,86,3,129,0,185,0,280,38,185,14,280
12287,999.99,999.99,999.99,999.99,999.99,999.99,97.66,105.44,7.89,70.18,999.99,14.42,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,94,0,141,0,140,0,210,0,140,0,210
12288,999.99,999.99,999.99,999.99,999.99,999.99,26.21,521.37,8.12,371.75,52.66,23.04,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,110,0,165,0,140,0,210,0,140,0,210
12289,999.99,162.85,162.85,999.99,55.72,55.72,48.87,130.73,54.80,100.38,80.89,999.99,999.99,1,235,0,110,0,353,0,165,2,110,0,165,6,86,1,129,3,140,0,210,428,140,44,210
12290,999.99,999.99,999.99,999.99,69.84,69.84,222.89,157.07,39.17,178.01,999.99,999.99,999.99,0,180,0,83,1,270,0,125,0,102,1,153,0,86,1,129,3,185,13,280,3,185,12,280
12291,999.99,999.99,999.99,999.99,46.45,46.45,43.67,171.27,12.83,183.98,64.80,57.59,999.99,1,180,0,83,1,270,0,125,0,102,0,153,3,102,4,153,0,185,0,280,61,185,86,280
12292,999.99,999.99,999.99,999.99,999.99,999.99,2.77,3.12,7.03,3.14,7.74,7.69,999.99,0,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,140,0,210,1,140,1,210
12293,999.99,999.99,999.99,999.99,999.99,999.99,42.29,62.73,22.70,75.16,53.97,64.47,999.99,0,180,0,83,2,270,0,125,0,102,0,153,0,86,2,129,0,140,4,210,0,140,1,210
12294,5.37,4.77,5.00,3.23,3.23,3.66,2.36,5.68,2.26,3.70,4.19,6.17,999.99,15,235,1,110,8,353,0,165,0,86,0,129,3,86,1,129,0,185,0,280,0,185,0,280
12295,999.99,999.99,999.99,999.99,999.99,999.99,29.15,44.93,8.17,56.16,56.36,22.93,999.99,1,180,0,83,5,270,1,125,1,86,2,129,1,110,6,165,40,185,109,280,1,185,7,280
12296,999.99,999.99,999.99,999.99,999.99,999.99,37.87,181.98,12.32,227.31,62.16,45.54,999.99,0,235,0,110,1,353,0,165,0,110,0,165,0,102,0,153,0,185,0,280,0,185,0,280
12297,999.99,172.55,172.55,4.33,2.70,2.73,21.15,26.60,2.90,14.58,22.97,40.82,999.99,3,180,0,83,4,270,0,125,0,102,0,153,4,102,5,153,0,140,0,210,51,140,60,210
12298,999.99,999.99,999.99,3.46,3.46,4.80,15.62,8.74,1.58,3.67,12.12,2.25,999.99,0,235,0,110,5,353,1,165,0,102,0,153,0,102,0,153,0,140,0,210,0,140,0,210
12299,999.99,999.99,999.99,999.99,999.99,999.99,53.69,128.42,21.11,166.51,78.56,68.06,999.99,1,180,0,83,1,270,0,125,0,102,1,153,1,102,2,153,0,185,5,280,31,185,72,280
12300,999.99,999.99,999.99,999.99,999.99,999.99,51.87,156.64,17.67,148.53,88.77,43.05,999.99,1,180,0,83,0,270,0,125,0,102,0,153,1,86,0,129,0,185,0,280,7,185,0,280
12301,999.99,999.99,999.99,999.99,8.59,8.59,44.18,97.41,8.65,97.41,57.08,41.08,999.99,2,180,0,83,1,270,0,125,4,86,3,129,5,86,4,129,66,140,52,210,17,140,13,210
12302,999.99,999.99,999.99,999.99,6.48,6.48,69.87,261.41,7.68,310.83,999.99,65.93,999.99,1,180,0,83,2,270,0,125,1,94,5,141,2,110,6,165,3,185,12,280,3,185,8,280
12303,999.99,999.99,999.99,999.99,999.99,999.99,41.15,20.97,16.87,20.53,28.72,14.19,999.99,35,235,2,110,45,353,3,165,63,102,108,153,634,110,845,165,178,185,305,280,2517,185,3356,280
12304,999.99,999.99,999.99,999.99,999.99,999.99,14.10,64.91,6.99,56.51,25.28,24.89,999.99,2,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,185,0,280,1,185,0,280
12305,999.99,999.99,999.99,999.99,999.99,999.99,65.49,306.10,17.07,337.44,89.42,86.34,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,185,0,280,0,185,0,280
12306,999.99,999.99,999.99,999.99,999.99,999.99,16.80,140.15,5.97,108.83,30.01,17.17,999.99,5,235,1,110,1,353,0,165,0,86,0,129,8,102,0,153,0,140,0,210,106,140,0,210
12307,999.99,999.99,999.99,999.99,999.99,999.99,51.87,156.64,17.67,148.53,88.77,43.05,999.99,1,180,0,83,0,270,0,125,0,102,0,153,1,86,0,129,0,185,0,280,7,185,0,280
12308,999.99,999.99,999.99,999.99,999.99,999.99,49.91,64.77,10.59,64.04,999.99,86.79,999.99,0,180,0,83,0,270,0,125,0,86,0,129,0,102,0,153,0,185,0,280,2,185,1,280
12310,999.99,510.43,510.43,999.99,1.20,1.20,64.87,31.02,8.47,33.29,999.99,45.45,999.99,2,180,0,83,5,270,0,125,0,86,0,129,0,94,1,141,0,185,0,280,0,185,0,280
12311,999.99,7.70,7.70,2.72,1.77,1.91,8.40,148.10,2.87,44.49,25.59,25.63,999.99,18,180,1,83,10,270,1,125,0,102,0,153,20,102,9,153,0,140,0,210,345,140,155,210
12312,999.99,999.99,999.99,999.99,999.99,999.99,26.04,67.35,11.96,42.77,61.69,70.74,999.99,5,235,0,110,0,353,0,165,0,102,0,153,3,86,0,129,0,185,0,280,25,185,0,280
12314,999.99,999.99,999.99,999.99,4.13,4.13,36.10,237.90,8.37,251.90,70.63,35.29,999.99,3,235,0,110,3,353,0,165,1,102,3,153,15,102,14,153,3,140,6,210,105,140,98,210
12315,999.99,999.99,999.99,999.99,48.63,48.63,294.97,47.06,16.49,52.93,999.99,52.67,999.99,0,235,0,110,1,353,0,165,0,102,1,153,0,86,2,129,0,185,11,280,0,185,13,280
12316,999.99,999.99,999.99,999.99,999.99,999.99,169.91,46.81,14.59,41.22,999.99,48.25,999.99,0,180,0,83,0,270,0,125,0,86,0,129,0,102,0,153,0,185,0,280,0,185,0,280
12317,999.99,999.99,999.99,999.99,999.99,999.99,18.34,86.17,7.39,64.95,29.82,26.17,999.99,2,235,0,110,0,353,0,165,0,86,0,129,8,94,0,141,0,140,0,210,70,140,0,210
12318,999.99,999.99,999.99,999.99,999.99,999.99,21.57,130.89,14.11,88.97,74.28,999.99,999.99,2,180,0,83,0,270,0,125,1,102,0,153,6,110,0,165,4,140,0,210,4,140,0,210
12319,999.99,999.99,999.99,999.99,999.99,999.99,51.62,28.69,10.64,31.79,69.82,999.99,999.99,0,180,0,83,0,270,0,125,0,110,0,165,0,86,0,129,0,140,0,210,0,140,1,210
12320,999.99,999.99,999.99,999.99,999.99,999.99,64.14,40.89,6.62,31.17,999.99,19.83,999.99,1,180,0,83,0,270,0,125,0,110,0,165,2,102,0,153,1,185,0,280,26,185,0,280
12321,999.99,90.89,90.89,999.99,2.42,2.42,57.45,39.32,8.50,39.80,999.99,999.99,999.99,5,180,0,83,4,270,0,125,0,102,0,153,2,86,2,129,0,185,0,280,13,185,11,280
12322,999.99,90.89,90.89,999.99,2.42,2.42,57.45,39.32,8.50,39.80,999.99,999.99,999.99,5,180,0,83,4,270,0,125,0,102,0,153,2,86,2,129,0,185,0,280,13,185,11,280
12324,999.99,999.99,999.99,999.99,999.99,999.99,61.73,507.76,56.39,443.63,999.99,999.99,999.99,3,235,0,110,0,353,0,165,0,86,0,129,9,94,0,141,3,185,0,280,11,185,0,280
12325,999.99,999.99,999.99,999.99,999.99,999.99,14.64,65.37,11.25,51.92,34.39,54.56,999.99,5,235,0,110,0,353,0,165,0,94,0,141,1,86,0,129,0,140,0,210,4,140,0,210
12326,999.99,999.99,999.99,999.99,999.99,999.99,7.33,18.27,4.03,17.97,9.46,34.82,999.99,1,235,0,110,0,353,0,165,0,86,0,129,0,102,0,153,0,140,0,210,0,140,0,210
12327,999.99,999.99,999.99,999.99,999.99,999.99,199.07,121.43,18.38,103.63,999.99,999.99,999.99,0,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
12328,999.99,999.99,999.99,999.99,999.99,999.99,4.11,4.76,2.87,5.68,4.99,3.59,999.99,0,180,0,83,0,270,0,125,0,102,0,153,0,86,0,129,0,185,0,280,0,185,0,280
12329,999.99,151.81,151.81,999.99,2.77,2.77,30.83,121.10,8.25,126.45,51.63,44.26,999.99,7,180,0,83,9,270,1,125,0,86,0,129,3,94,5,141,0,185,0,280,11,185,15,280
12330,999.99,999.99,999.99,999.99,14.05,14.05,24.43,24.00,7.70,24.42,49.91,33.37,999.99,1,180,0,83,1,270,0,125,1,102,2,153,3,86,3,129,8,140,22,210,49,140,53,210
12331,999.99,999.99,999.99,3.56,3.56,10.73,24.08,77.95,1.32,4.74,43.83,1.42,999.99,1,235,0,110,2,353,0,165,0,86,0,129,0,86,1,129,0,140,0,210,1,140,5,210
12332,999.99,999.99,999.99,999.99,999.99,999.99,38.61,87.07,17.01,63.16,53.20,59.69,999.99,4,235,0,110,0,353,0,165,2,86,0,129,3,86,0,129,4,185,0,280,14,185,0,280
12333,999.99,999.99,999.99,999.99,999.99,999.99,65.92,220.88,14.70,186.19,999.99,64.94,999.99,3,180,0,83,1,270,0,125,0,102,0,153,1,102,0,153,0,185,0,280,7,185,0,280
12334,999.99,999.99,999.99,999.99,999.99,999.99,13.63,34.01,4.32,29.06,27.96,16.68,999.99,3,235,0,110,0,353,0,165,15,110,0,165,15,86,0,129,51,140,0,210,52,140,0,210
12335,999.99,999.99,999.99,999.99,999.99,999.99,13.63,34.01,4.32,29.06,27.96,16.68,999.99,3,235,0,110,0,353,0,165,15,110,0,165,15,86,0,129,51,140,0,210,52,140,0,210
12337,999.99,1.79,1.80,999.99,4.97,4.97,10.63,461.21,17.78,385.04,26.78,18.77,999.99,22,180,1,83,42,270,4,125,0,86,0,129,28,102,49,153,0,185,0,280,589,185,1009,280
12338,999.99,18.85,18.85,999.99,2.21,2.21,24.99,27.70,9.58,28.54,30.84,18.23,999.99,173,235,6,110,211,353,8,165,246,86,315,129,9,86,16,129,5677,185,7261,280,78,185,145,280
12339,999.99,314.37,314.37,999.99,3.12,3.12,13.16,17.99,4.13,17.25,20.23,19.25,999.99,19,180,0,83,12,270,0,125,0,86,0,129,12,86,7,129,0,140,0,210,72,140,45,210
12341,999.99,999.99,999.99,999.99,999.99,999.99,47.22,45.29,9.50,44.33,91.22,999.99,999.99,1,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,185,0,280,2,185,0,280
12343,999.99,999.99,999.99,999.99,999.99,999.99,14.89,39.56,12.03,41.16,30.34,27.44,999.99,1,235,0,110,1,353,0,165,0,86,0,129,0,102,0,153,0,185,0,280,1,185,3,280
12344,999.99,999.99,999.99,999.99,999.99,999.99,39.44,52.34,14.85,51.31,56.08,93.35,999.99,0,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
12346,999.99,46.01,46.01,14.70,6.70,6.70,6.92,11.82,2.56,9.45,8.31,8.26,999.99,4,180,0,83,2,270,0,125,1,102,1,153,3,110,2,165,8,185,5,280,3,185,2,280
12347,999.99,19.62,19.62,999.99,3.87,3.87,3.28,4.52,3.38,3.68,6.76,11.76,999.99,10,235,0,110,1,353,0,165,0,86,0,129,1,86,0,129,0,140,0,210,15,140,0,210
12348,999.99,17.89,17.89,1.87,1.73,1.73,14.36,23.55,3.27,8.87,14.48,12.78,999.99,26,235,1,110,23,353,1,165,0,86,0,129,7,102,7,153,0,140,0,210,84,140,78,210
12349,999.99,999.99,999.99,999.99,999.99,999.99,50.55,163.18,14.37,153.22,78.29,999.99,999.99,0,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,1,140,0,210,3,140,0,210
12350,999.99,999.99,999.99,999.99,24.72,24.72,44.42,33.55,11.12,35.02,999.99,999.99,999.99,1,180,0,83,1,270,0,125,0,86,0,129,0,86,0,129,0,185,0,280,0,185,1,280
12351,999.99,999.99,999.99,999.99,999.99,999.99,12.34,102.58,11.66,129.76,23.44,32.16,999.99,0,180,0,83,3,270,0,125,0,86,0,129,0,86,12,129,0,185,1,280,0,185,83,280
12352,999.99,999.99,999.99,999.99,999.99,999.99,21.70,35.13,5.40,27.11,91.27,27.63,999.99,1,180,0,83,0,270,0,125,0,102,0,153,1,86,0,129,0,140,0,210,3,140,0,210
12353,999.99,8.25,8.25,999.99,3.92,3.92,14.55,18.82,17.16,17.38,57.31,99.79,999.99,12,180,1,83,4,270,0,125,0,110,0,165,7,102,1,153,0,185,0,280,98,185,20,280
12354,999.99,999.99,999.99,999.99,14.65,14.65,24.12,345.93,15.42,320.54,55.94,71.69,999.99,7,235,0,110,3,353,0,165,0,110,0,165,1,102,0,153,0,185,0,280,3,185,1,280
12355,999.99,999.99,999.99,999.99,9.29,9.29,27.03,52.93,5.45,66.18,78.41,38.01,999.99,0,235,0,110,2,353,0,165,0,102,0,153,0,86,4,129,0,140,0,210,0,140,93,210
12356,999.99,999.99,999.99,999.99,999.99,999.99,40.45,485.35,10.63,446.30,77.72,36.08,999.99,3,235,0,110,1,353,0,165,9,102,1,153,11,102,2,153,146,140,18,210,99,140,16,210
12357,999.99,999.99,999.99,999.99,999.99,999.99,31.31,152.05,13.72,143.82,52.58,35.77,999.99,1,180,0,83,1,270,0,125,0,110,0,165,12,94,5,141,0,185,0,280,46,185,20,280
12358,999.99,999.99,999.99,999.99,999.99,999.99,20.51,19.14,16.21,16.06,85.49,999.99,999.99,1,180,0,83,0,270,0,125,0,86,0,129,0,102,0,153,0,185,0,280,1,185,0,280
12359,999.99,8.99,8.99,0.97,0.88,1.05,4.58,12.81,2.20,7.50,5.18,4.32,999.99,30,235,1,110,28,353,2,165,26,102,36,153,80,86,68,129,567,185,777,280,1394,185,1195,280
12360,999.99,999.99,999.99,999.99,999.99,999.99,18.04,160.08,20.12,143.09,29.46,43.70,999.99,24,180,1,83,6,270,0,125,0,86,0,129,1,102,0,153,0,185,0,280,11,185,2,280
12361,999.99,999.99,999.99,999.99,999.99,999.99,555.45,57.79,10.29,69.48,999.99,999.99,999.99,0,180,0,83,1,270,0,125,0,102,0,153,0,102,1,153,0,140,1,210,0,140,4,210
12362,999.99,999.99,999.99,999.99,5.27,5.27,42.80,71.31,9.72,80.68,999.99,96.78,999.99,1,235,0,110,4,353,0,165,0,86,0,129,3,86,7,129,0,140,3,210,36,140,87,210
12363,999.99,18.15,18.15,999.99,4.20,4.20,18.45,209.52,9.82,207.08,35.65,33.51,999.99,5,180,0,83,4,270,0,125,0,110,0,165,4,102,3,153,0,140,0,210,27,140,20,210
12364,999.99,999.99,999.99,999.99,255.99,255.99,16.08,41.72,15.14,36.53,30.61,53.69,999.99,13,235,1,110,4,353,0,165,0,110,0,165,14,102,2,153,0,185,0,280,12,185,2,280
12365,999.99,999.99,999.99,999.99,4.97,4.97,13.86,90.19,4.39,99.29,22.41,11.05,999.99,2,180,0,83,2,270,0,125,10,86,18,129,11,110,16,165,61,185,113,280,29,185,44,280
12366,999.99,999.99,999.99,999.99,999.99,999.99,61.30,430.95,22.71,484.23,999.99,53.63,999.99,0,180,0,83,0,270,0,125,0,102,0,153,0,86,0,129,0,140,0,210,0,140,0,210
12367,999.99,999.99,999.99,999.99,999.99,999.99,61.30,430.95,22.71,484.23,999.99,53.63,999.99,0,180,0,83,0,270,0,125,0,102,0,153,0,86,0,129,0,140,0,210,0,140,0,210
12368,999.99,999.99,999.99,999.99,999.99,999.99,55.74,64.96,22.43,53.52,999.99,57.34,999.99,3,180,0,83,0,270,0,125,0,86,0,129,2,102,0,153,0,185,0,280,89,185,1,280
12369,999.99,999.99,999.99,999.99,999.99,999.99,62.76,131.23,24.34,155.53,999.99,999.99,999.99,0,180,0,83,1,270,0,125,0,102,0,153,0,102,0,153,0,185,0,280,0,185,4,280
12370,999.99,41.29,41.29,999.99,7.36,8.35,18.74,350.78,8.92,350.78,82.83,27.48,999.99,6,180,0,83,5,270,0,125,8,86,8,129,12,86,9,129,54,185,53,280,62,185,44,280
12371,999.99,999.99,999.99,999.99,999.99,999.99,121.49,119.94,6.89,101.33,999.99,21.76,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,86,0,129,0,140,0,210,0,140,0,210
12372,999.99,999.99,999.99,999.99,4.89,4.89,67.56,4.54,4.58,4.67,19.00,9.00,999.99,1,180,0,83,3,270,0,125,0,94,0,141,0,86,1,129,0,140,0,210,0,140,1,210
12373,999.99,999.99,999.99,999.99,17.77,17.77,221.22,113.98,22.83,149.00,999.99,63.29,999.99,0,235,0,110,3,353,0,165,0,86,3,129,4,110,23,165,2,185,50,280,12,185,75,280
12374,999.99,130.99,130.99,317.79,9.13,9.13,33.02,189.99,6.61,191.46,34.71,20.26,999.99,6,180,0,83,6,270,0,125,0,102,0,153,1,86,1,129,0,185,0,280,12,185,12,280
12375,999.99,999.99,999.99,999.99,999.99,999.99,23.77,33.21,14.05,34.66,42.83,78.15,999.99,1,180,0,83,0,270,0,125,0,102,0,153,0,102,0,153,0,185,0,280,0,185,11,280
12376,999.99,999.99,999.99,999.99,5.88,5.88,73.48,107.92,4.07,124.93,999.99,46.39,999.99,0,235,0,110,1,353,0,165,0,94,1,141,0,86,4,129,0,140,0,210,5,140,62,210
12377,999.99,999.99,999.99,999.99,5.88,5.88,73.48,107.92,4.07,124.93,999.99,46.39,999.99,0,235,0,110,1,353,0,165,0,94,1,141,0,86,4,129,0,140,0,210,5,140,62,210
12378,999.99,0.93,0.93,999.99,1.49,1.49,3.73,9.54,5.63,8.07,20.25,30.42,999.99,37,180,2,83,67,270,4,125,40,102,73,153,113,110,257,165,380,185,696,280,21,185,48,280
12379,999.99,999.99,999.99,999.99,208.66,208.66,10.07,18.47,7.68,19.15,20.67,35.38,999.99,0,235,0,110,0,353,0,165,0,110,0,165,0,102,0,153,0,140,0,210,1,140,1,210
12381,999.99,69.19,69.19,999.99,3.29,3.29,10.50,31.73,5.18,34.25,34.17,26.87,999.99,8,235,0,110,10,353,1,165,0,102,0,153,4,86,5,129,0,140,0,210,5,140,7,210
12382,999.99,999.99,999.99,999.99,3.35,3.35,17.05,29.51,6.77,28.10,41.72,29.18,999.99,3,180,0,83,16,270,2,125,7,86,52,129,14,102,55,153,69,185,511,280,14,185,55,280
12384,999.99,999.99,999.99,999.99,999.99,999.99,27.47,171.62,33.54,160.48,45.85,39.15,999.99,11,235,1,110,11,353,1,165,0,110,0,165,11,102,13,153,0,185,0,280,254,185,310,280
12385,999.99,999.99,999.99,999.99,999.99,999.99,30.19,119.87,19.29,162.18,49.93,68.56,999.99,0,180,0,83,0,270,0,125,0,102,0,153,0,102,0,153,0,185,0,280,0,185,1,280
12386,999.99,999.99,6840.92,13.89,6.52,6.65,235.44,400.92,4.81,395.78,999.99,41.06,999.99,1,235,0,110,4,353,0,165,0,86,3,129,2,102,10,153,0,140,55,210,31,140,183,210
12387,999.99,999.99,999.99,999.99,19.29,19.29,58.68,54.20,9.19,56.47,98.16,46.45,999.99,2,180,0,83,2,270,0,125,6,94,8,141,7,94,10,141,8,140,11,210,52,140,68,210
12388,999.99,4.74,4.74,999.99,1.68,1.68,11.22,67.79,6.70,63.14,32.20,19.27,999.99,25,180,2,83,47,270,3,125,0,94,15,141,108,110,209,165,0,140,6,210,456,140,880,210
12389,999.99,3.88,4.34,10.72,2.57,3.16,4.60,7.91,4.35,6.18,13.10,25.35,999.99,43,235,3,110,10,353,1,165,0,86,0,129,50,94,10,141,0,140,0,210,127,140,24,210
12390,999.99,3.53,3.53,999.99,4.03,4.03,4.47,29.05,3.78,29.97,10.77,9.64,999.99,8,180,0,83,8,270,1,125,0,102,0,153,0,86,0,129,0,185,0,280,0,185,0,280
12391,999.99,16.45,16.45,999.99,10.59,10.59,20.72,146.75,15.07,148.99,82.02,66.26,999.99,4,180,0,83,4,270,0,125,0,86,0,129,3,102,3,153,0,185,0,280,56,185,49,280
12392,999.99,999.99,999.99,11.06,3.27,3.91,56.95,8.26,1.91,5.62,82.80,13.18,999.99,0,180,0,83,2,270,0,125,0,102,0,153,0,86,5,129,0,185,0,280,4,185,130,280
12393,4.22,3.05,3.05,1.23,1.13,1.13,8.33,32.59,4.61,14.80,9.93,2.89,999.99,54,235,2,110,157,353,9,165,0,86,1,129,38,102,139,153,0,140,3,210,79,140,293,210
12394,999.99,999.99,999.99,7.48,0.89,0.89,13.00,84.26,5.60,73.54,9.29,6.49,999.99,55,180,5,83,72,270,7,125,24,110,53,165,142,102,197,153,3,140,7,210,1129,140,1566,210
12395,999.99,999.99,999.99,999.99,999.99,999.99,33.43,60.39,14.84,56.88,999.99,69.09,999.99,0,235,0,110,0,353,0,165,0,86,0,129,0,102,0,153,0,185,0,280,0,185,0,280
12396,999.99,999.99,999.99,999.99,999.99,999.99,51.79,168.23,10.97,158.24,83.23,48.64,999.99,1,180,0,83,2,270,0,125,0,102,0,153,1,86,0,129,0,185,0,280,1,185,0,280
12397,999.99,999.99,999.99,999.99,6.28,6.28,22.69,47.88,7.79,46.29,88.11,45.87,999.99,11,180,1,83,7,270,1,125,8,86,5,129,86,102,55,153,228,140,143,210,1891,140,1207,210
12399,999.99,999.99,999.99,999.99,6.28,6.28,22.69,47.88,7.79,46.29,88.11,45.87,999.99,11,180,1,83,7,270,1,125,8,86,5,129,86,102,55,153,228,140,143,210,1891,140,1207,210
12401,999.99,999.99,999.99,999.99,999.99,999.99,29.78,613.07,14.92,466.76,67.85,67.76,999.99,25,235,1,110,0,353,0,165,0,102,0,153,8,102,0,153,0,185,0,280,91,185,0,280
12402,999.99,38.89,38.89,999.99,0.95,0.95,14.68,31.83,4.12,38.03,28.22,16.39,999.99,12,180,1,83,22,270,1,125,8,86,42,129,37,110,63,165,165,140,896,210,99,140,171,210
12403,999.99,999.99,999.99,999.99,999.99,999.99,37.48,45.55,35.07,63.71,54.28,999.99,999.99,0,180,0,83,2,270,0,125,0,102,0,153,0,102,2,153,0,185,0,280,0,185,96,280
12404,999.99,999.99,999.99,999.99,999.99,999.99,9.35,32.00,8.14,30.71,22.33,22.56,999.99,4,235,0,110,3,353,0,165,0,110,0,165,2,86,1,129,0,185,0,280,4,185,2,280
12405,999.99,7.22,7.22,999.99,1.87,1.87,6.99,10.46,5.49,9.23,15.11,37.98,999.99,8,235,1,110,1,353,0,165,4,86,0,129,17,102,2,153,114,140,0,210,258,140,34,210
12406,999.99,252.24,252.24,6.23,5.71,5.71,18.16,21.31,2.68,12.57,36.28,9.08,999.99,3,180,0,83,2,270,0,125,9,94,13,141,9,86,8,129,61,140,84,210,51,140,44,210
12408,999.99,999.99,999.99,999.99,999.99,999.99,62.69,30.25,7.43,30.72,999.99,69.79,999.99,0,180,0,83,0,270,0,125,0,102,0,153,0,94,0,141,0,185,0,280,0,185,0,280
12409,999.99,999.99,999.99,999.99,4.95,4.95,59.84,56.28,8.10,56.28,59.25,49.22,999.99,1,180,0,83,1,270,0,125,1,102,0,153,3,86,2,129,3,140,3,210,47,140,35,210
12410,999.99,999.99,999.99,999.99,15.59,15.59,24.71,16.32,7.24,21.61,27.45,12.72,999.99,3,235,0,110,19,353,1,165,0,86,0,129,1,86,9,129,0,185,0,280,1,185,14,280
12411,999.99,999.99,999.99,331.82,16.58,16.58,80.53,308.55,8.80,277.85,66.35,70.56,999.99,1,180,0,83,0,270,0,125,0,86,0,129,3,110,1,165,12,185,5,280,32,185,8,280
12412,999.99,999.99,999.99,331.82,16.58,16.58,80.53,308.55,8.80,277.85,66.35,70.56,999.99,1,180,0,83,0,270,0,125,0,86,0,129,3,110,1,165,12,185,5,280,32,185,8,280
12414,999.99,999.99,999.99,999.99,6.02,6.02,26.11,235.55,9.70,249.36,56.45,31.53,999.99,5,180,0,83,7,270,0,125,0,102,0,153,3,102,5,153,0,140,0,210,83,140,121,210
12415,999.99,999.99,999.99,45.65,12.90,12.90,48.36,20.08,4.40,21.13,85.40,25.65,999.99,2,235,0,110,6,353,0,165,0,102,1,153,1,86,3,129,0,140,10,210,2,140,7,210
12416,999.99,999.99,999.99,999.99,40.64,40.64,45.77,127.47,20.00,129.85,999.99,999.99,999.99,3,235,0,110,3,353,0,165,0,102,0,153,1,102,1,153,0,185,0,280,1,185,1,280
12417,999.99,999.99,999.99,999.99,999.99,999.99,16.96,29.14,9.99,28.61,30.80,32.27,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,140,0,210,0,140,0,210
12418,999.99,999.99,999.99,999.99,999.99,999.99,35.09,51.08,5.56,54.39,53.80,39.15,999.99,1,180,0,83,2,270,0,125,0,86,0,129,1,102,2,153,0,140,0,210,2,140,4,210
12419,999.99,86.93,86.93,10.64,6.66,6.66,13.94,230.56,3.92,130.75,8.66,5.37,999.99,3,235,0,110,1,353,0,165,0,102,0,153,0,94,0,141,0,140,0,210,0,140,0,210
12420,999.99,999.99,999.99,999.99,9.51,9.51,330.38,81.87,22.86,88.17,999.99,999.99,999.99,1,235,0,110,1,353,0,165,1,94,2,141,2,110,5,165,2,140,6,210,6,140,16,210
