No,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,c1,c2,d1,e1_0,e1_1,e2_0,e2_1,e3_0,e3_1,e4_0,e4_1,e5_0,e5_1,e6_0,e6_1,e7_0,e7_1,e8_0,e8_1,e9_0,e9_1,e10_0,e10_1,e11_0,e11_1,e12_0,e12_1
930,999.99,999.99,999.99,999.99,999.99,999.99,28.63,639.07,78.09,501.00,999.99,999.99,1.94,7,180,1,83,1,270,0,125,0,86,0,129,14,102,0,153,0,140,0,210,136,140,4,210
931,999.99,999.99,999.99,999.99,999.99,999.99,42.29,742.08,7.97,435.20,999.99,27.62,26.92,1,180,0,83,0,270,0,125,0,102,0,153,0,102,0,153,0,140,0,210,0,140,0,210
932,999.99,999.99,1150.39,999.99,16.67,16.67,35.32,22.33,8.93,20.15,999.99,999.99,15.00,2,180,0,83,0,270,0,125,0,86,0,129,3,86,0,129,0,140,0,210,69,140,7,210
933,999.99,10.93,10.93,2.80,2.80,3.22,6.15,53.32,2.88,11.13,13.60,9.72,2.36,43,180,2,83,63,270,3,125,0,86,0,129,11,102,19,153,0,185,0,280,210,185,365,280
934,999.99,14.90,14.90,6.37,1.89,1.90,6.08,11.32,2.24,7.29,10.13,6.14,6.55,7,180,1,83,86,270,6,125,0,110,4,165,6,86,81,129,0,185,15,280,93,185,1325,280
935,999.99,999.99,999.99,999.99,16.90,16.90,267.77,43.93,22.68,58.25,999.99,999.99,77.50,0,180,0,83,1,270,0,125,0,86,1,129,0,102,3,153,0,185,12,280,0,185,2,280
936,999.99,999.99,999.99,999.99,1.78,1.78,11.32,8.57,3.25,8.57,16.58,2.72,38.86,7,235,0,110,41,353,2,165,0,86,0,129,3,86,34,129,0,185,0,280,4,185,41,280
937,999.99,25.90,25.90,999.99,7.75,7.75,7.21,19.24,7.79,16.72,11.93,27.35,4.36,11,180,1,83,1,270,0,125,0,110,0,165,42,94,2,141,0,185,0,280,137,185,7,280
938,999.99,999.99,999.99,999.99,999.99,999.99,51.88,99.90,28.41,92.43,61.67,999.99,11.30,5,180,0,83,0,270,0,125,0,86,0,129,6,110,0,165,0,140,0,210,18,140,1,210
939,999.99,999.99,999.99,13.40,7.42,7.42,47.35,9.02,2.73,7.49,999.99,76.51,17.82,1,235,0,110,1,353,0,165,0,110,1,165,1,86,2,129,0,140,0,210,7,140,11,210
940,999.99,999.99,999.99,999.99,999.99,999.99,17.55,26.47,7.91,29.83,31.61,23.12,10.78,1,180,0,83,1,270,0,125,0,102,0,153,0,110,24,165,0,140,7,210,0,140,18,210
941,999.99,999.99,999.99,14.52,11.40,11.40,14.13,18.38,2.23,23.73,17.74,12.23,29.50,1,180,0,83,3,270,0,125,0,86,1,129,0,86,9,129,0,140,7,210,5,140,272,210
942,999.99,999.99,999.99,999.99,10.75,10.75,10.45,105.12,2.91,82.56,20.87,9.24,10.30,4,180,0,83,1,270,0,125,0,102,0,153,9,102,0,153,0,140,0,210,257,140,0,210
943,999.99,999.99,999.99,999.99,15.37,15.37,22.44,53.38,4.35,41.17,47.09,52.97,15.92,2,180,0,83,0,270,0,125,0,94,0,141,2,102,0,153,1,185,0,280,18,185,0,280
944,999.99,999.99,999.99,999.99,999.99,999.99,189.11,938.40,17.56,864.21,999.99,999.99,20.75,2,235,0,110,2,353,0,165,0,102,0,153,3,86,1,129,0,140,0,210,77,140,32,210
945,999.99,999.99,999.99,999.99,999.99,999.99,22.21,32.95,22.13,36.89,83.60,999.99,15.25,0,180,0,83,1,270,0,125,0,102,0,153,0,86,2,129,0,140,15,210,0,140,5,210
946,999.99,999.99,999.99,999.99,999.99,999.99,18.08,33.58,6.84,35.30,48.67,19.85,43.75,0,180,0,83,1,270,0,125,0,86,0,129,0,102,0,153,0,140,0,210,0,140,0,210
947,999.99,11.26,11.26,999.99,4.58,4.58,16.15,244.07,9.47,220.11,34.59,29.44,5.33,9,180,1,83,4,270,0,125,2,86,0,129,9,94,3,141,60,140,3,210,4,140,1,210
948,999.99,598.16,598.16,999.99,53.40,53.40,37.19,40.37,19.18,40.37,57.85,49.54,12.27,2,180,0,83,1,270,0,125,0,102,0,153,3,110,3,165,0,185,0,280,15,185,11,280
950,999.99,74.83,74.83,999.99,8.37,8.37,10.97,93.98,3.78,83.57,10.55,3.59,17.53,8,180,0,83,5,270,0,125,0,102,0,153,5,102,2,153,0,185,0,280,59,185,26,280
951,999.99,74.83,74.83,999.99,8.37,8.37,10.97,93.98,3.78,83.57,10.55,3.59,17.53,8,180,0,83,5,270,0,125,0,102,0,153,5,102,2,153,0,185,0,280,59,185,26,280
953,999.99,999.99,999.99,999.99,999.99,999.99,130.63,242.37,14.33,209.55,999.99,999.99,15.38,1,180,0,83,0,270,0,125,3,102,0,153,3,86,0,129,50,140,0,210,86,140,0,210
954,999.99,999.99,999.99,999.99,999.99,999.99,23.34,35.93,9.01,37.65,34.38,18.19,6.93,1,180,0,83,2,270,0,125,0,86,0,129,1,86,2,129,0,140,0,210,2,140,5,210
955,999.99,999.99,999.99,999.99,999.99,999.99,18.13,35.84,8.58,31.99,31.45,24.24,10.73,3,235,0,110,1,353,0,165,0,102,0,153,1,86,0,129,0,185,0,280,3,185,0,280
956,999.99,999.99,999.99,999.99,4.35,4.36,9.01,10.60,3.23,9.81,28.78,2.23,13.27,1,235,0,110,2,353,0,165,0,94,0,141,4,102,0,153,0,140,0,210,28,140,0,210
957,999.99,999.99,999.99,999.99,999.99,999.99,18.68,85.50,14.10,105.22,60.34,64.42,14.45,0,180,0,83,6,270,0,125,0,86,0,129,0,86,12,129,0,185,0,280,0,185,104,280
958,999.99,999.99,999.99,999.99,999.99,999.99,139.07,873.02,14.91,603.36,999.99,999.99,32.89,1,235,0,110,0,353,0,165,1,102,0,153,1,94,0,141,1,185,0,280,2,185,0,280
959,999.99,999.99,999.99,999.99,999.99,999.99,33.91,32.64,9.56,38.56,59.00,21.90,999.99,0,235,0,110,2,353,0,165,0,86,0,129,0,110,0,165,0,185,0,280,0,185,0,280
960,999.99,999.99,999.99,999.99,999.99,999.99,41.08,139.13,23.62,189.00,999.99,999.99,29.56,0,235,0,110,1,353,0,165,0,102,0,153,0,94,4,141,0,185,0,280,0,185,17,280
961,999.99,999.99,999.99,999.99,999.99,999.99,32.53,78.98,11.87,59.57,67.44,51.40,12.95,2,180,0,83,0,270,0,125,0,102,0,153,2,102,0,153,0,185,0,280,76,185,0,280
962,999.99,999.99,999.99,999.99,999.99,999.99,106.90,453.19,10.51,488.38,999.99,999.99,36.60,0,180,0,83,0,270,0,125,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
963,999.99,0.33,0.40,999.99,1.94,1.94,3.76,18.10,19.55,13.20,10.70,66.62,1.79,37,180,2,83,1,270,0,125,0,102,0,153,20,102,0,153,0,140,0,210,114,140,1,210
964,999.99,999.99,20082.18,20.21,8.90,8.99,244.19,40.08,5.01,32.78,999.99,99.99,33.00,0,180,0,83,0,270,0,125,0,86,0,129,0,86,0,129,0,140,0,210,19,140,0,210
965,999.99,63.50,63.50,999.99,3.56,4.43,11.02,120.63,3.44,125.56,19.56,10.83,5.73,45,180,1,83,41,270,1,125,0,102,0,153,20,102,24,153,0,185,0,280,257,185,307,280
966,999.99,999.99,999.99,999.99,3.07,3.07,45.81,10.76,5.69,12.71,16.51,7.27,35.60,51,180,2,83,62,270,3,125,9,86,13,129,52,86,60,129,152,185,223,280,300,185,345,280
967,999.99,999.99,999.99,999.99,11.42,11.42,34.19,99.01,6.78,100.83,52.49,68.99,30.80,1,235,0,110,1,353,0,165,2,86,2,129,2,86,1,129,60,185,49,280,7,185,5,280
968,999.99,999.99,999.99,999.99,999.99,999.99,37.36,135.96,16.41,157.25,999.99,82.79,11.61,3,235,0,110,3,353,0,165,0,102,0,153,5,86,14,129,0,185,0,280,46,185,138,280
969,999.99,999.99,999.99,999.99,999.99,999.99,67.27,999.99,68.88,999.99,999.99,999.99,7.82,2,235,0,110,0,353,0,165,4,86,1,129,15,102,4,153,16,185,4,280,142,185,39,280
970,999.99,999.99,999.99,999.99,999.99,999.99,65.96,646.57,22.62,595.49,999.99,999.99,30.90,1,180,0,83,0,270,0,125,0,102,0,153,1,110,0,165,8,185,0,280,2,185,0,280
971,999.99,999.99,999.99,999.99,999.99,999.99,28.46,265.53,24.04,196.13,50.18,67.95,8.96,1,235,0,110,0,353,0,165,3,110,0,165,5,110,0,165,5,140,0,210,15,140,0,210
972,999.99,999.99,999.99,999.99,999.99,999.99,49.47,92.65,8.50,114.85,999.99,28.87,8.30,1,180,0,83,3,270,0,125,0,86,2,129,2,110,15,165,0,140,8,210,1,140,9,210
973,999.99,999.99,999.99,999.99,999.99,999.99,23.79,31.68,14.48,28.08,88.73,85.14,12.06,0,180,0,83,0,270,0,125,0,102,0,153,1,110,0,165,0,140,0,210,0,140,0,210
974,999.99,999.99,999.99,999.99,999.99,999.99,27.84,59.20,10.23,60.32,57.57,25.57,16.90,1,235,0,110,1,353,0,165,0,86,0,129,2,86,3,129,0,185,0,280,113,185,149,280
975,999.99,999.99,999.99,999.99,999.99,999.99,13.61,20.05,5.44,16.75,29.74,6.12,20.87,2,235,0,110,4,353,0,165,1,102,0,153,3,102,0,153,22,185,0,280,19,185,0,280
976,999.99,999.99,999.99,999.99,999.99,999.99,61.62,235.74,16.58,227.52,78.99,62.18,8.40,2,180,0,83,1,270,0,125,0,94,0,141,1,102,0,153,0,185,0,280,3,185,1,280
977,999.99,999.99,999.99,999.99,999.99,999.99,9.70,20.85,7.22,15.13,16.47,17.06,8.45,0,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,185,0,280,0,185,0,280
978,999.99,661.91,661.91,999.99,15.91,15.91,86.66,318.90,24.17,322.12,999.99,999.99,20.00,2,180,0,83,1,270,0,125,1,86,0,129,1,102,1,153,3,140,2,210,9,140,7,210
979,999.99,999.99,999.99,2.57,2.54,2.54,37.17,16.00,3.63,4.45,40.52,7.98,4.48,9,235,0,110,52,353,2,165,0,110,0,165,2,86,14,129,0,140,0,210,2,140,16,210
980,999.99,999.99,999.99,127.31,9.29,9.29,33.44,24.91,7.11,25.47,38.02,23.22,6.57,0,180,0,83,1,270,0,125,0,86,0,129,1,102,8,153,0,185,4,280,11,185,91,280
981,999.99,999.99,999.99,999.99,3.57,3.57,39.78,59.95,4.20,72.22,76.15,16.54,17.20,0,180,0,83,7,270,0,125,0,102,0,153,0,110,11,165,0,185,0,280,0,185,11,280
982,999.99,999.99,999.99,999.99,999.99,999.99,34.61,70.58,21.66,63.57,86.27,999.99,5.55,1,180,0,83,0,270,0,125,4,94,1,141,7,102,1,153,2,185,0,280,177,185,32,280
983,999.99,999.99,999.99,999.99,999.99,999.99,39.01,804.76,18.24,788.73,62.20,44.93,6.95,2,235,0,110,1,353,0,165,1,102,1,153,5,86,3,129,1,140,0,210,36,140,25,210
984,999.99,999.99,999.99,999.99,19.76,19.76,22.34,29.09,4.79,23.35,46.59,73.42,9.00,1,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
985,999.99,999.99,999.99,999.99,999.99,999.99,30.39,42.31,6.30,43.21,87.53,43.15,57.80,0,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,140,0,210,0,140,0,210
986,999.99,999.99,999.99,999.99,999.99,999.99,11.59,9.77,4.11,9.36,35.17,20.21,14.50,0,235,0,110,0,353,0,165,0,102,0,153,0,86,0,129,0,185,0,280,0,185,0,280
987,999.99,999.99,999.99,999.99,999.99,999.99,87.19,40.29,16.44,52.03,999.99,49.62,130.00,0,235,0,110,0,353,0,165,0,86,1,129,0,102,1,153,0,185,9,280,0,185,4,280
988,999.99,999.99,999.99,999.99,14.33,28.41,3.98,3.45,1.85,2.93,2.88,1.21,22.88,1,180,0,83,5,270,1,125,0,86,0,129,0,102,0,153,0,185,0,280,0,185,0,280
989,999.99,999.99,999.99,999.99,999.99,999.99,5.83,14.41,2.12,13.58,10.37,3.53,9.00,0,180,0,83,15,270,1,125,0,102,0,153,0,86,0,129,0,185,0,280,0,185,0,280
990,999.99,999.99,999.99,999.99,33.80,33.80,5.18,2.73,2.46,3.45,4.47,4.23,58.60,0,180,0,83,0,270,0,125,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
991,999.99,999.99,999.99,999.99,999.99,999.99,112.55,8.84,7.34,6.75,999.99,15.27,86.75,0,180,0,83,0,270,0,125,0,110,0,165,1,86,0,129,1,185,0,280,7,185,0,280
992,999.99,1.25,1.25,999.99,1.97,1.97,4.71,21.32,13.15,17.49,17.17,999.99,1.02,24,180,1,83,1,270,0,125,0,94,0,141,42,102,1,153,0,140,0,210,502,140,11,210
993,999.99,999.99,999.99,999.99,2.09,2.09,47.88,136.76,9.24,159.89,86.69,22.61,12.87,16,180,1,83,51,270,4,125,0,94,0,141,10,86,32,129,0,140,0,210,162,140,518,210
994,999.99,117.96,117.96,12.56,10.53,10.78,16.61,128.21,4.27,78.68,41.23,37.35,4.45,7,180,1,83,5,270,0,125,0,102,0,153,1,86,0,129,0,140,0,210,1,140,0,210
995,999.99,999.99,999.99,999.99,19.95,19.95,101.56,23.12,6.96,24.92,999.99,999.99,74.00,0,180,0,83,0,270,0,125,0,102,0,153,0,102,1,153,0,140,0,210,2,140,20,210
996,999.99,999.99,999.99,999.99,999.99,999.99,10.96,33.13,12.24,25.80,15.03,26.39,6.68,3,180,0,83,0,270,0,125,6,94,0,141,11,102,0,153,9,185,0,280,156,185,0,280
997,999.99,999.99,999.99,999.99,42.18,42.18,88.27,25.99,4.76,33.63,999.99,15.97,269.00,0,235,0,110,1,353,0,165,0,102,3,153,0,102,3,153,0,185,11,280,2,185,31,280
998,999.99,999.99,999.99,999.99,999.99,999.99,18.32,188.44,35.35,164.37,65.55,999.99,4.80,6,180,0,83,0,270,0,125,0,86,0,129,2,86,0,129,0,185,0,280,5,185,0,280
999,999.99,999.99,999.99,11.31,9.96,9.96,8.44,12.29,2.48,6.39,13.71,34.16,5.23,3,235,0,110,0,353,0,165,0,86,0,129,1,102,0,153,0,185,0,280,5,185,0,280
1000,999.99,999.99,999.99,999.99,999.99,999.99,59.83,180.73,11.90,176.06,72.01,64.11,6.90,4,180,0,83,3,270,0,125,6,102,5,153,14,86,8,129,159,140,130,210,139,140,76,210
1001,999.99,999.99,999.99,999.99,999.99,999.99,53.88,182.56,11.38,207.11,999.99,98.89,32.00,1,235,0,110,3,353,0,165,0,110,0,165,1,94,5,141,0,140,0,210,1,140,10,210
1002,999.99,999.99,999.99,999.99,22.72,22.72,31.67,24.57,3.44,25.08,38.02,39.43,135.50,0,180,0,83,0,270,0,125,0,86,0,129,0,110,0,165,0,140,0,210,0,140,0,210
1003,999.99,999.99,999.99,999.99,999.99,999.99,8.39,33.57,3.64,54.32,17.68,11.36,7.75,0,180,0,83,2,270,0,125,0,102,0,153,0,86,7,129,0,140,0,210,0,140,135,210
1004,999.99,999.99,999.99,999.99,999.99,999.99,207.40,414.19,14.89,325.83,999.99,58.64,999.99,0,180,0,83,1,270,0,125,0,110,0,165,0,102,0,153,0,185,0,280,1,185,0,280
1005,999.99,999.99,999.99,999.99,999.99,999.99,65.03,648.47,28.65,795.54,999.99,999.99,21.90,2,235,0,110,1,353,0,165,0,86,0,129,0,102,0,153,0,185,0,280,0,185,1,280
1006,999.99,309.47,309.47,999.99,28.95,28.95,2.94,5.47,1.79,4.94,2.72,1.34,25.92,1,235,0,110,1,353,0,165,0,102,0,153,0,102,0,153,0,185,0,280,0,185,0,280
1007,999.99,999.99,999.99,999.99,999.99,999.99,38.89,43.10,14.10,53.35,30.81,32.03,33.33,3,180,0,83,2,270,0,125,0,102,0,153,0,102,1,153,0,185,0,280,0,185,22,280
1008,999.99,60.16,60.16,999.99,5.04,5.04,40.98,271.35,9.66,247.37,70.52,71.26,10.33,25,180,1,83,13,270,1,125,0,86,0,129,56,86,30,129,0,185,3,280,865,185,458,280
1009,999.99,999.99,2840.13,999.99,3.01,3.01,26.17,11.38,4.92,12.05,49.07,40.06,7.50,7,180,0,83,14,270,1,125,0,86,0,129,1,102,1,153,0,140,0,210,3,140,7,210
1010,999.99,118.41,118.41,999.99,8.43,8.43,34.40,33.25,11.01,27.06,999.99,999.99,16.31,4,180,0,83,1,270,0,125,0,102,0,153,8,102,1,153,0,140,0,210,32,140,4,210
1011,999.99,999.99,999.99,999.99,2.65,2.65,36.17,19.34,3.58,23.86,48.32,15.15,16.15,1,180,0,83,6,270,1,125,0,86,3,129,1,86,14,129,0,140,45,210,3,140,74,210
1012,999.99,999.99,999.99,999.99,29.73,29.73,34.82,135.79,11.13,145.84,42.00,38.15,5.92,3,180,0,83,4,270,0,125,0,86,0,129,0,102,1,153,0,140,0,210,1,140,1,210
1013,999.99,999.99,999.99,999.99,6.59,6.59,42.04,53.00,6.37,55.54,65.35,30.67,25.13,0,235,0,110,1,353,0,165,0,110,0,165,0,86,3,129,0,140,0,210,3,140,21,210
1014,999.99,999.99,999.99,999.99,999.99,999.99,26.11,21.97,5.61,20.52,50.85,13.34,91.33,0,235,0,110,0,353,0,165,0,110,0,165,0,102,0,153,0,140,0,210,0,140,0,210
1015,999.99,999.99,999.99,999.99,143.50,143.50,11.47,25.75,5.76,25.75,15.85,11.75,11.56,1,180,0,83,1,270,0,125,0,102,0,153,3,94,2,141,0,185,1,280,11,185,8,280
1016,999.99,999.99,999.99,999.99,30.61,30.61,38.89,133.49,16.19,97.20,53.98,999.99,10.88,2,235,0,110,0,353,0,165,4,102,0,153,5,94,0,141,51,185,1,280,2,185,0,280
1017,999.99,999.99,999.99,999.99,23.62,23.62,72.91,478.09,21.79,424.97,999.99,999.99,14.59,2,235,0,110,1,353,0,165,1,86,0,129,3,102,1,153,29,185,8,280,76,185,24,280
1018,999.99,999.99,999.99,999.99,999.99,999.99,42.42,15.91,11.56,14.09,66.22,38.50,18.50,0,235,0,110,0,353,0,165,0,102,0,153,0,102,0,153,0,185,0,280,5,185,0,280
1019,999.99,999.99,999.99,999.99,5.05,5.05,63.67,27.22,3.33,25.56,84.97,16.23,35.00,1,180,0,83,1,270,0,125,0,86,0,129,0,86,0,129,0,140,0,210,3,140,0,210
1020,999.99,367.09,367.09,1.86,1.85,3.51,18.10,55.07,2.25,9.53,38.03,1.10,8.00,3,235,0,110,7,353,1,165,0,110,0,165,5,102,0,153,0,140,0,210,28,140,0,210
1021,999.99,999.99,999.99,999.99,999.99,999.99,21.85,10.47,6.90,11.97,42.72,48.04,106.67,0,180,0,83,0,270,0,125,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
1022,999.99,999.99,999.99,999.99,999.99,999.99,26.65,41.09,4.58,38.39,51.83,13.95,22.60,0,180,0,83,7,270,1,125,0,86,0,129,0,102,0,153,0,185,0,280,0,185,0,280
1023,999.99,999.99,999.99,999.99,999.99,999.99,18.08,94.67,15.16,124.46,31.75,40.77,33.50,0,180,0,83,0,270,0,125,0,102,0,153,0,86,0,129,0,185,0,280,0,185,0,280
1024,999.99,999.99,999.99,999.99,999.99,999.99,88.84,999.99,92.06,999.99,999.99,999.99,20.23,8,180,0,83,1,270,0,125,0,86,0,129,2,102,0,153,0,185,0,280,3,185,0,280
1025,999.99,129.44,129.44,999.99,3.28,3.28,77.87,72.49,10.97,63.58,999.99,48.67,6.95,3,180,0,83,26,270,2,125,3,110,39,165,16,86,84,129,9,185,105,280,145,185,759,280
1026,999.99,9.99,9.99,999.99,1.54,1.54,15.55,129.14,8.01,133.71,55.97,47.42,3.65,28,235,2,110,27,353,2,165,0,110,1,165,119,102,131,153,0,140,0,210,522,140,575,210
1027,999.99,999.99,999.99,999.99,999.99,999.99,107.90,101.55,25.85,120.83,999.99,999.99,59.00,0,235,0,110,1,353,0,165,0,86,0,129,0,102,6,153,0,185,4,280,6,185,166,280
1028,999.99,999.99,999.99,999.99,999.99,999.99,29.72,47.15,11.74,46.05,42.84,38.08,25.33,0,180,0,83,0,270,0,125,0,110,0,165,0,102,0,153,0,185,0,280,0,185,0,280
1029,999.99,999.99,999.99,999.99,2.27,2.27,14.22,10.77,3.38,11.52,21.77,14.14,29.90,4,180,0,83,10,270,2,125,7,86,23,129,13,102,45,153,58,185,187,280,42,185,149,280
1030,999.99,999.99,999.99,999.99,999.99,999.99,26.11,21.97,5.61,20.52,50.85,13.34,91.33,0,235,0,110,0,353,0,165,0,110,0,165,0,102,0,153,0,140,0,210,0,140,0,210
1032,999.99,999.99,999.99,999.99,252.87,252.87,7.73,31.13,2.40,32.71,12.69,3.65,11.57,0,180,0,83,12,270,1,125,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
1033,999.99,999.99,999.99,999.99,999.99,999.99,26.11,21.97,5.61,20.52,50.85,13.34,91.33,0,235,0,110,0,353,0,165,0,110,0,165,0,102,0,153,0,140,0,210,0,140,0,210
1034,999.99,999.99,999.99,999.99,999.99,999.99,23.41,30.51,14.45,27.54,43.66,66.93,3.97,8,235,0,110,2,353,0,165,0,102,0,153,2,102,0,153,0,185,0,280,3,185,1,280
1035,999.99,171.64,171.64,999.99,14.87,14.87,19.67,68.04,10.39,66.76,33.10,29.47,3.56,6,180,0,83,4,270,0,125,2,94,2,141,10,86,6,129,3,185,3,280,25,185,16,280
1036,999.99,171.64,171.64,999.99,14.87,14.87,19.67,68.04,10.39,66.76,33.10,29.47,3.56,6,180,0,83,4,270,0,125,2,94,2,141,10,86,6,129,3,185,3,280,25,185,16,280
1037,999.99,999.99,999.99,999.99,2.19,2.19,27.07,220.05,7.01,228.23,999.99,67.79,3.76,6,235,0,110,3,353,0,165,33,86,42,129,34,102,39,153,531,185,671,280,284,185,326,280
1038,999.99,999.99,999.99,999.99,10.89,10.89,76.73,36.31,10.83,40.46,999.99,39.40,34.33,1,235,0,110,2,353,0,165,0,102,0,153,1,86,2,129,0,140,3,210,1,140,5,210
1039,999.99,999.99,999.99,999.99,1.21,1.33,32.19,12.69,3.43,19.13,999.99,25.65,33.17,0,235,0,110,7,353,0,165,0,86,6,129,0,110,44,165,0,140,42,210,0,140,65,210
1040,999.99,999.99,999.99,999.99,4.60,4.60,19.51,80.03,5.90,83.00,59.94,36.54,6.00,15,235,2,110,19,353,2,165,0,102,0,153,39,94,48,141,0,140,0,210,4,140,4,210
1041,999.99,999.99,999.99,999.99,999.99,999.99,999.99,605.91,23.58,696.35,999.99,72.01,999.99,0,235,0,110,0,353,0,165,0,110,0,165,0,102,1,153,0,140,0,210,0,140,19,210
1042,999.99,999.99,999.99,999.99,999.99,999.99,14.99,28.18,6.12,26.43,26.44,34.55,10.32,3,180,0,83,1,270,0,125,0,94,0,141,3,86,1,129,0,185,0,280,48,185,13,280
1043,999.99,999.99,2113.93,999.99,13.26,13.26,111.05,83.38,15.73,87.16,999.99,999.99,16.77,3,180,0,83,3,270,0,125,0,102,0,153,1,86,1,129,0,140,0,210,4,140,5,210
1044,999.99,999.99,999.99,999.99,999.99,999.99,32.07,109.73,28.35,100.84,67.02,999.99,5.86,1,180,0,83,0,270,0,125,0,86,0,129,0,102,0,153,0,185,0,280,0,185,0,280
1045,999.99,999.99,999.99,999.99,999.99,999.99,34.23,23.39,9.23,26.37,39.63,999.99,38.75,0,180,0,83,0,270,0,125,0,86,0,129,0,102,0,153,0,185,0,280,0,185,1,280
1046,999.99,999.99,999.99,999.99,999.99,999.99,50.49,48.37,10.41,58.88,68.68,80.19,96.33,0,235,0,110,1,353,0,165,0,86,0,129,0,86,1,129,0,140,0,210,0,140,7,210
1047,999.99,999.99,999.99,999.99,999.99,999.99,26.74,83.85,9.32,85.53,60.87,54.32,16.29,0,235,0,110,0,353,0,165,0,86,0,129,0,102,0,153,0,140,0,210,0,140,0,210
1048,999.99,999.99,999.99,999.99,999.99,999.99,10.62,7.76,5.19,7.92,14.61,13.29,21.73,1,180,0,83,1,270,0,125,0,102,0,153,0,86,0,129,0,140,0,210,0,140,0,210
1049,999.99,999.99,999.99,999.99,999.99,999.99,10.62,7.76,5.19,7.92,14.61,13.29,21.73,1,180,0,83,1,270,0,125,0,102,0,153,0,86,0,129,0,140,0,210,0,140,0,210
1051,999.99,999.99,999.99,999.99,4.68,4.68,13.67,62.48,10.52,61.64,58.92,58.66,3.75,24,235,1,110,18,353,1,165,0,102,0,153,97,94,77,141,0,140,0,210,350,140,279,210
1052,999.99,999.99,999.99,999.99,4.68,4.68,13.67,62.48,10.52,61.64,58.92,58.66,3.75,24,235,1,110,18,353,1,165,0,102,0,153,97,94,77,141,0,140,0,210,350,140,279,210
1053,999.99,999.99,999.99,999.99,26.17,26.17,65.48,175.90,16.52,187.08,999.99,999.99,3.86,1,180,0,83,1,270,0,125,0,86,0,129,4,102,3,153,0,185,3,280,81,185,71,280
1054,999.99,999.99,999.99,999.99,26.17,26.17,65.48,175.90,16.52,187.08,999.99,999.99,3.86,1,180,0,83,1,270,0,125,0,86,0,129,4,102,3,153,0,185,3,280,81,185,71,280
1055,999.99,999.99,999.99,999.99,26.17,26.17,65.48,175.90,16.52,187.08,999.99,999.99,3.86,1,180,0,83,1,270,0,125,0,86,0,129,4,102,3,153,0,185,3,280,81,185,71,280
1056,999.99,999.99,999.99,999.99,999.99,999.99,70.69,197.00,12.97,223.12,999.99,70.99,18.08,2,180,0,83,8,270,0,125,0,86,0,129,1,86,9,129,0,140,0,210,45,140,357,210
1057,999.99,999.99,999.99,999.99,313.60,313.60,100.24,191.29,16.07,236.46,999.99,43.07,206.00,0,235,0,110,1,353,0,165,0,110,0,165,0,102,1,153,0,185,0,280,0,185,4,280
1058,999.99,999.99,999.99,999.99,999.99,999.99,39.00,16.40,16.50,15.83,75.98,43.09,46.75,0,180,0,83,0,270,0,125,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
1059,999.99,999.99,999.99,999.99,54.11,54.11,15.25,38.72,7.29,32.73,46.26,43.97,8.41,4,235,0,110,1,353,0,165,0,110,0,165,16,102,0,153,0,140,0,210,83,140,1,210
1060,999.99,999.99,999.99,999.99,999.99,999.99,109.67,452.34,29.71,441.03,999.99,999.99,27.25,1,235,0,110,0,353,0,165,0,102,0,153,1,86,0,129,5,185,2,280,4,185,2,280
1062,999.99,999.99,999.99,999.99,999.99,999.99,44.60,400.82,14.50,450.82,80.71,54.33,5.77,3,235,0,110,5,353,0,165,0,86,0,129,4,86,9,129,0,140,0,210,18,140,45,210
1063,999.99,153.98,153.98,999.99,44.47,44.47,35.46,104.40,23.81,89.15,62.97,86.47,10.68,4,235,0,110,1,353,0,165,0,102,0,153,3,94,1,141,0,185,0,280,1,185,0,280
1064,999.99,999.99,999.99,999.99,17.32,17.32,9.23,38.48,3.11,43.79,12.04,17.73,7.65,1,180,0,83,1,270,0,125,0,110,1,165,0,86,2,129,0,185,1,280,1,185,8,280
1065,999.99,999.99,999.99,999.99,999.99,999.99,9.50,46.93,7.18,47.37,35.27,27.93,4.59,9,180,1,83,8,270,1,125,0,86,0,129,48,110,46,165,0,185,0,280,135,185,128,280
1066,999.99,999.99,999.99,999.99,999.99,999.99,241.33,488.07,11.41,460.14,999.99,46.66,48.25,2,180,0,83,3,270,0,125,1,102,0,153,14,94,12,141,21,185,0,280,60,185,49,280
1067,999.99,999.99,999.99,999.99,999.99,999.99,51.17,61.88,16.02,61.88,62.59,24.42,12.00,1,235,0,110,10,353,0,165,0,86,0,129,2,110,19,165,0,140,0,210,2,140,19,210
1068,999.99,999.99,999.99,999.99,999.99,999.99,30.91,84.93,12.45,76.28,50.59,27.42,306.00,0,235,0,110,0,353,0,165,0,86,0,129,0,86,0,129,0,140,0,210,0,140,0,210
