No, íÁëÃâÑí∑, íÁëÃïù, ç∂âEï«ëÃçÇÇ≥, ñÓî¬ÇÃëSí∑, íÜãlìyìVí[çÇÇ≥, íÁäOãÊä‘ínï\ñ , íÁì‡ãÊä‘ínï\ñ , à¯í£çﬁä‘äu, à¯í£çﬁà íu, ç›óàínî’èdó , ç›óàínî’ãÊï™, ç›óàínî’Níl, ç›óàínî’ñÄéCäp, ç›óàínî’îSíÖóÕ, ç›óàínî’ïœå`åWêî, íÜãlÇﬂèdó , íÜãlÇﬂãÊï™, íÜãlÇﬂNíl, íÜãlÇﬂñÄéCäp, íÜãlÇﬂîSíÖóÕ, ñÓî¬å^, ñÓî¬çﬁóø, à¯í£çﬁíºåa, à¯í£çﬁçﬁóøî‘çÜ, ï†ãNÇµçﬁéø, ï†ãNÇµî‘çÜ, íÁäOë§êÖà _èÌéû, íÁì‡ë§êÖà _èÌéû, íÁäOë§êÖà _ínêkéû, íÁì‡ë§êÖà _ínêkéû, êkìx
21054,22,9.1,5.2,7,5.1,0.5,0,0.8,2.4,11, _Clay,5,16,135,74900,16, _Sandy,33,36,198,5, _SY390,43,1,0,7,4.3,0,1.2,0,0.1
21055,27,10.3,2.5,10.2,2.4,0.2,0,1.6,0.8,16, _Sandy,16,30,174,15100,17, _Clay,44,29,199,5, _SY295,59,1,0,6,1.2,0,1.8,0,0.4
21056,17,7.6,9.4,17.4,9.3,1.9,0,0.8,2.5,19, _Sandy,0,44,9,193900,14, _Clay,0,41,259,3, _SY390,55,0,1,8,8.4,0,7.2,0,0.5
21057,21,8.8,6.7,11.1,6.6,1.3,0,1.6,5.8,13, _Clay,10,13,48,134000,14, _Sandy,12,34,260,3, _SY295,71,1,0,8,4.1,0,2.7,0,0.3
21058,12,6.1,5.5,10.2,5.4,1.7,0,0.8,4.2,17, _Clay,46,27,183,113900,12, _Clay,19,1,19,4, _SY390,67,0,1,10,5.2,0,2.6,0,0.4
21059,16,7.3,2.8,3.8,2.7,0.8,0,1.6,1.8,11, _Sandy,5,41,222,54000,12, _Sandy,30,39,20,4, _SY390,83,0,1,9,1.9,0,2.4,0,0.2
21060,28,4.6,9.7,11,9.6,4,0,1.6,6,14, _Sandy,40,10,57,33800,20, _Sandy,37,6,80,5, _SY295,79,1,0,2,4,0,8.5,0,0.3
21061,11,5.9,7.1,14.3,7,2.9,0,0.8,3.8,19, _Clay,0,24,96,173000,20, _Clay,48,44,81,5, _SY390,29,0,0,1,5.6,0,4.4,0,0.1
21062,26,11,10,15.6,9.9,1.4,0,0.8,2.8,17, _Sandy,50,24,290,53400,15, _Clay,40,38,198,3, _SY295,56,1,0,7,2.8,0,3.1,0,0.5
21063,26,4.4,3.2,7,3.1,0,0,0.8,2.4,16, _Sandy,45,7,270,92900,18, _Sandy,16,4,141,3, _SY390,41,1,1,3,2.2,0,2.9,0,0.5
21064,17,1.6,2,6.1,1.9,0.2,0,1.6,1.2,19, _Clay,30,21,105,72800,16, _Clay,23,16,201,4, _SY295,37,0,1,5,0.4,0,1.8,0,0.1
21065,11,6.7,5,7.5,4.9,1.7,0,1.6,3.6,17, _Clay,29,21,0,152200,20, _Clay,15,10,18,5, _SY295,64,0,1,1,3.8,0,4.1,0,0.5
21066,15,8,2.3,10.7,2.2,0.7,0,0.8,1.4,12, _Sandy,39,35,38,92300,20, _Sandy,26,3,19,5, _SY390,80,0,1,10,1.1,0,1.1,0,0.3
21067,27,5.3,9.2,17.9,9.1,4.3,0,0.8,5.6,15, _Clay,23,4,174,72100,18, _Clay,33,15,79,3, _SY295,76,0,0,2,7.7,0,5.6,0,0.4
21068,18,2.5,8,17,7.9,0.6,0,1.6,1.3,18, _Clay,8,18,9,52000,16, _Clay,40,27,138,4, _SY390,73,1,1,5,1.3,0,2.5,0,0.1
21069,26,5,2.6,4.3,2.5,0.1,0,1.6,1.8,17, _Sandy,28,1,86,131200,16, _Clay,12,13,140,4, _SY295,38,1,0,4,1.1,0,1,0,0.1
21070,16,2.3,9.5,11.5,9.4,1.7,0,0.8,6,20, _Clay,13,15,222,111100,14, _Clay,19,25,200,5, _SY390,34,1,1,6,8.1,0,4.5,0,0.2
21071,20,3.5,6.8,14.7,6.7,1.2,0,1.6,3.4,15, _Clay,23,29,260,51200,14, _Sandy,30,18,201,5, _SY295,50,1,1,5,3.8,0,6.3,0,0.5
21072,11,13.9,5.6,13.8,5.5,1.6,0,0.8,2.5,18, _Sandy,7,42,96,31000,12, _Clay,37,30,260,3, _SY390,46,0,0,8,5.1,0,5.2,0,0.1
21073,23,11.2,4.4,12.9,4.3,1.7,0,1.6,1.9,11, _Sandy,43,11,231,10900,19, _Sandy,44,42,20,4, _SY295,43,1,1,10,2.4,0,4.1,0,0.3
21074,13,8.4,3.2,12,3.1,0,0,1.6,2.4,15, _Clay,27,25,67,189700,17, _Sandy,0,10,80,5, _SY390,39,0,1,2,2.2,0,2.7,0,0.5
21075,25,5.7,2.1,11.2,2,0.2,0,0.8,1.3,18, _Sandy,12,39,202,169500,14, _Clay,8,22,139,5, _SY295,35,0,0,4,0.4,0,1.8,0,0.2
21076,16,2.9,9,18.4,8.9,2,0,1.6,5.3,11, _Clay,47,8,38,149400,12, _Sandy,15,34,199,3, _SY390,31,1,1,7,5.6,0,7.8,0,0.3
21077,16,9.4,2.1,9.8,2,0.2,0,1.6,0.6,11, _Clay,43,36,17,188900,15, _Clay,41,45,142,3, _SY295,83,1,0,3,0.3,0,1.2,0,0.3
21078,28,6.7,9,17,8.9,2,0,0.8,8.5,14, _Sandy,27,5,153,168800,13, _Sandy,48,12,202,4, _SY390,79,0,1,5,5.3,0,5.6,0,0.5
21079,26,13.1,9.3,12,9.2,4.1,0,1.6,7.9,16, _Clay,36,19,86,188300,18, _Clay,0,44,20,5, _SY295,56,0,0,10,7.4,0,8.9,0,0.1
21080,17,10.3,8.1,11.1,8,0.4,0,1.6,4.8,20, _Sandy,21,33,221,168100,15, _Clay,8,11,80,3, _SY390,52,1,1,2,0.8,0,7.3,0,0.3
21081,28,7.6,6.9,10.2,6.8,1.1,0,0.8,3.4,13, _Sandy,5,2,57,148000,13, _Sandy,15,24,139,4, _SY295,48,0,0,5,3.7,0,6.2,0,0.5
21082,29,1,8.1,9.7,8,0.4,0,0.8,1.3,13, _Clay,1,30,37,187500,16, _Clay,41,35,83,4, _SY295,33,0,1,1,0.4,0,4.9,0,0.5
21083,20,11.3,7,8.9,6.9,1.1,0,1.6,6.2,16, _Clay,36,44,172,167400,14, _Sandy,48,2,142,5, _SY390,29,1,0,3,3.5,0,4.5,0,0.1
21084,18,4.6,7.2,13.4,7.1,2.7,0,0.8,5.7,18, _Sandy,45,13,105,186900,19, _Clay,0,34,260,3, _SY295,72,1,1,8,5.3,0,7.1,0,0.3
21085,29,1.9,6.1,12.6,6,2.9,0,1.6,4.5,12, _Clay,30,27,241,166700,16, _Clay,8,1,20,4, _SY390,68,0,0,10,6,0,5.9,0,0.5
21086,13,3.1,3.4,6.2,3.3,1.5,0,1.6,2.1,16, _Sandy,40,41,279,106900,16, _Sandy,19,39,21,4, _SY390,84,1,0,10,2.7,0,2.4,0,0.2
21087,24,13.5,2.2,5.3,2.1,0.2,0,0.8,0.6,19, _Sandy,25,10,115,86700,14, _Clay,26,6,81,5, _SY295,80,0,1,2,0.3,0,1.2,0,0.3
21088,28,1.6,7.6,16.6,7.5,0.7,0,1.6,0.9,14, _Clay,35,24,153,26800,14, _Sandy,37,44,82,5, _SY390,30,0,1,1,5.5,0,1.1,0,0.1
21089,19,12,6.4,15.7,6.3,1.3,0,0.8,5.2,17, _Clay,19,38,289,6700,12, _Sandy,44,11,141,3, _SY295,26,1,0,4,1.8,0,1.5,0,0.2
21090,10,9.3,5.2,14.8,5.1,1.6,0,1.6,3.7,20, _Sandy,4,7,124,185500,19, _Clay,0,23,201,4, _SY390,89,0,0,6,3.4,0,1.7,0,0.4
21091,14,10.5,2.5,8.4,2.4,0.7,0,0.8,1.5,15, _Sandy,14,21,163,125600,20, _Sandy,12,16,202,4, _SY295,39,1,0,5,1,0,1.7,0,0.1
21092,12,3.8,2.8,3.4,2.7,0,0.6,1.6,1.2,17, _Sandy,23,35,95,145200,15, _Sandy,15,3,20,5, _SY390,81,1,0,1,1.3,0.4,2.7,0.1,0.3
21093,13,10.3,4.1,12.6,4,1.7,0,0.8,3.7,16, _Sandy,19,18,75,184700,18, _Sandy,41,14,263,5, _SY295,66,1,1,6,3.8,0,3.3,0,0.3
21094,28,2.3,7,13.9,6.9,1,0,0.8,6.2,14, _Clay,18,18,269,65100,12, _Sandy,33,8,80,3, _SY390,27,0,1,2,3.4,0,4.2,0,0.2
21095,11,3.5,4.3,7.5,4.2,0.6,0,1.6,3.2,19, _Clay,28,32,8,5300,13, _Clay,44,45,81,3, _SY390,43,1,1,2,0.8,0,0.9,0,0.4
21096,22,13.9,3.1,6.6,3,0.7,0,0.8,1.9,12, _Sandy,13,1,143,184100,20, _Clay,0,13,141,4, _SY295,39,0,1,4,1.8,0,0.9,0,0.1
21097,13,11.2,2,5.8,1.9,0.7,0,1.6,1.2,15, _Clay,48,15,279,163900,18, _Sandy,8,25,201,5, _SY390,36,1,0,6,1.8,0,0.7,0,0.2
21098,25,8.4,8.9,13,8.8,0,0,0.8,1.8,19, _Clay,32,29,115,143800,16, _Clay,15,37,260,3, _SY295,32,0,1,9,2.5,0,0.4,0,0.4
21099,29,9.7,6.2,16.2,6.1,2.9,0,1.6,3.1,13, _Sandy,43,43,153,83900,16, _Clay,26,30,261,3, _SY390,48,0,1,8,5.9,0,4.9,0,0.1
21100,19,6.9,5,5.7,4.9,0.4,0,1.6,4,16, _Sandy,27,12,288,63700,13, _Sandy,33,42,21,4, _SY295,44,1,0,10,1.9,0,3.1,0,0.3
21101,10,4.2,3.8,4.8,3.7,0,0.4,0.8,2.5,20, _Clay,11,26,124,43600,11, _Clay,40,9,80,4, _SY390,40,1,1,3,2.9,0,2.3,0.1,0.5
21102,11,10.7,5,13.9,4.9,0.3,0,0.8,1.9,19, _Clay,7,9,104,83100,14, _Sandy,16,20,24,5, _SY295,25,1,0,8,1.7,0,1.6,0,0.5
21103,26,2.7,8,15.2,7.9,2.4,0,0.8,4.1,17, _Sandy,6,8,298,162500,19, _Sandy,8,14,141,3, _SY390,52,0,1,4,6.9,0,3,0,0.4
21104,16,13.1,6.8,14.4,6.7,0,1.6,1.6,2.3,11, _Clay,42,22,134,142400,16, _Clay,15,27,201,3, _SY295,48,1,0,6,2.7,0.8,2.1,0,0.1
21105,17,6.5,8.1,13.9,8,2.3,0,1.6,6.8,20, _Clay,37,5,113,181900,20, _Sandy,41,38,144,4, _SY390,34,1,1,2,6.7,0,6.9,0,0.1
21106,29,3.7,6.9,13,6.8,2.7,0,0.8,5.2,14, _Sandy,21,19,249,161800,17, _Clay,48,5,204,4, _SY295,30,0,0,5,3.4,0,6,0,0.2
21107,23,8.8,9.8,14.3,9.7,0,3.5,1.6,7.1,12, _Clay,21,19,143,42200,12, _Clay,40,44,21,5, _SY295,57,0,0,10,7.8,3.3,7.4,2.3,0.1
21108,10,11.3,4.5,11.2,4.4,0.5,0,1.6,1.6,20, _Clay,41,2,220,121400,12, _Clay,12,30,23,3, _SY295,88,1,1,9,0.5,0,3.5,0,0.1
21109,22,8.6,3.3,10.3,3.2,0.7,0,0.8,1,13, _Sandy,26,16,56,101300,20, _Clay,19,42,82,4, _SY390,85,0,0,2,1.7,0,2.6,0,0.3
21110,12,5.9,2.1,9.4,2,0.6,0,1.6,1.6,17, _Clay,10,30,191,81100,18, _Sandy,26,9,142,4, _SY295,81,1,1,4,1.8,0,1.6,0,0.4
21111,16,7.1,7.5,11.2,7.4,2.5,0,0.8,5.9,11, _Clay,20,44,230,21200,18, _Clay,37,2,143,5, _SY295,31,1,1,3,4.8,0,3.9,0,0.2
21112,14,13.5,7.8,15.7,7.7,0,0.7,1.6,4.3,13, _Sandy,30,13,162,40800,13, _Clay,40,34,261,3, _SY295,73,1,1,8,5.2,0.5,5.5,0,0.3
21113,19,1.6,5.1,9.4,5,0.3,0,1.6,2,18, _Clay,40,27,201,179900,13, _Sandy,0,26,262,3, _SY295,89,0,0,8,1.6,0,1.4,0,0.5
21114,30,12,3.9,8.5,3.8,0,0.6,0.8,1.2,11, _Clay,24,41,36,159700,11, _Clay,8,39,22,4, _SY390,85,1,1,10,2.9,0.1,1.3,0.5,0.2
21115,21,9.3,2.7,7.6,2.6,0,0.5,1.6,2.3,14, _Sandy,9,10,172,139600,18, _Clay,15,6,81,5, _SY295,82,0,0,2,0.7,0.1,0.9,0.3,0.4
21116,25,10.5,8.1,9.3,8,2.2,0,0.8,6.8,19, _Sandy,19,24,210,79700,19, _Sandy,26,44,82,5, _SY390,31,0,0,2,6.6,0,6.7,0,0.1
21117,16,7.8,6.9,8.4,6.8,0,2,1.6,4.9,12, _Clay,3,38,46,59500,16, _Clay,33,11,142,3, _SY295,28,1,1,4,2.8,1.2,5.6,1,0.3
21118,27,5,5.7,7.5,5.6,0,1.8,0.8,3.5,15, _Sandy,39,7,182,39400,14, _Sandy,40,23,202,3, _SY390,90,1,0,6,4,1.3,4.6,0.6,0.4
21119,28,11.5,7,16.7,6.9,2.6,0,0.8,3.3,15, _Sandy,34,35,161,78900,17, _Clay,16,34,145,4, _SY295,75,0,1,2,3.1,0,4.5,0,0.4
21120,22,3.5,10,18,9.9,0,4.1,1.6,4.8,13, _Clay,33,35,56,158300,12, _Clay,8,28,262,5, _SY390,36,0,0,8,7.8,0.3,5.7,0.7,0.3
21121,13,13.9,8.8,17.1,8.7,0,3.9,0.8,8.1,16, _Sandy,18,4,191,138200,19, _Sandy,15,40,22,5, _SY390,32,1,1,10,4.1,0.8,5.1,0.1,0.5
21122,17,2.1,6.1,10.8,6,1.3,0,1.6,4.7,11, _Sandy,28,18,229,78300,19, _Sandy,26,33,23,3, _SY295,48,0,1,10,4.6,0,5.2,0,0.2
21123,28,12.4,4.9,9.9,4.8,0,0.1,0.8,2.7,14, _Clay,13,32,65,58100,17, _Clay,33,45,82,3, _SY390,44,1,0,2,0.6,0,3.9,0,0.4
21124,19,9.7,3.7,9,3.6,0,0.2,1.6,1.5,17, _Sandy,48,1,201,38000,15, _Sandy,40,13,142,4, _SY295,40,0,1,4,2,0.1,2.9,0.1,0.1
21125,20,3.1,4.9,8.4,4.8,1.5,0,1.6,1.8,17, _Sandy,43,29,180,77500,18, _Clay,16,24,85,4, _SY295,26,0,0,10,1.7,0,3.1,0,0.1
21126,14,8.2,7.9,9.8,7.8,0,1.1,1.6,1.4,15, _Clay,43,29,75,156900,12, _Clay,8,18,202,5, _SY295,52,1,1,6,5,1,3.3,0.5,0.5
21127,25,5.4,6.7,8.9,6.6,0,1.2,1.6,5.6,18, _Clay,27,43,210,136800,20, _Sandy,15,30,262,3, _SY390,49,1,0,8,6.6,0.1,2.9,0.4,0.2
21128,29,6.7,4,12.1,3.9,0.6,0,0.8,2.7,12, _Sandy,37,12,249,76900,20, _Clay,26,23,263,3, _SY295,65,1,0,8,2.7,0,3.5,0,0.4
21129,20,4,2.8,11.2,2.7,0,0.7,1.6,1.6,16, _Sandy,22,26,84,56700,18, _Clay,33,35,23,4, _SY390,61,0,1,10,0.8,0.3,2.5,0.1,0.1
21130,11,1.2,9.7,18.4,9.6,0,2.9,0.8,5,19, _Clay,6,40,220,36600,15, _Sandy,40,2,82,5, _SY390,57,1,0,2,6,1.6,8.6,0.1,0.2
21131,11,7.7,2.9,9.9,2.8,0.7,0,0.8,2.5,19, _Clay,2,23,199,76100,19, _Sandy,16,13,26,5, _SY390,42,1,1,8,0.7,0,1.9,0,0.2
21132,26,12.8,5.9,11.3,5.8,0,2.2,0.8,5.4,17, _Sandy,1,23,94,155500,13, _Sandy,8,7,143,3, _SY390,69,1,0,4,4.1,1.9,3.6,1.8,0.1
21133,30,1,3.2,4.9,3.1,1.5,0,1.6,2.6,11, _Clay,11,37,132,95700,14, _Sandy,19,45,144,3, _SY295,85,1,0,3,1.7,0,3.1,0,0.4
21134,21,11.3,2,4,1.9,0,0.9,0.8,1.4,14, _Clay,46,6,268,75500,11, _Clay,26,12,203,4, _SY390,81,0,1,6,1.5,0.1,1.9,0.6,0.5
21135,25,12.6,7.4,15.3,7.3,0.6,0,0.8,3.5,19, _Sandy,6,20,6,15600,12, _Sandy,37,5,204,4, _SY295,31,1,1,5,2.2,0,3.9,0,0.2
21136,16,9.9,6.2,14.4,6.1,1.2,0,1.6,2.5,12, _Sandy,41,33,142,194500,19, _Sandy,44,17,264,5, _SY390,27,0,0,7,4.4,0,3.5,0,0.4
21137,27,7.1,5,13.5,4.9,0,0.4,0.8,0.8,15, _Clay,25,2,277,174300,17, _Clay,0,29,24,3, _SY295,89,1,0,10,0.6,0.2,2.5,0.1,0.1
21138,18,4.4,3.8,12.6,3.7,0,0.4,1.6,3.1,19, _Sandy,10,16,113,154100,14, _Sandy,8,42,83,4, _SY390,86,0,1,2,1.9,0.3,1.9,0,0.3
21139,30,1.6,2.6,11.7,2.5,0,0.3,0.8,1.7,12, _Clay,45,30,249,134000,12, _Clay,15,9,143,4, _SY390,82,1,0,4,2.3,0.2,1.2,0,0.5
21140,13,2.9,8,13.5,7.9,0,1.6,1.6,4.9,16, _Clay,4,44,287,74100,12, _Clay,26,2,144,5, _SY295,32,0,0,4,4.9,0.1,7.9,0,0.2
21141,21,5.4,2.7,10.4,2.6,0,0,0.8,0.6,15, _Sandy,25,27,64,153400,13, _Clay,48,32,146,5, _SY295,63,0,0,2,2.2,0,0.3,0,0.1
21142,12,2.7,9.6,17.6,9.5,1.2,0,1.6,1.5,18, _Sandy,9,41,199,133200,20, _Clay,4,45,205,3, _SY390,60,1,1,5,3.2,0,1.9,0,0.3
21143,16,3.9,6.9,11.2,6.8,0.8,0,0.8,5.7,12, _Clay,20,10,238,73300,11, _Sandy,16,37,206,3, _SY295,75,0,1,4,6.2,0,4.8,0,0.5
21144,27,1.2,5.7,10.3,5.6,1.3,0,1.6,4.1,16, _Clay,4,24,73,53200,18, _Clay,23,5,266,4, _SY390,72,1,1,6,2.6,0,4.1,0,0.2
21145,26,7.5,6,14.9,5.9,0,2.6,0.8,4.1,18, _Clay,14,38,6,72700,13, _Sandy,26,36,84,5, _SY295,48,1,1,2,4.1,0,2.7,0.9,0.3
21146,30,8.8,3.3,8.5,3.2,1.4,0,1.6,2,12, _Clay,24,7,44,12800,13, _Sandy,37,29,85,3, _SY295,64,1,1,1,1.6,0,2.5,0,0.5
21147,28,2.1,3.6,13.1,3.5,0,0,0.8,0.4,15, _Sandy,33,21,277,32400,18, _Clay,40,16,203,4, _SY390,41,1,1,6,1,0,0,0,0.2
21148,28,8.6,4.8,12.6,4.7,0.3,0,1.6,3.6,14, _Sandy,29,4,257,71900,12, _Sandy,16,27,147,4, _SY390,26,1,0,2,4,0,3.4,0,0.2
21149,23,13.7,7.8,14,7.7,0,0.7,1.6,5.8,12, _Clay,28,4,151,151300,16, _Sandy,7,21,264,5, _SY390,53,1,1,8,3.1,0.4,4.5,0.6,0.1
21150,13,10.9,6.6,13.1,6.5,0,0.8,0.8,3.9,16, _Sandy,12,18,287,131200,14, _Clay,15,33,24,3, _SY295,49,0,0,10,5.1,0.5,3.8,0.5,0.2
21151,14,4.3,7.9,12.6,7.8,2.2,0,0.8,3.6,15, _Sandy,8,1,266,170700,17, _Clay,41,44,267,3, _SY295,34,0,1,6,3.9,0,3.5,0,0.2
21152,25,1.6,6.7,11.7,6.6,2.5,0,1.6,2.9,19, _Clay,43,15,102,150600,15, _Clay,48,11,27,4, _SY390,30,1,0,8,5.4,0,3.4,0,0.4
21153,16,12,5.5,10.8,5.4,0,0,0.8,4.5,12, _Sandy,28,29,238,130400,12, _Sandy,4,24,86,4, _SY390,27,0,1,1,0.6,0,1,0,0.1
21154,28,9.2,4.3,9.9,4.2,0.4,0,0.8,2.9,15, _Sandy,12,43,73,110200,20, _Clay,12,36,146,5, _SY295,89,1,1,3,2.4,0,1.1,0,0.3
21155,18,6.5,3.1,9,3,0,1.1,1.6,2,19, _Clay,47,12,209,90100,17, _Clay,19,3,205,3, _SY390,85,0,0,5,2.9,0.7,1.4,0.2,0.4
21156,30,3.7,10,16.2,9.9,0,4.1,0.8,6,12, _Sandy,32,26,44,69900,15, _Sandy,26,15,265,4, _SY295,81,0,1,7,6.1,3.3,4.9,0.1,0.1
21157,21,1,8.8,15.3,8.7,0,4,1.6,4.7,15, _Clay,16,40,180,49700,12, _Clay,33,28,25,4, _SY390,78,1,0,10,7.6,3.8,4.6,3.5,0.3
21158,11,11.3,7.6,14.5,7.5,0,3.7,0.8,7.1,18, _Clay,1,9,16,29600,20, _Clay,40,40,84,5, _SY295,74,0,1,2,4.3,0.2,4.1,2.7,0.5
21159,15,12.6,4.9,8.1,4.8,0,0.1,1.6,3.6,13, _Sandy,11,23,54,168700,20, _Sandy,0,33,85,5, _SY390,90,0,0,1,4,0,3.3,0,0.2
21160,27,9.9,3.7,7.2,3.6,0,0.2,0.8,2.2,16, _Sandy,46,37,190,148500,18, _Clay,7,45,145,3, _SY295,86,1,1,4,1,0,2.4,0.1,0.4
21161,18,7.1,2.5,6.3,2.4,0,0.2,0.8,1.1,19, _Clay,31,6,25,128400,15, _Sandy,15,12,204,4, _SY390,82,1,0,6,1.6,0.1,1.6,0,0.5
21162,18,13.6,3.8,5.8,3.7,0.5,0,0.8,0.9,19, _Clay,26,34,5,167900,19, _Clay,41,23,148,4, _SY295,67,0,1,2,1.1,0,1.6,0,0.5
21163,30,10.9,2.6,4.9,2.5,0.6,0,1.6,2.1,12, _Sandy,11,3,140,147800,16, _Sandy,48,35,207,5, _SY390,64,0,0,4,1.7,0,1.2,0,0.2
21164,24,2.9,5.5,6.2,5.4,0,1.2,1.6,4.7,20, _Clay,10,3,35,28200,11, _Sandy,40,29,24,3, _SY390,25,1,0,10,1.6,1.1,1.9,0,0.1
21165,25,9.4,6.8,15.4,6.7,2.5,0,1.6,4.8,20, _Clay,5,31,14,67700,14, _Clay,16,40,268,3, _SY390,76,1,1,6,5.3,0,6.2,0,0.1
21166,19,1.4,9.8,16.7,9.7,0,3,1.6,6.5,18, _Sandy,4,31,209,147200,19, _Clay,7,34,85,4, _SY390,37,1,0,2,4.1,0.9,7.8,2.6,0.5
21167,30,11.8,8.6,15.8,8.5,0,2.9,0.8,4.8,11, _Clay,40,44,44,127000,16, _Sandy,15,2,145,5, _SY295,33,0,1,4,6.2,1.2,6.8,2.1,0.2
21168,13,13,5.9,9.5,5.8,0,2.2,0.8,2.9,16, _Clay,50,13,83,67100,17, _Clay,26,39,146,5, _SY390,49,0,1,3,3,1.3,3.1,1.5,0.4
21169,18,1.2,3.2,12.7,3.1,0.6,0,1.6,0.8,20, _Sandy,9,27,121,7200,17, _Clay,37,32,147,5, _SY295,64,1,1,3,2.9,0,2.7,0,0.1
21170,29,11.5,2,11.8,1.9,0,0.9,0.8,1.5,13, _Sandy,45,41,257,186100,14, _Sandy,44,44,206,3, _SY390,61,0,0,5,1.2,0.8,1.7,0.4,0.3
21171,20,8.8,8.9,9.4,8.8,0,0.1,1.6,5.6,17, _Clay,29,10,92,165900,12, _Clay,0,12,266,4, _SY295,57,1,0,7,6.2,0,6.9,0,0.5
21172,10,6.1,7.7,8.5,7.6,0,0.3,0.8,3.6,20, _Sandy,13,24,228,145800,20, _Clay,7,24,25,4, _SY390,53,0,1,10,1.1,0,5.9,0,0.2
21173,22,3.3,6.5,7.6,6.4,0,0.5,1.6,2.2,13, _Clay,49,38,63,125600,17, _Sandy,15,36,85,5, _SY390,49,1,0,2,3.6,0.1,4.9,0,0.3
21174,23,9.8,7.8,16.8,7.7,0.2,0,1.6,7.2,13, _Clay,44,21,43,165100,11, _Sandy,41,2,28,5, _SY390,35,1,1,8,0.7,0,3.6,0,0.3
21175,13,7.1,6.6,15.9,6.5,0.8,0,1.6,5.1,16, _Clay,29,35,179,145000,18, _Sandy,48,15,88,3, _SY295,31,0,0,10,3.5,0,3.2,0,0.5
21176,28,12.2,9.5,17.1,9.4,0,1.9,1.6,7.3,14, _Sandy,28,35,73,25400,13, _Sandy,40,8,205,4, _SY295,58,0,0,6,9.4,1.4,3.9,1.4,0.4
21177,16,1.6,4.2,14.1,4.1,0,1.2,1.6,2.4,13, _Clay,49,18,150,104600,13, _Sandy,12,39,207,5, _SY295,89,1,1,5,2,0.2,2.3,0.8,0.4
21178,20,2.9,9.6,15.8,9.5,3.4,0,0.8,4.9,17, _Clay,8,32,188,44800,14, _Sandy,23,32,208,5, _SY390,39,1,1,4,9.2,0,9.3,0,0.1
21179,10,13.2,8.4,14.9,8.3,3.9,0,1.6,4.3,20, _Sandy,43,1,24,24600,11, _Clay,30,44,268,3, _SY390,35,0,0,6,5.5,0,8.1,0,0.3
21180,22,10.5,7.2,14,7.1,0,2.9,0.8,6.4,14, _Clay,28,15,159,4400,19, _Sandy,37,11,27,4, _SY295,32,1,1,9,6.2,1.8,6.8,1,0.4
21181,13,7.7,6,13.1,5.9,0,2.7,1.6,4.8,17, _Sandy,12,29,295,183300,16, _Clay,44,24,87,4, _SY390,28,0,0,1,3.2,2,5.6,0.5,0.1
21182,24,5,4.8,12.2,4.7,0,2.3,1.6,3.5,20, _Sandy,47,43,131,163100,14, _Clay,0,36,147,5, _SY295,90,0,0,3,3.7,2,4.5,0.1,0.3
21183,15,2.2,3.6,11.3,3.5,0,0,0.8,1.1,14, _Clay,32,12,266,143000,11, _Sandy,7,3,206,3, _SY390,86,1,1,6,3.5,0,3.1,0,0.5
21184,27,12.6,2.4,10.4,2.3,0,0.1,1.6,0.5,17, _Sandy,16,26,102,122800,19, _Clay,15,15,266,3, _SY295,83,0,0,8,1,0,2,0,0.1
21185,10,13.9,7.8,12.2,7.7,0,0.8,0.8,7.2,11, _Sandy,26,40,140,62900,19, _Clay,26,8,267,4, _SY390,32,0,0,7,1.1,0.2,3.6,0.5,0.4
21186,21,11.1,6.6,11.3,6.5,0,0.9,1.6,5.1,15, _Clay,11,9,276,42800,17, _Sandy,33,20,26,5, _SY295,29,1,1,10,3.5,0.4,3.1,0.5,0.5
21187,12,8.4,5.4,10.4,5.3,0,0.9,0.8,3.4,18, _Sandy,46,23,111,22600,14, _Clay,40,33,86,5, _SY390,25,1,0,2,4.8,0.5,2.5,0.3,0.2
21188,20,10.9,8.2,15.4,8.1,0,2.1,1.6,3.7,16, _Sandy,16,6,188,101800,15, _Sandy,12,18,88,3, _SY295,56,1,1,1,3.1,2,5.1,0.7,0.1
21189,11,8.1,7,14.5,6.9,0,2,0.8,2.5,20, _Clay,0,20,24,81700,13, _Clay,19,30,148,4, _SY390,53,0,0,3,4.9,0.2,4.4,0.4,0.3
21190,15,9.4,4.3,8.1,4.2,1.4,0,1.6,3.8,14, _Clay,10,34,62,21800,13, _Sandy,30,23,149,4, _SY295,68,1,0,2,2,0,1.5,0,0.5
21191,27,6.7,3.1,7.2,3,0,1.1,0.8,2.3,17, _Sandy,46,3,198,1600,20, _Sandy,37,35,208,5, _SY390,65,0,1,5,2.3,0.4,1.1,0,0.2
21192,17,3.9,10,14.4,9.9,0,4.2,1.6,7.2,11, _Clay,30,17,33,180500,18, _Clay,44,3,268,3, _SY295,61,1,0,7,4.5,2.3,4.2,3.7,0.4
21193,29,1.2,8.8,13.5,8.7,0,4,0.8,5.7,14, _Sandy,15,31,169,160300,16, _Sandy,0,15,27,3, _SY390,57,0,0,9,6.2,2.7,8.7,2.9,0.1
21194,19,11.5,7.6,12.7,7.5,0,3.7,1.6,4.4,17, _Sandy,50,45,4,140200,13, _Sandy,7,27,87,4, _SY295,53,1,1,2,7.1,3,7.4,2.2,0.2
