No,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,c1,c2,d1,e1_0,e1_1,e2_0,e2_1,e3_0,e3_1,e4_0,e4_1,e5_0,e5_1,e6_0,e6_1,e7_0,e7_1,e8_0,e8_1,e9_0,e9_1,e10_0,e10_1,e11_0,e11_1,e12_0,e12_1
2635,999.99,999.99,999.99,999.99,5.05,5.05,56.20,273.32,13.93,253.71,78.23,78.37,999.99,5,180,0,83,2,270,0,125,0,94,0,141,4,86,2,129,0,185,0,280,81,185,35,280
2636,999.99,999.99,999.99,999.99,999.99,999.99,59.29,110.71,28.99,122.40,999.99,81.46,999.99,1,180,0,83,1,270,0,125,7,110,10,165,9,102,11,153,15,140,22,210,83,140,98,210
2637,999.99,999.99,999.99,999.99,7.60,7.60,187.05,26.21,10.79,29.95,999.99,999.99,999.99,0,235,0,110,1,353,0,165,0,102,4,153,0,102,2,153,1,185,22,280,0,185,4,280
2638,999.99,999.99,999.99,999.99,18.07,18.07,25.56,36.41,10.34,32.33,46.27,71.95,999.99,5,235,0,110,2,353,0,165,4,86,0,129,19,102,3,153,11,140,0,210,36,140,5,210
2639,999.99,999.99,999.99,999.99,999.99,999.99,153.31,181.14,12.40,164.44,999.99,999.99,999.99,1,235,0,110,0,353,0,165,0,94,0,141,0,86,0,129,0,140,0,210,0,140,0,210
2640,999.99,999.99,999.99,999.99,9.32,9.32,17.66,70.14,8.14,76.77,24.79,17.93,999.99,3,180,0,83,5,270,1,125,1,102,5,153,39,94,65,141,4,140,24,210,436,140,727,210
2641,999.99,999.99,999.99,999.99,48.88,48.88,8.93,5.37,6.33,4.96,21.38,24.60,999.99,4,235,0,110,0,353,0,165,1,86,0,129,4,110,0,165,2,140,0,210,4,140,0,210
2642,999.99,999.99,999.99,999.99,999.99,999.99,105.02,121.03,11.33,114.64,999.99,999.99,999.99,0,180,0,83,0,270,0,125,1,86,0,129,1,94,0,141,6,185,1,280,1,185,0,280
2643,999.99,999.99,999.99,999.99,999.99,999.99,105.02,121.03,11.33,114.64,999.99,999.99,999.99,0,180,0,83,0,270,0,125,1,86,0,129,1,94,0,141,6,185,1,280,1,185,0,280
2645,999.99,999.99,999.99,0.49,0.49,0.55,290.01,18.52,3.91,8.08,15.61,6.50,999.99,31,235,3,110,55,353,5,165,4,86,6,129,90,86,148,129,6,185,9,280,437,185,724,280
2646,48.52,48.52,61.67,67.58,50.40,51.43,4.24,20.02,9.09,14.73,5.21,64.34,999.99,4,235,0,110,0,353,0,165,1,102,0,153,27,86,0,129,14,140,0,210,391,140,6,210
2647,999.99,69.84,69.84,999.99,4.60,4.60,15.13,41.87,7.34,36.38,25.34,41.99,999.99,5,235,1,110,2,353,0,165,0,86,0,129,10,86,1,129,0,185,0,280,57,185,5,280
2648,999.99,143.93,143.93,999.99,54.95,54.95,48.88,663.28,38.63,600.55,999.99,999.99,999.99,4,180,0,83,3,270,0,125,0,102,0,153,6,102,3,153,0,140,0,210,21,140,11,210
2649,999.99,999.99,999.99,999.99,4.56,4.56,32.45,192.06,7.81,193.12,999.99,62.43,999.99,3,180,0,83,2,270,0,125,0,86,0,129,7,102,5,153,0,140,0,210,146,140,117,210
2650,999.99,999.99,999.99,999.99,8.49,8.49,33.72,48.54,9.14,55.58,58.05,39.81,999.99,3,235,0,110,4,353,0,165,0,86,0,129,8,86,18,129,0,140,0,210,194,140,433,210
2651,999.99,999.99,999.99,999.99,4.29,4.29,9.71,78.46,7.09,66.12,20.84,13.53,999.99,30,235,2,110,76,353,4,165,0,94,0,141,104,102,334,153,0,185,0,280,2274,185,7315,280
2652,999.99,999.99,999.99,999.99,33.28,33.28,22.76,423.49,11.60,354.40,79.93,999.99,999.99,2,180,0,83,0,270,0,125,12,86,0,129,15,102,0,153,71,185,0,280,37,185,0,280
2653,999.99,999.99,999.99,999.99,999.99,999.99,129.49,999.99,94.77,999.99,999.99,999.99,999.99,3,235,0,110,1,353,0,165,0,102,0,153,0,110,0,165,0,185,0,280,0,185,0,280
2654,999.99,13.36,13.36,999.99,3.75,3.75,14.60,53.13,7.13,51.17,33.22,35.61,999.99,23,235,1,110,17,353,1,165,0,102,0,153,35,94,24,141,0,185,0,280,112,185,78,280
2655,999.99,999.99,999.99,999.99,49.03,49.03,45.30,58.33,14.64,64.37,999.99,999.99,999.99,0,180,0,83,0,270,0,125,0,102,0,153,0,110,1,165,0,140,1,210,0,140,3,210
2656,999.99,999.99,999.99,999.99,2.45,2.53,35.03,9.26,3.99,12.49,999.99,26.29,999.99,0,235,0,110,4,353,1,165,0,86,0,129,0,102,2,153,0,185,0,280,0,185,9,280
2657,999.99,999.99,999.99,999.99,999.99,999.99,57.69,64.19,20.74,69.54,999.99,999.99,999.99,2,235,0,110,3,353,0,165,0,86,0,129,4,86,7,129,0,140,0,210,155,140,248,210
2658,999.99,80.33,80.33,999.99,8.45,8.54,7.85,33.30,4.38,32.53,11.68,9.20,999.99,12,180,1,83,6,270,0,125,0,102,0,153,3,102,1,153,0,140,0,210,13,140,6,210
2659,999.99,999.99,999.99,999.99,999.99,999.99,20.99,19.15,7.06,18.78,29.33,28.88,999.99,0,235,0,110,0,353,0,165,0,94,0,141,0,86,0,129,0,185,0,280,0,185,0,280
2660,999.99,999.99,999.99,999.99,4.20,4.20,14.39,21.91,4.69,24.38,24.66,15.29,999.99,2,235,0,110,4,353,0,165,0,102,0,153,1,102,2,153,0,185,0,280,4,185,13,280
2661,999.99,999.99,999.99,999.99,9.77,9.77,33.66,59.50,10.58,53.67,91.90,999.99,999.99,9,180,0,83,3,270,0,125,0,102,0,153,1,86,0,129,0,185,0,280,1,185,0,280
2662,999.99,999.99,999.99,999.99,9.77,9.77,33.66,59.50,10.58,53.67,91.90,999.99,999.99,9,180,0,83,3,270,0,125,0,102,0,153,1,86,0,129,0,185,0,280,1,185,0,280
2664,999.99,999.99,999.99,999.99,38.11,38.11,36.01,38.65,10.42,32.88,999.99,999.99,999.99,0,180,0,83,0,270,0,125,0,94,0,141,2,94,0,141,0,185,0,280,1,185,0,280
2665,999.99,999.99,999.99,999.99,12.76,12.76,254.79,558.00,14.46,595.50,999.99,999.99,999.99,1,235,0,110,1,353,0,165,0,102,0,153,0,94,1,141,0,140,0,210,0,140,1,210
2666,999.99,999.99,999.99,999.99,999.99,999.99,6.89,99.78,7.59,87.00,14.92,21.85,999.99,6,235,1,110,2,353,0,165,35,86,9,129,40,102,10,153,258,140,62,210,913,140,223,210
2667,999.99,999.99,999.99,999.99,4.00,4.00,13.45,15.83,5.31,15.83,24.20,35.05,999.99,2,180,0,83,1,270,0,125,0,86,0,129,5,86,4,129,0,140,0,210,107,140,74,210
2668,999.99,999.99,999.99,999.99,3.17,3.17,8.46,34.23,5.17,24.87,32.69,27.18,999.99,19,180,1,83,0,270,0,125,0,110,0,165,11,102,0,153,0,185,0,280,65,185,0,280
2669,999.99,999.99,999.99,999.99,3.17,3.17,8.46,34.23,5.17,24.87,32.69,27.18,999.99,19,180,1,83,0,270,0,125,0,110,0,165,11,102,0,153,0,185,0,280,65,185,0,280
2671,999.99,999.99,999.99,0.49,0.49,0.55,290.01,18.52,3.91,8.08,15.61,6.50,999.99,31,235,3,110,55,353,5,165,4,86,6,129,90,86,148,129,6,185,9,280,437,185,724,280
2672,999.99,999.99,999.99,999.99,13.88,13.88,35.10,140.82,9.54,125.11,999.99,999.99,999.99,6,235,0,110,1,353,0,165,0,102,0,153,6,102,1,153,0,140,0,210,39,140,8,210
2674,999.99,999.99,999.99,999.99,33.42,33.42,57.61,71.07,18.68,74.78,69.78,52.83,999.99,5,235,0,110,6,353,0,165,0,110,0,165,1,86,1,129,0,140,0,210,0,140,0,210
2675,999.99,999.99,999.99,999.99,999.99,999.99,34.69,31.37,7.72,20.42,999.99,65.83,999.99,1,235,0,110,0,353,0,165,1,86,0,129,1,110,0,165,4,185,0,280,2,185,0,280
2676,999.99,999.99,999.99,999.99,21.71,21.71,11.11,16.91,6.84,16.15,20.51,29.37,999.99,7,235,0,110,4,353,0,165,0,102,0,153,0,86,0,129,0,185,0,280,1,185,0,280
2677,999.99,999.99,999.99,999.99,7.38,7.38,32.01,55.80,12.93,55.07,57.15,49.33,999.99,2,235,0,110,1,353,0,165,0,102,0,153,2,102,1,153,13,185,10,280,53,185,29,280
2678,999.99,8.21,8.21,999.99,0.95,0.95,10.70,29.99,6.05,30.46,39.31,36.10,999.99,17,180,1,83,17,270,1,125,0,86,0,129,6,102,6,153,0,185,0,280,57,185,59,280
2679,999.99,23.46,23.46,4.16,3.39,3.39,28.22,153.88,7.52,87.58,50.42,26.70,999.99,10,180,0,83,14,270,1,125,0,102,0,153,3,86,5,129,0,185,0,280,24,185,45,280
2680,999.99,11.55,11.55,999.99,3.21,3.21,5.98,10.91,4.93,10.91,11.99,12.52,999.99,17,180,1,83,14,270,1,125,0,102,0,153,4,102,3,153,0,140,0,210,49,140,41,210
2681,999.99,9.01,9.01,47.79,2.89,2.89,8.98,40.64,4.78,36.31,16.13,21.28,999.99,23,180,1,83,13,270,1,125,0,86,0,129,4,86,2,129,0,140,0,210,28,140,14,210
2682,999.99,11.28,11.28,999.99,1.09,1.09,14.07,37.39,5.04,47.31,53.59,23.50,999.99,10,180,1,83,29,270,2,125,0,102,0,153,8,102,37,153,0,140,0,210,66,140,306,210
2683,999.99,999.99,999.99,999.99,13.89,13.89,15.42,325.12,7.65,303.33,59.65,62.72,999.99,6,180,0,83,4,270,0,125,1,102,1,153,22,86,11,129,8,140,6,210,174,140,90,210
2684,999.99,999.99,999.99,999.99,999.99,999.99,47.42,55.69,15.25,60.41,999.99,999.99,999.99,0,180,0,83,0,270,0,125,0,86,0,129,0,102,0,153,0,185,0,280,0,185,1,280
2685,999.99,999.99,999.99,999.99,999.99,999.99,53.35,113.92,12.58,151.39,999.99,33.82,999.99,1,235,0,110,4,353,0,165,0,102,0,153,0,86,3,129,0,185,0,280,1,185,8,280
2686,999.99,999.99,999.99,999.99,21.26,21.26,41.23,75.83,12.69,79.99,999.99,999.99,999.99,0,235,0,110,1,353,0,165,0,86,1,129,1,94,2,141,0,185,10,280,3,185,8,280
2687,999.99,41.23,41.23,999.99,2.66,2.74,12.83,106.00,4.22,108.05,14.51,4.36,999.99,23,180,1,83,71,270,4,125,83,94,269,141,129,110,387,165,359,185,1166,280,613,185,1834,280
2688,999.99,41.23,41.23,999.99,2.66,2.74,12.83,106.00,4.22,108.05,14.51,4.36,999.99,23,180,1,83,71,270,4,125,83,94,269,141,129,110,387,165,359,185,1166,280,613,185,1834,280
2690,999.99,999.99,999.99,999.99,71.19,71.19,93.10,250.64,42.88,232.21,999.99,999.99,999.99,2,180,0,83,1,270,0,125,0,86,0,129,0,86,0,129,0,185,0,280,0,185,0,280
2691,999.99,999.99,999.99,999.99,2.96,2.96,20.20,15.21,6.69,16.65,23.56,13.35,999.99,28,180,1,83,141,270,5,125,49,102,199,153,40,102,163,153,501,185,2049,280,350,185,1432,280
2692,999.99,215.60,215.60,999.99,16.13,16.13,90.70,325.53,27.93,400.24,999.99,62.47,999.99,2,180,0,83,4,270,0,125,0,94,0,141,3,102,9,153,0,140,0,210,6,140,19,210
2693,999.99,23.23,23.44,999.99,9.12,9.13,10.32,56.98,13.12,43.58,46.49,999.99,999.99,12,235,1,110,0,353,0,165,11,102,0,153,24,94,0,141,145,185,0,280,24,185,0,280
2694,25.49,13.76,13.76,12.42,9.19,9.19,8.49,11.78,7.09,10.12,11.49,14.12,999.99,32,180,2,83,11,270,1,125,0,102,0,153,17,110,5,165,0,140,0,210,29,140,9,210
2695,999.99,999.99,999.99,999.99,999.99,999.99,29.22,40.54,43.02,37.71,999.99,999.99,999.99,1,180,0,83,0,270,0,125,24,86,0,129,27,94,0,141,228,140,3,210,137,140,2,210
2696,999.99,999.99,999.99,999.99,999.99,999.99,29.22,40.54,43.02,37.71,999.99,999.99,999.99,1,180,0,83,0,270,0,125,24,86,0,129,27,94,0,141,228,140,3,210,137,140,2,210
2698,999.99,999.99,999.99,999.99,999.99,999.99,33.61,170.89,12.29,189.96,50.05,21.41,999.99,23,235,1,110,40,353,3,165,0,94,0,141,6,102,9,153,0,140,0,210,27,140,42,210
2699,999.99,9.66,9.66,999.99,1.61,1.61,14.05,38.17,7.22,36.49,23.37,29.47,999.99,25,235,1,110,17,353,1,165,0,110,0,165,1,86,1,129,0,185,0,280,1,185,0,280
2700,999.99,999.99,5111.94,1.66,1.56,21.75,4.50,15.09,1.38,2.04,3.06,1.12,999.99,3,235,0,110,44,353,2,165,1,94,44,141,3,86,69,129,1,185,40,280,49,185,991,280
2701,999.99,999.99,999.99,999.99,999.99,999.99,23.41,79.31,9.62,87.93,63.35,40.59,999.99,6,235,0,110,9,353,0,165,0,86,0,129,6,86,10,129,0,185,0,280,73,185,120,280
2702,999.99,999.99,999.99,999.99,99.29,99.29,206.28,789.85,34.21,932.02,999.99,999.99,999.99,1,235,0,110,2,353,0,165,0,102,0,153,0,102,1,153,0,185,0,280,2,185,8,280
2703,999.99,999.99,999.99,78.70,3.40,3.40,40.01,324.78,6.15,307.26,44.63,32.98,999.99,5,180,0,83,3,270,0,125,0,102,0,153,3,102,2,153,0,185,0,280,16,185,10,280
2704,999.99,9.44,9.44,94.27,4.52,4.52,4.84,11.93,3.48,10.98,7.45,8.11,999.99,48,180,3,83,32,270,2,125,0,86,0,129,5,86,3,129,0,140,0,210,13,140,7,210
2705,999.99,999.99,999.99,999.99,3.73,3.73,9.30,52.18,6.55,55.58,21.73,16.69,999.99,9,180,1,83,14,270,1,125,0,102,0,153,19,102,31,153,0,140,0,210,195,140,318,210
2706,999.99,15.93,15.93,6.63,4.72,4.72,14.32,431.64,6.40,160.37,27.61,21.42,999.99,9,180,0,83,9,270,0,125,0,102,0,153,32,86,32,129,0,140,0,210,292,140,290,210
2707,999.99,999.99,999.99,20.01,9.55,9.55,47.50,26.58,5.47,21.45,41.13,999.99,999.99,1,235,0,110,0,353,0,165,0,102,0,153,3,94,0,141,0,185,0,280,14,185,0,280
2708,999.99,999.99,999.99,999.99,16.08,24.72,8.13,3.30,2.12,3.73,4.20,3.80,999.99,1,180,0,83,1,270,0,125,0,102,0,153,0,94,1,141,0,185,0,280,0,185,2,280
2709,999.99,999.99,999.99,999.99,999.99,999.99,30.92,636.95,17.05,563.64,91.41,999.99,999.99,9,180,0,83,2,270,0,125,0,110,0,165,11,86,2,129,0,185,0,280,202,185,41,280
2710,999.99,999.99,999.99,999.99,27.01,27.01,50.72,56.16,13.69,69.73,999.99,53.02,999.99,3,180,0,83,8,270,1,125,0,86,0,129,1,102,5,153,0,140,33,210,27,140,151,210
2711,999.99,107.46,107.46,999.99,4.73,4.73,73.46,401.08,11.41,430.79,99.52,69.68,999.99,3,180,0,83,3,270,0,125,0,86,0,129,1,86,1,129,0,140,0,210,4,140,5,210
2712,999.99,45.51,45.51,3.81,1.69,2.08,22.18,46.14,3.77,25.73,80.97,26.94,999.99,3,180,0,83,5,270,0,125,1,102,41,153,16,102,50,153,16,140,465,210,269,140,825,210
2713,999.99,999.99,999.99,999.99,88.79,88.79,15.90,17.74,12.78,16.32,60.99,62.25,999.99,3,180,0,83,1,270,0,125,1,86,0,129,7,86,2,129,22,140,9,210,107,140,34,210
2715,999.99,999.99,999.99,999.99,9.59,9.59,15.37,96.94,7.99,82.97,26.48,42.84,999.99,2,180,0,83,0,270,0,125,0,102,0,153,9,86,0,129,0,185,0,280,70,185,1,280
2716,999.99,999.99,999.99,999.99,21.51,21.51,62.74,36.44,10.52,39.00,999.99,78.75,999.99,2,235,0,110,3,353,0,165,0,102,0,153,7,86,8,129,0,185,0,280,22,185,25,280
2717,999.99,999.99,999.99,999.99,999.99,999.99,125.97,213.72,28.87,159.00,999.99,999.99,999.99,1,235,0,110,0,353,0,165,3,86,0,129,2,110,0,165,96,185,0,280,6,185,0,280
2718,999.99,999.99,999.99,999.99,0.79,0.79,41.61,278.33,7.96,413.34,87.17,24.37,999.99,2,235,0,110,24,353,2,165,0,102,0,153,2,94,40,141,0,140,0,210,9,140,213,210
2719,999.99,178.22,178.22,999.99,24.27,24.27,21.55,254.49,9.87,228.75,70.99,76.41,999.99,5,235,0,110,2,353,0,165,0,102,0,153,1,86,0,129,0,185,0,280,3,185,1,280
2720,3.35,2.70,2.90,1.25,1.20,1.53,4.49,8.44,2.74,3.10,6.33,3.93,999.99,49,235,3,110,76,353,5,165,0,86,0,129,27,102,48,153,0,140,0,210,660,140,1180,210
2721,999.99,24.94,24.94,999.99,2.01,2.01,14.45,66.54,4.40,64.04,47.71,36.26,999.99,26,235,1,110,18,353,1,165,0,110,0,165,18,86,12,129,0,140,0,210,408,140,272,210
2722,999.99,23.88,23.88,999.99,4.21,4.30,11.05,130.85,7.12,110.43,20.52,51.72,999.99,9,180,0,83,1,270,0,125,0,86,0,129,4,86,0,129,0,185,0,280,46,185,4,280
2723,999.99,999.99,999.99,999.99,1.27,1.27,59.36,218.33,8.24,251.03,999.99,60.74,999.99,6,180,0,83,21,270,1,125,0,102,0,153,1,86,6,129,0,140,0,210,7,140,39,210
2724,999.99,999.99,999.99,999.99,1.27,1.27,59.36,218.33,8.24,251.03,999.99,60.74,999.99,6,180,0,83,21,270,1,125,0,102,0,153,1,86,6,129,0,140,0,210,7,140,39,210
2726,999.99,999.99,999.99,999.99,999.99,999.99,43.01,311.02,40.83,255.68,92.49,999.99,999.99,2,235,0,110,0,353,0,165,0,86,0,129,11,86,2,129,0,185,0,280,61,185,11,280
2727,999.99,999.99,999.99,999.99,999.99,999.99,13.15,616.26,10.82,693.30,32.06,28.71,999.99,12,235,1,110,18,353,1,165,0,102,0,153,8,102,14,153,0,185,0,280,77,185,139,280
2728,999.99,999.99,999.99,999.99,3.66,3.66,21.97,68.89,7.31,71.52,49.98,39.25,999.99,16,235,0,110,17,353,1,165,0,86,0,129,11,102,13,153,0,140,0,210,82,140,93,210
2729,999.99,24.19,24.19,999.99,9.21,9.21,10.92,34.27,7.13,31.56,27.20,35.44,999.99,12,180,1,83,6,270,1,125,8,94,4,141,6,102,3,153,12,140,6,210,3,140,2,210
2730,999.99,999.99,999.99,999.99,76.06,76.06,26.19,67.07,17.84,69.23,50.43,47.88,999.99,2,180,0,83,2,270,0,125,0,86,0,129,16,110,11,165,1,185,2,280,62,185,41,280
2731,999.99,14.45,14.45,7.57,3.99,4.91,5.77,19.62,2.98,13.34,15.26,14.48,999.99,90,235,4,110,85,353,3,165,0,110,0,165,21,94,16,141,0,185,0,280,24,185,19,280
2732,999.99,53.32,53.32,999.99,14.23,14.23,31.44,60.96,22.92,58.89,58.06,54.42,999.99,5,180,0,83,3,270,0,125,0,86,0,129,1,102,0,153,0,140,0,210,0,140,0,210
2733,999.99,1.19,1.19,999.99,1.06,1.06,4.69,26.85,4.22,23.73,16.70,20.40,999.99,37,235,2,110,22,353,1,165,0,86,0,129,13,102,7,153,0,185,0,280,192,185,99,280
2734,999.99,999.99,999.99,999.99,999.99,999.99,28.41,95.73,15.69,104.62,999.99,75.96,999.99,3,235,0,110,3,353,0,165,0,86,0,129,1,86,2,129,0,140,0,210,16,140,24,210
2735,999.99,999.99,999.99,999.99,36.60,36.60,43.26,870.71,14.02,680.51,80.00,83.50,999.99,7,235,0,110,2,353,0,165,0,102,0,153,3,102,1,153,0,140,0,210,11,140,3,210
2736,999.99,999.99,999.99,999.99,999.99,999.99,15.35,28.28,6.96,28.77,22.12,5.96,999.99,3,235,0,110,41,353,2,165,0,86,0,129,0,86,4,129,0,140,0,210,0,140,1,210
2737,999.99,999.99,3140.92,999.99,24.16,24.16,49.41,12.85,9.03,13.53,68.45,16.34,999.99,1,180,0,83,2,270,0,125,0,102,0,153,1,102,2,153,0,140,0,210,14,140,20,210
2738,999.99,999.99,999.99,999.99,1.49,1.49,10.18,47.44,4.92,51.72,18.32,4.05,999.99,27,180,1,83,171,270,9,125,0,102,0,153,34,86,158,129,0,185,0,280,422,185,1964,280
2739,999.99,999.99,999.99,999.99,13.22,13.22,41.52,82.88,15.02,79.34,75.93,999.99,999.99,1,180,0,83,0,270,0,125,0,94,0,141,1,110,0,165,0,185,0,280,3,185,0,280
2740,999.99,999.99,999.99,999.99,17.70,17.70,628.53,40.34,12.62,44.69,999.99,999.99,999.99,0,235,0,110,1,353,0,165,0,102,3,153,0,94,2,141,0,185,16,280,0,185,8,280
2741,999.99,999.99,999.99,999.99,17.70,17.70,628.53,40.34,12.62,44.69,999.99,999.99,999.99,0,235,0,110,1,353,0,165,0,102,3,153,0,94,2,141,0,185,16,280,0,185,8,280
2743,999.99,45.61,45.61,999.99,4.13,4.13,16.58,31.92,5.77,29.32,24.26,29.58,999.99,16,180,1,83,7,270,0,125,0,86,0,129,5,86,2,129,0,140,0,210,26,140,8,210
2744,999.99,45.61,45.61,999.99,4.13,4.13,16.58,31.92,5.77,29.32,24.26,29.58,999.99,16,180,1,83,7,270,0,125,0,86,0,129,5,86,2,129,0,140,0,210,26,140,8,210
2746,999.99,65.58,65.58,999.99,6.69,6.69,9.38,18.41,4.51,16.41,15.37,17.62,999.99,5,235,0,110,2,353,0,165,0,86,0,129,2,86,1,129,0,185,0,280,36,185,13,280
2747,999.99,89.98,89.98,999.99,7.58,11.06,10.80,17.97,3.28,18.97,38.26,4.42,999.99,2,180,0,83,1,270,0,125,0,110,0,165,2,86,2,129,0,185,0,280,1,185,1,280
2748,999.99,999.99,999.99,2.34,2.34,3.47,51.11,13.90,2.78,8.66,76.42,1.44,999.99,1,180,0,83,11,270,1,125,0,94,0,141,2,102,5,153,0,185,0,280,14,185,39,280
2749,999.99,999.99,999.99,19438.69,21.02,21.02,54.95,166.11,10.13,153.56,51.36,66.28,999.99,1,180,0,83,1,270,0,125,0,102,0,153,7,110,3,165,0,185,0,280,21,185,8,280
2750,999.99,999.99,999.99,999.99,999.99,999.99,60.23,84.11,14.49,88.38,999.99,50.48,999.99,1,235,0,110,2,353,0,165,0,86,0,129,5,110,9,165,0,140,0,210,16,140,28,210
2751,999.99,999.99,999.99,999.99,999.99,999.99,22.64,39.29,17.27,38.30,44.10,68.64,999.99,7,180,0,83,4,270,0,125,2,102,1,153,8,110,4,165,64,140,44,210,5,140,2,210
2752,999.99,999.99,999.99,999.99,2.69,2.69,5.89,13.60,2.97,15.53,9.95,8.88,999.99,2,180,0,83,7,270,1,125,0,86,0,129,0,86,1,129,0,140,0,210,6,140,30,210
2753,999.99,76.94,76.94,999.99,16.22,16.22,10.52,72.25,5.46,65.01,16.36,12.69,999.99,16,180,1,83,9,270,1,125,0,102,0,153,3,102,1,153,0,185,0,280,65,185,33,280
2754,999.99,99.93,99.93,999.99,8.96,10.21,18.39,185.08,5.33,213.07,55.71,33.36,999.99,17,235,1,110,20,353,1,165,0,86,0,129,2,86,4,129,0,185,0,280,3,185,5,280
2755,999.99,999.99,999.99,999.99,999.99,999.99,37.20,45.10,27.22,43.49,57.59,999.99,999.99,4,180,0,83,1,270,0,125,0,110,0,165,7,102,3,153,0,185,0,280,175,185,67,280
2756,999.99,298.23,298.23,999.99,15.61,15.61,82.36,356.23,18.57,257.27,999.99,999.99,999.99,3,180,0,83,0,270,0,125,0,94,0,141,8,102,0,153,0,140,0,210,158,140,5,210
2757,999.99,25.33,25.33,4.09,3.14,3.14,20.81,45.23,5.54,29.20,13.85,17.90,999.99,18,235,1,110,7,353,0,165,0,102,0,153,7,102,2,153,0,185,0,280,8,185,2,280
2758,999.99,999.99,999.99,999.99,999.99,999.99,89.73,487.12,134.74,466.71,999.99,999.99,999.99,0,235,0,110,0,353,0,165,0,86,0,129,4,86,0,129,2,140,0,210,32,140,1,210
2759,999.99,3.63,3.63,999.99,1.21,1.61,4.48,13.68,3.01,13.87,10.61,10.18,999.99,12,235,1,110,11,353,1,165,0,102,0,153,16,102,16,153,0,140,0,210,81,140,79,210
2760,999.99,999.99,999.99,999.99,999.99,999.99,24.93,68.03,9.28,76.95,47.46,25.43,999.99,0,235,0,110,2,353,0,165,0,102,0,153,0,94,3,141,0,185,0,280,1,185,16,280
2761,999.99,999.99,999.99,32.45,8.79,8.79,10.79,69.98,3.31,53.76,21.00,19.24,999.99,7,180,0,83,2,270,0,125,0,86,0,129,9,110,2,165,0,140,0,210,26,140,6,210
2762,999.99,196.83,196.83,1.73,1.73,8.56,9.76,231.65,1.65,12.26,8.24,1.89,999.99,2,235,0,110,4,353,0,165,0,110,0,165,1,86,1,129,0,185,0,280,1,185,1,280
2763,999.99,147.27,147.27,999.99,10.26,10.26,45.24,53.40,16.49,48.41,999.99,999.99,999.99,11,180,0,83,3,270,0,125,0,86,0,129,4,102,1,153,0,185,0,280,145,185,39,280
2764,999.99,999.99,999.99,999.99,6.55,6.55,15.32,101.56,8.22,102.12,54.20,38.33,999.99,22,180,1,83,19,270,1,125,0,110,0,165,10,86,9,129,0,185,0,280,306,185,271,280
2765,999.99,65.34,65.34,999.99,0.70,0.70,27.28,18.51,4.82,21.26,53.23,29.89,999.99,67,180,4,83,144,270,8,125,159,110,363,165,78,102,179,153,219,140,500,210,318,140,730,210
2766,999.99,999.99,999.99,999.99,14.05,14.05,25.49,31.99,10.53,32.43,40.81,79.72,999.99,2,180,0,83,2,270,0,125,0,102,0,153,2,102,2,153,0,140,0,210,30,140,32,210
2767,999.99,999.99,999.99,999.99,7.98,7.98,57.40,269.37,15.78,222.49,999.99,999.99,999.99,3,180,0,83,0,270,0,125,0,102,0,153,7,86,0,129,0,140,0,210,196,140,12,210
2768,40.94,35.52,35.52,20.69,20.23,20.23,4.30,45.69,3.13,24.59,3.52,3.34,999.99,17,180,1,83,13,270,1,125,0,86,0,129,5,86,4,129,0,140,0,210,29,140,22,210
2769,999.99,999.99,999.99,18.72,10.04,10.04,65.22,34.91,7.00,29.02,999.99,999.99,999.99,1,235,0,110,1,353,0,165,1,94,1,141,1,110,1,165,0,140,0,210,0,140,0,210
2770,999.99,2.42,2.83,999.99,2.82,3.45,5.02,135.62,4.52,128.37,19.77,18.79,999.99,20,180,1,83,14,270,1,125,6,86,5,129,22,110,14,165,48,185,35,280,68,185,45,280
2771,999.99,10.09,10.09,999.99,2.89,2.89,9.38,131.49,4.61,130.07,18.29,15.18,999.99,32,235,2,110,26,353,2,165,0,102,0,153,10,86,8,129,0,185,0,280,380,185,306,280
2772,999.99,999.99,999.99,999.99,26.33,26.33,24.18,20.15,7.57,22.73,29.91,20.39,999.99,2,235,0,110,4,353,0,165,0,94,0,141,0,102,2,153,0,185,0,280,2,185,8,280
2773,999.99,247.83,247.83,999.99,14.76,14.76,23.13,42.05,8.43,40.87,58.82,54.27,999.99,6,180,0,83,3,270,0,125,0,102,0,153,4,86,2,129,0,140,0,210,78,140,41,210
2774,999.99,247.83,247.83,999.99,14.76,14.76,23.13,42.05,8.43,40.87,58.82,54.27,999.99,6,180,0,83,3,270,0,125,0,102,0,153,4,86,2,129,0,140,0,210,78,140,41,210
2776,999.99,247.83,247.83,999.99,14.76,14.76,23.13,42.05,8.43,40.87,58.82,54.27,999.99,6,180,0,83,3,270,0,125,0,102,0,153,4,86,2,129,0,140,0,210,78,140,41,210
2778,999.99,999.99,999.99,999.99,999.99,999.99,24.79,78.14,9.90,97.43,78.82,40.78,999.99,2,180,0,83,7,270,1,125,0,102,0,153,6,102,69,153,0,140,0,210,18,140,199,210
2779,999.99,5.94,5.94,999.99,2.69,2.69,10.74,22.41,8.70,20.63,43.41,54.56,999.99,11,180,1,83,7,270,0,125,0,86,0,129,20,110,11,165,0,140,0,210,13,140,7,210
2780,999.99,5.94,5.94,999.99,2.69,2.69,10.74,22.41,8.70,20.63,43.41,54.56,999.99,11,180,1,83,7,270,0,125,0,86,0,129,20,110,11,165,0,140,0,210,13,140,7,210
