No, param001, param002, param003, param004, param005, param006, param007, param008, param009, param010, param011, param101, param102, param103, param104, param105, param106, param111, param112, param113, param114, param115, param116, param201, param202, param301, param302, param303, param304, param311, param314, param401, param402, param411, param412, param501
5374,27,13.1,6,15.3,5.9,0.9,1.3,9.6,4.2,10,1.9,17, _Sandy,30,17,228,180700,14, 砂質土, _Sandy,23,41,246,5, _SY390,89,0,1,2,56,2,1.4,0.3,4.8,0.1,0.3
5375,17,10.4,4.8,14.4,4.7,0.1,1.2,4.5,4.4,3.2,4,20, _Clay,25,33,155,9500,16, 砂質土, _Sandy,35,20,229,2, _SY295,38,0,1,2,46,1,4.5,0.5,1.7,0.1,0.2
5376,29,7.6,3.6,13.5,3.5,0.6,1,5,1.8,14.3,1.4,14, _Sandy,20,4,82,37400,18, 粘性土, _Clay,48,43,212,4, _SY295,53,1,1,2,37,2,3.1,0.6,2.4,0.1,0.2
5377,12,8.9,9,15.3,8.9,0.6,4,1.2,7.5,5,6.7,17, _Sandy,5,20,91,81200,18, 砂質土, _Sandy,3,26,284,3, _SY295,49,1,0,1,34,2,5.4,1.5,5.9,2.1,0.5
5378,16,10.2,6.3,8.9,6.2,1.5,3.1,0.2,3.7,5.4,3.2,20, _Clay,40,36,100,124900,18, 砂質土, _Sandy,9,8,56,2, _SY295,45,0,0,2,32,2,5.5,0.5,3.7,2.7,0.4
5379,20,11.4,3.6,12.1,3.5,0.3,1.7,8.5,2.7,5.1,1.9,13, _Clay,25,8,110,168700,18, 砂質土, _Sandy,15,35,128,2, _SY295,41,1,1,1,30,1,2.1,1.6,1.7,0.3,0.2
5380,14,3.4,6.6,13.5,6.5,0.8,3.6,5.7,4.8,0.7,3.8,13, _Sandy,45,7,245,136900,12, 粘性土, _Clay,28,28,250,3, _SY295,80,0,0,1,81,2,3.8,2.7,4.2,2.1,0.5
5381,26,13.8,5.4,12.6,5.3,1.9,1.5,8.1,4.3,9.2,3.9,16, _Clay,40,23,172,164700,14, 砂質土, _Sandy,40,7,233,5, _SY390,29,1,1,1,71,2,5.3,1.3,4,0.9,0.4
5382,23,5.9,9.4,18.5,9.3,1.4,6.9,5.5,7.6,8.7,7.2,19, _Clay,15,39,264,25400,12, 粘性土, _Clay,40,38,94,1, _SY295,71,1,1,1,76,2,6.9,2.1,9,2,0.2
5383,27,7.2,6.7,12.1,6.6,0.1,5.2,4.3,6,8.1,5.7,12, _Clay,50,10,273,69200,12, 砂質土, _Sandy,46,20,165,5, _SY295,67,0,0,1,74,1,5.9,0.4,6.2,3.3,0.5
5384,21,12.3,9.7,13.5,9.6,0.3,7.7,2.9,8.6,1.9,8.3,12, _Sandy,20,10,109,37400,16, 砂質土, _Sandy,8,13,288,1, _SY390,40,1,1,2,59,2,8.4,6.8,9.4,0.2,0.3
5385,17,4.4,5.5,11.2,5.4,1,0,1.2,1.3,2,1.1,15, _Sandy,45,26,200,97100,14, 粘性土, _Clay,7,44,148,2, _SY295,83,1,0,1,64,1,2.7,0,1.4,0,0.5
5386,11,9.5,8.5,12.6,8.4,6.6,1.7,0.6,7.9,4.4,7.2,15, _Clay,15,26,36,65200,18, 粘性土, _Clay,20,37,271,3, _SY295,55,0,1,2,49,2,7,0.1,7.1,0.1,0.2
5387,27,8.1,4.6,5.3,4.5,1.1,0.4,9.9,3,3.6,1.8,11, _Sandy,45,13,272,136800,20, 粘性土, _Clay,39,44,25,4, _SY390,66,0,0,1,37,1,3.2,0,2.8,0.1,0.5
5388,10,9.3,10,16.7,9.9,1.1,2,2.9,2.3,0.6,2.1,15, _Clay,30,29,281,180600,20, 粘性土, _Clay,45,26,97,3, _SY390,62,1,0,2,35,2,2.7,1.5,4.6,1.5,0.4
5389,22,6.6,8.8,15.8,8.7,2.4,2.3,4.3,4.6,8,3,18, _Sandy,25,45,208,9500,12, 粘性土, _Clay,6,5,80,5, _SY295,77,0,1,2,25,2,8.7,2.2,7.1,1.8,0.3
5390,30,9.1,3.4,12.6,3.3,0,1.1,0.9,1.6,6.1,1.3,14, _Sandy,45,32,227,97000,12, 砂質土, _Sandy,18,14,224,4, _SY390,69,1,0,1,87,1,3.2,0.5,2,0.5,0.5
5391,21,6.3,2.2,11.7,2.1,0.3,0.6,9.2,1.4,0.4,0.9,17, _Clay,40,3,154,124900,14, 粘性土, _Clay,31,38,207,1, _SY295,84,0,0,1,77,2,1.9,0.4,1.8,0.3,0.5
5392,25,7.6,7.6,13.4,7.5,0.4,4.1,8.8,7.2,10.9,5.8,20, _Clay,24,19,164,168700,14, 粘性土, _Clay,37,20,278,5, _SY295,80,1,0,2,75,2,5.1,1.9,6.3,3.6,0.3
5393,19,12.7,2.5,6.7,2.4,0.1,0.8,6.4,1.9,4.3,1.3,20, _Clay,45,19,299,136800,18, 砂質土, _Sandy,50,14,101,1, _SY295,53,0,0,1,60,1,1,0.2,2.1,0.2,0.1
5394,23,14,7.9,8.4,7.8,1.8,4.7,5.8,5.4,3.3,5.1,13, _Clay,29,35,8,180600,18, 砂質土, _Sandy,5,41,173,5, _SY295,49,1,0,1,58,1,6.6,0.3,6.7,2.9,0.4
5395,14,11.2,6.7,7.5,6.6,0.7,4.3,2.3,5.5,6.4,4.8,16, _Sandy,24,6,235,9400,20, 粘性土, _Clay,17,20,155,2, _SY390,64,0,1,2,48,2,5.5,1,4.3,2.8,0.4
5396,22,13.7,9.5,12.6,9.4,1.3,8,10.8,8.6,6.5,8.4,13, _Sandy,45,38,254,97000,20, 砂質土, _Sandy,29,29,299,5, _SY295,56,1,1,1,43,1,8.6,6.3,9,2.7,0.1
5397,13,11,8.3,11.7,8.2,0.1,0.2,5.2,5.9,1.5,3.2,16, _Clay,39,9,181,124800,12, 粘性土, _Clay,42,8,282,3, _SY390,71,0,0,1,34,2,3,0.1,1,0,0.5
5398,24,8.3,7.1,10.8,7,1.3,0.6,7.4,1.8,10.1,1.4,19, _Sandy,34,25,108,152700,14, 粘性土, _Clay,3,32,265,5, _SY295,86,0,0,1,90,2,2.7,0,4.2,0.2,0.5
5399,28,9.5,4.4,14,4.3,0.2,0.6,6.3,2.4,9.5,1.3,12, _Sandy,19,41,117,196500,14, 粘性土, _Clay,10,14,37,4, _SY295,82,0,0,2,88,1,3.3,0.5,1.8,0.4,0.3
5400,22,1.5,7.4,15.4,7.3,0.4,0.5,4.6,2.6,2.9,1.3,12, _Sandy,39,40,253,164600,18, 粘性土, _Clay,22,7,159,5, _SY295,54,1,0,1,72,2,4.5,0.3,4,0,0.1
5401,26,2.8,4.7,9,4.6,1.1,0.8,3.2,3.5,1.3,2.5,15, _Sandy,24,11,262,9400,18, 砂質土, _Sandy,28,35,231,4, _SY295,50,0,0,1,70,2,1.2,0.4,2.3,0.3,0.4
5402,23,8,8.6,14.8,8.5,0.8,2.6,1.2,4.2,1.7,3.1,18, _Clay,49,28,54,69100,16, 粘性土, _Clay,28,20,91,5, _SY390,27,0,1,1,75,2,3.1,2.3,6,0.3,0.1
5403,17,13.1,3.5,8.1,3.4,0.7,0.3,0.6,1,6.2,0.8,18, _Clay,19,27,189,37300,20, 粘性土, _Clay,41,14,214,1, _SY295,65,1,1,1,60,1,3.3,0.2,2.7,0.1,0.4
5404,21,1.3,8.9,9.8,8.8,2.4,3.2,9.4,5.9,5.9,4.5,11, _Clay,3,44,199,81000,20, 砂質土, _Sandy,47,41,286,5, _SY295,61,0,1,2,58,1,5.5,1.4,6.4,2.7,0.2
5405,25,2.5,6.2,13,6.1,0.8,2.5,9.1,5.6,5,4.6,14, _Clay,39,15,208,124800,20, 砂質土, _Sandy,2,23,57,4, _SY295,57,1,1,1,56,1,5.7,0.6,3.9,0.5,0.1
5406,29,3.8,3.6,6.8,3.5,0,1.4,8.2,2.2,3.5,2,17, _Clay,24,31,217,168600,20, 砂質土, _Sandy,8,5,129,3, _SY295,53,1,0,2,54,2,2.1,0,1.8,0.7,0.4
5407,23,8.9,6.5,8,6.4,3.9,0.1,6.1,4.4,9.3,4.2,17, _Clay,44,30,53,136700,14, 砂質土, _Sandy,21,44,252,4, _SY295,26,0,1,2,39,2,4.4,0,4.9,0,0.2
5408,28,10.2,3.8,11.2,3.7,0.7,1.7,5.1,2.8,9.1,1.8,20, _Clay,29,1,62,180500,14, 粘性土, _Clay,27,26,23,3, _SY295,88,1,0,1,36,1,3.1,1,2.1,0.4,0.5
5409,15,12.7,6.6,16.3,6.5,1.4,4.5,0.3,5.4,2.5,4.9,17, _Sandy,49,34,81,69100,14, 粘性土, _Clay,39,35,167,2, _SY295,79,0,1,1,32,1,5.7,0.7,6.3,4.4,0.2
5410,26,9.9,5.4,15.4,5.3,0.5,3.8,11,4.8,12.4,4,20, _Sandy,44,5,8,96900,16, 粘性土, _Clay,1,14,150,4, _SY295,29,0,1,1,88,2,4.6,1.2,4.2,0,0.1
5411,20,1.9,8.4,16.8,8.3,2.8,0.9,8,5.9,5.3,3.4,20, _Sandy,13,4,143,65100,20, 粘性土, _Clay,14,8,272,5, _SY295,67,1,1,1,73,1,4.9,0.1,5.3,0.3,0.4
5412,25,3.2,5.7,10.4,5.6,1.5,4.4,8,4.6,4.6,4.5,13, _Sandy,49,20,153,108900,20, 砂質土, _Sandy,20,35,44,4, _SY295,63,1,1,2,71,1,5.5,4,4.7,3.2,0.2
5413,29,4.4,3,4,2.9,0.4,0,6.9,1.5,3.1,1,16, _Sandy,34,36,162,152600,20, 砂質土, _Sandy,26,17,116,3, _SY295,59,0,1,1,69,2,1.2,0,0.6,0,0.1
5414,15,13.5,4.5,9.5,4.4,2,0.6,3.5,2.8,7.5,2.1,16, _Clay,44,36,80,136700,12, 粘性土, _Clay,32,14,27,1, _SY390,78,0,1,2,61,2,3.8,0,3.7,0.4,0.2
5415,19,1.7,9.9,11.2,9.8,0.1,1,2.8,7.6,7.9,2.9,19, _Clay,28,7,89,180500,12, 粘性土, _Clay,38,41,99,5, _SY390,74,1,0,1,59,1,2.9,0.8,5.5,0.1,0.5
5416,10,12.1,8.7,10.3,8.6,1.6,1.4,0.6,2.4,2.4,2.2,12, _Sandy,23,23,16,9300,14, 粘性土, _Clay,0,20,82,2, _SY295,89,0,0,1,49,1,2.4,0,8.1,0.2,0.5
5417,22,9.3,7.5,9.4,7.4,0.2,0.4,10.1,3.4,1,2.3,15, _Clay,18,39,243,37200,16, 砂質土, _Sandy,12,44,65,4, _SY295,38,1,0,1,39,2,0.5,0,2.7,0,0.5
5418,12,6.6,6.3,8.5,6.2,1.3,1.5,4.4,4.9,4.3,2.7,18, _Sandy,13,10,170,65000,18, 砂質土, _Sandy,25,23,48,1, _SY390,54,1,0,1,30,1,5.8,0.6,5,0.3,0.4
5419,28,5.1,2.4,10.8,2.3,0.6,0.6,5.4,1.4,2.5,0.8,15, _Clay,43,42,107,136700,20, 粘性土, _Clay,43,29,102,3, _SY295,65,1,1,2,84,2,1.1,0.2,2.3,0.3,0.2
5420,11,6.3,7.8,12.6,7.7,1.1,4,1.3,7.3,0.2,5.5,18, _Clay,28,13,116,180500,20, 砂質土, _Sandy,49,11,174,2, _SY295,61,1,1,1,81,2,6.8,0.5,7,3.8,0.1
5421,15,7.6,5.2,6.3,5.1,0,2.8,0.5,3.7,6.4,3.3,11, _Sandy,13,29,125,25200,20, 砂質土, _Sandy,4,38,246,1, _SY295,57,0,0,2,79,1,3.3,2.5,4.3,0.8,0.4
5422,19,8.9,2.5,9.5,2.4,0.4,1,8.4,2,6.6,1.7,14, _Sandy,48,1,135,69000,20, 砂質土, _Sandy,10,20,18,5, _SY295,53,1,0,1,77,1,2,0.6,1.6,0.6,0.3
5423,27,4.9,4,5.4,3.9,0.7,2.2,11.7,3.3,6.5,2.6,14, _Sandy,7,45,52,53100,12, 砂質土, _Sandy,17,17,229,3, _SY295,72,1,0,2,69,1,2.4,0.2,2.2,0.7,0.4
5424,17,2.1,2.8,4.5,2.7,0.1,1.4,5.8,1.6,1,1.5,17, _Clay,2,16,279,80900,14, 粘性土, _Clay,29,41,212,5, _SY390,87,0,0,2,59,2,1.4,0.3,2,0.5,0.4
5425,25,11.2,4.3,10,4.2,0.4,0.2,8.3,3.8,11.2,2.2,17, _Sandy,12,16,197,65000,16, 砂質土, _Sandy,36,38,123,3, _SY295,40,1,0,1,52,1,2.1,0.1,0.5,0,0.5
5426,29,12.5,9.7,11.7,9.6,2.2,7.8,7.2,8.5,10.6,8.2,20, _Sandy,48,32,207,108800,16, 砂質土, _Sandy,42,20,195,2, _SY295,36,1,1,2,50,1,9.5,3.5,9.4,3.2,0.3
5427,12,13.7,7,14.9,6.9,0.6,5.8,2.1,6.5,3.5,6.3,13, _Clay,33,3,216,152600,16, 粘性土, _Clay,48,2,266,1, _SY295,32,0,1,1,47,1,6.2,1.3,6.6,4.3,0.2
5428,16,1.9,4.3,8.5,4.2,1.1,0.2,1.4,1.9,3.4,1.2,16, _Clay,17,19,225,196300,16, 粘性土, _Clay,3,29,38,5, _SY295,28,1,1,2,45,2,3.8,0,2.7,0,0.5
5429,10,7,7.3,9.9,7.2,3.4,2,0.7,3.7,5,3.5,16, _Sandy,38,19,61,164500,20, 粘性土, _Clay,16,23,161,1, _SY295,66,0,1,2,30,2,6.1,1.6,6,0.9,0.3
5430,14,8.2,4.6,13.1,4.5,1.9,0.6,6.7,3.1,5.8,2.3,19, _Sandy,22,35,70,9300,20, 砂質土, _Sandy,22,5,232,1, _SY295,62,0,0,1,28,1,2.3,0.3,3.2,0.4,0.1
5431,11,13.5,8.5,9.4,8.4,0,1.8,4.5,2,4.9,1.9,13, _Sandy,48,6,162,69000,18, 粘性土, _Clay,22,35,93,2, _SY390,39,1,0,1,33,1,3.2,1.7,6.8,0.8,0.3
5432,23,10.8,7.3,8.5,7.2,1.2,2,7.3,3.8,5.8,3.2,16, _Clay,43,22,89,96800,20, 砂質土, _Sandy,34,14,76,4, _SY390,54,0,0,1,89,1,2.5,0.2,2.8,1,0.3
5433,17,2.8,2.2,11.3,2.1,1,0.3,5.1,1.2,0.8,1.1,16, _Sandy,12,22,224,65000,14, 粘性土, _Clay,47,8,198,5, _SY390,27,1,0,1,74,2,2.1,0.2,1.4,0.2,0.5
5434,21,4,7.6,13.1,7.5,6.4,0.4,4.5,7,9.6,6.8,19, _Sandy,48,38,233,108800,14, 粘性土, _Clay,2,35,270,4, _SY390,89,0,0,2,72,1,6.9,0.2,6.5,0,0.4
5435,25,5.3,4.9,6.7,4.8,1,1.8,3.3,2,9.4,1.9,12, _Clay,32,9,243,152500,14, 粘性土, _Clay,8,17,42,3, _SY390,84,0,1,1,70,1,4.6,0.8,4.8,1,0.2
5436,15,2.5,3.7,5.8,3.6,0.3,1.4,0.7,2.2,2.9,1.9,15, _Sandy,27,25,170,180400,16, 粘性土, _Clay,20,41,25,5, _SY295,34,1,1,1,60,2,3.2,0.9,2.3,0.8,0.2
5437,27,12.9,2.6,5,2.5,0.6,0.7,12,1.8,0.2,1.2,18, _Sandy,22,41,97,9200,18, 砂質土, _Sandy,33,20,8,2, _SY390,49,1,1,1,50,2,2,0.5,2.2,0.4,0.1
5438,29,7.4,8.3,11.3,8.2,6.2,0.1,7.6,6.9,3.8,6.7,14, _Sandy,12,27,251,64900,12, 粘性土, _Clay,7,23,274,1, _SY295,79,1,0,1,31,2,7.2,0,7.5,0,0.1
5439,17,9.9,2.9,8.2,2.8,0.1,1.7,1.7,2,8,1.8,20, _Clay,32,15,270,152500,12, 砂質土, _Sandy,19,32,117,5, _SY295,71,0,1,1,26,1,2.2,1.2,2,0.7,0.2
5440,28,7.2,9.8,15.4,9.7,2.1,0.1,14,6,7.9,5.8,14, _Sandy,27,31,197,180400,14, 粘性土, _Clay,32,11,100,2, _SY390,86,0,1,1,83,1,4.7,0,7.4,0,0.2
5441,11,8.4,7.1,9,7,0.6,0.6,4.7,6.5,2.3,1.8,17, _Sandy,12,2,206,25100,14, 粘性土, _Clay,38,38,172,1, _SY390,82,0,1,2,80,2,5.8,0.4,3.9,0.4,0.1
5442,15,9.7,4.4,12.2,4.3,1.1,0.6,5.1,2.3,1.9,1.6,20, _Sandy,47,18,215,68900,14, 砂質土, _Sandy,44,21,244,5, _SY390,78,1,0,1,78,2,1.9,0.2,2.2,0,0.4
5443,30,1.7,7.4,13.6,7.3,3.2,1.9,9.5,4,12.2,3.5,20, _Clay,17,17,51,37100,18, 砂質土, _Sandy,6,14,66,1, _SY295,50,0,1,1,63,1,3.7,0.5,5.3,1,0.1
5444,14,3,4.7,7.2,4.6,0.6,0.9,3.4,3.1,4.6,2.1,13, _Sandy,1,34,60,80800,18, 砂質土, _Sandy,12,41,138,5, _SY295,46,1,0,2,61,1,3.2,0,2.1,0.7,0.5
5445,25,13.3,3.5,6.3,3.4,1.7,0,3.6,3.1,3.6,2.1,16, _Clay,47,5,287,108700,20, 砂質土, _Sandy,24,20,121,2, _SY390,62,0,0,2,51,2,2.6,0,3,0,0.4
5446,22,5.5,7.5,12.2,7.4,1.2,2.8,1.6,5,3.7,4.8,19, _Sandy,22,21,79,168400,18, 粘性土, _Clay,24,6,281,3, _SY295,38,0,1,1,56,2,5.3,1.7,7.4,1.5,0.2
5447,16,10.6,2.3,5.4,2.2,1.1,0.4,0.9,1.4,7.3,1.2,19, _Sandy,42,20,214,136500,12, 粘性土, _Clay,37,44,104,4, _SY295,77,1,0,2,41,1,1.5,0.1,1.2,0.3,0.4
5448,20,11.8,7.7,16.7,7.6,0.3,3.2,9.3,6.2,7.5,3.7,12, _Sandy,27,37,224,180300,12, 砂質土, _Sandy,43,26,176,3, _SY295,73,0,1,1,39,1,7.1,0.6,7.6,0.9,0.3
5449,11,9.1,6.6,15.9,6.5,0.9,1.4,4.2,1.8,2.1,1.6,15, _Clay,21,7,151,9200,14, 粘性土, _Clay,4,5,158,1, _SY390,88,1,1,1,29,2,5.4,0.5,3.4,0.4,0.2
5450,19,11.6,9.3,11.3,9.2,2.3,6.1,4,8.7,0.6,6.8,12, _Clay,42,40,169,96700,14, 砂質土, _Sandy,16,14,2,4, _SY295,80,0,0,2,25,2,8.3,5.7,6.2,0.1,0.4
5451,13,3.6,4.2,14.1,4.1,1.9,1,2.5,3.3,4.1,2.3,12, _Clay,11,39,5,64900,18, 砂質土, _Sandy,29,8,124,5, _SY295,52,1,1,1,76,1,3.2,0.7,2.4,0.4,0.2
5452,30,8.9,8.1,10.4,8,1,5.7,3.6,6.3,10.1,6.1,15, _Sandy,37,11,97,124600,16, 粘性土, _Clay,29,38,285,1, _SY390,29,1,0,2,81,1,7.1,0.6,6.7,0.3,0.4
5453,13,10.1,5.4,13.6,5.3,1.5,3.9,0.6,4.7,3.4,4.1,18, _Sandy,21,27,106,168400,16, 粘性土, _Clay,35,21,57,5, _SY390,25,0,0,1,79,2,4,3.4,4.3,1.5,0.2
5454,21,6.1,6.9,9.5,6.8,0,5.2,0.6,6,3.2,5.6,18, _Clay,31,27,24,152400,18, 粘性土, _Clay,41,17,268,3, _SY295,44,1,0,1,71,2,6,1.5,6.6,0.4,0.3
5455,25,7.4,4.2,12.7,4.1,0.6,3,11,3.8,1.8,3.6,11, _Clay,16,43,33,196200,18, 粘性土, _Clay,47,44,40,2, _SY295,40,1,1,1,69,2,4.1,0.2,3.8,1.3,0.2
5456,19,12.5,7.2,14.1,7.1,0.3,1.2,8,5.7,6.8,4.9,11, _Clay,36,42,168,164400,12, 粘性土, _Clay,9,38,162,3, _SY295,78,0,0,2,54,1,6.2,1,6.4,0.9,0.4
5457,27,1.9,9.9,19,9.8,2,1.1,7,7.1,5.4,3.3,17, _Clay,6,30,187,52900,12, 砂質土, _Sandy,21,2,6,1, _SY390,70,0,1,1,49,2,8,0.4,6,0.5,0.1
5458,10,3.1,7.2,12.6,7.1,0.5,1.3,1.8,2,1.3,1.6,20, _Clay,41,1,196,96700,12, 砂質土, _Sandy,27,30,77,1, _SY390,66,0,0,2,47,2,2.6,0.2,3.3,1.1,0.4
5459,26,8.2,2.1,5.9,2,0.4,0.1,4,1.6,10.5,0.9,20, _Clay,11,45,32,64800,16, 砂質土, _Sandy,40,23,200,1, _SY390,39,1,1,1,32,1,0.5,0,1.2,0,0.2
5460,15,5.3,2.5,9.2,2.4,1.2,0.4,4.6,1.7,5.6,1.3,13, _Clay,21,19,205,9100,20, 砂質土, _Sandy,26,35,9,4, _SY390,61,1,1,2,74,1,2.2,0.3,2.4,0,0.3
5461,27,2.5,9.4,16.4,9.3,1.1,0.4,5.7,7.1,5,6.5,16, _Sandy,15,35,132,37000,12, 粘性土, _Clay,39,14,292,1, _SY390,76,0,1,1,64,2,7.1,0,4.4,0,0.3
5462,23,7.8,5.2,14.1,5.1,1,2.8,3.2,3.5,4.8,3.2,19, _Clay,41,7,223,96700,20, 粘性土, _Clay,38,45,153,2, _SY295,53,0,1,2,70,2,4.6,1.3,4.3,1.9,0.5
5463,17,12.9,8.2,15.5,8.1,2.5,1.7,2.1,3.1,8.4,2.8,19, _Clay,10,6,59,64800,14, 粘性土, _Clay,0,38,275,3, _SY295,25,1,1,1,55,1,6.1,0.4,7.1,0.1,0.2
5464,14,5.1,4,13.2,3.9,0.3,2.2,0.7,3.1,0.4,2.5,12, _Sandy,36,22,150,124500,12, 砂質土, _Sandy,0,23,136,4, _SY390,68,0,0,2,60,1,3.3,1.4,2.2,1.6,0.5
5465,18,6.3,9.4,14.9,9.3,2.3,7.1,8.4,7.3,7.9,7.2,15, _Clay,20,39,160,168300,12, 砂質土, _Sandy,6,6,207,3, _SY390,64,0,0,1,58,1,7.4,3,9.1,0.5,0.3
5466,30,3.6,8.2,14,8.1,0.9,6.6,11.1,7.2,7.6,6.7,18, _Sandy,15,10,87,196100,14, 砂質土, _Sandy,19,30,190,1, _SY295,79,0,0,1,48,2,6.6,4,7,0.7,0.3
5467,24,8.7,3.1,7.3,3,1.5,0.4,8.4,1.8,1.1,1.6,18, _Clay,36,9,222,164300,18, 砂質土, _Sandy,31,23,13,1, _SY295,51,1,0,1,33,1,2.9,0.1,2.2,0.1,0.5
5468,24,2.1,4.3,6.8,4.2,0.6,0.3,4.7,1.2,11.6,0.7,14, _Clay,46,42,23,68800,16, 砂質土, _Sandy,37,36,245,2, _SY390,90,1,1,2,36,1,2,0.1,2.5,0.1,0.1
5469,18,7.2,7.3,8.1,7.2,0,1.3,3.2,6.6,5,1.9,14, _Sandy,15,41,159,36900,20, 砂質土, _Sandy,50,29,68,3, _SY295,63,0,1,2,87,2,2.8,0.4,5.4,1.1,0.3
5470,27,9.7,10,13.1,9.9,2,2.2,0.4,8.2,3.1,5.2,11, _Clay,35,28,177,124500,20, 粘性土, _Clay,11,38,211,1, _SY295,54,0,1,2,82,2,3.7,2,4.8,1.2,0.5
5471,17,7,8.8,12.2,8.7,0.7,2.4,7.1,3.3,7.2,2.6,14, _Clay,30,44,104,152300,12, 砂質土, _Sandy,24,17,194,3, _SY390,70,1,0,2,73,1,3,0.2,7.2,1.4,0.5
5472,19,1.5,6.5,10.5,6.4,3.5,0.8,4.5,5.6,1.1,4.7,20, _Clay,20,31,259,9000,16, 粘性土, _Clay,49,20,160,2, _SY390,34,1,0,2,53,1,6.1,0.3,5.2,0.5,0.4
5473,28,4,9.2,15.4,9.1,1.4,5.2,2,7.6,10.9,7.4,16, _Sandy,40,18,277,96600,16, 砂質土, _Sandy,10,30,3,1, _SY295,26,1,1,2,48,1,8.5,0,6.1,1.8,0.1
5474,26,10.3,9.5,10.4,9.4,0.8,0.4,12.1,8.2,2.6,2.1,19, _Clay,45,34,122,108500,20, 砂質土, _Sandy,29,5,198,1, _SY295,60,0,1,1,31,2,2.2,0.2,2.7,0,0.2
5475,16,7.6,8.3,9.5,8.2,2.2,1.8,6,3.6,6.6,3.3,12, _Sandy,40,5,49,136400,12, 砂質土, _Sandy,41,29,181,3, _SY390,75,0,1,1,87,1,2.5,1.3,6,0.2,0.1
5476,25,10.1,2.9,6.4,2.8,0.6,1.7,5.2,1.9,6.3,1.8,18, _Clay,9,37,68,24900,12, 砂質土, _Sandy,2,39,24,1, _SY390,67,1,0,1,83,2,2.8,0.5,2,1.3,0.3
5477,19,8.6,7.1,16.8,7,2,0.7,0.7,6,9.2,2.7,15, _Sandy,40,24,4,96600,14, 砂質土, _Sandy,21,45,79,2, _SY390,78,1,1,2,71,1,3.8,0.1,4.6,0.1,0.1
5478,10,5.9,5.9,15.9,5.8,0.9,0.9,4.4,1.8,3,1.6,18, _Clay,35,40,231,124400,16, 粘性土, _Clay,33,24,62,4, _SY295,28,0,1,2,61,2,2.1,0.4,5.5,0.2,0.1
5479,14,7.1,3.3,9.6,3.2,0,0.6,5,2.1,3.1,0.7,11, _Clay,19,11,241,168200,16, 砂質土, _Sandy,39,6,134,4, _SY295,89,1,1,1,59,2,2.5,0.1,2.6,0.3,0.4
5480,29,12.2,6.2,10.9,6.1,0.9,0.2,9.8,3,14.5,1,11, _Sandy,40,11,76,136300,20, 砂質土, _Sandy,1,44,256,4, _SY295,62,0,1,1,44,1,4,0,5.8,0.1,0.2
5481,26,4.4,2.1,8.7,2,0.4,0.3,6.9,1.7,0.8,1.3,14, _Sandy,14,27,168,196000,18, 粘性土, _Clay,1,30,117,1, _SY390,39,0,0,1,49,1,1.4,0.1,0.6,0.1,0.4
5482,20,9.5,5,10,4.9,1.5,1,4.9,3.9,6.3,3.2,14, _Clay,35,26,3,164200,12, 砂質土, _Sandy,14,23,239,2, _SY390,77,1,1,1,34,2,3.2,0.2,2.6,0.9,0.1
5483,16,1.7,9,15.9,8.9,0.6,3.4,2.8,4.9,5.5,4,17, _Clay,9,43,95,24900,20, 粘性土, _Clay,13,9,100,3, _SY295,54,1,0,1,39,2,6.3,2,6.6,2.2,0.4
5484,24,10.8,2.4,3.7,2.3,0.5,0.1,3.9,0.9,5.7,0.7,17, _Clay,19,43,12,9000,12, 砂質土, _Sandy,20,5,11,1, _SY390,73,0,0,2,32,2,2.3,0,0.8,0,0.5
5485,15,8,9.3,10.9,9.2,5.1,2.3,1.1,7.1,0.8,6.3,20, _Sandy,14,14,239,36800,14, 粘性土, _Clay,32,29,294,3, _SY390,88,1,0,2,88,1,8.7,0.3,7.5,0.8,0.4
5486,19,9.3,6.6,14.1,6.5,3.4,0.8,9.3,6.1,8.9,5.5,13, _Clay,50,30,249,80600,14, 砂質土, _Sandy,38,11,65,2, _SY390,84,1,0,1,86,1,4.4,0.7,4.6,0.5,0.3
5487,27,11.8,9.3,19.1,9.2,1.4,6.2,8.7,8.4,8.3,6.7,20, _Clay,19,17,267,168200,14, 砂質土, _Sandy,50,21,209,5, _SY390,76,1,1,1,81,2,6.9,3.1,6.3,2.5,0.5
5488,12,1.1,3,11.4,2.9,0.5,0.1,2.6,2.5,4.9,2.2,13, _Clay,34,32,30,164200,20, 砂質土, _Sandy,25,38,14,3, _SY295,64,1,1,1,56,1,0.5,0,2,0,0.2
5489,12,7.6,4.2,10.9,4.1,0.2,3,0.8,3.8,4.3,3.5,19, _Clay,44,20,131,68600,18, 砂質土, _Sandy,30,6,247,4, _SY390,36,0,0,2,60,2,3.6,1.9,3.8,2.4,0.2
5490,20,3.6,5.7,6.8,5.6,1.2,0.4,1,4.5,4.9,2.2,19, _Sandy,4,20,49,52700,20, 粘性土, _Clay,37,2,158,2, _SY390,55,0,0,1,52,2,5.4,0,2.4,0.2,0.4
5491,15,2.1,9.9,17.2,9.8,1.1,1.2,5.6,5.9,7.2,2.2,15, _Clay,34,7,285,124300,12, 砂質土, _Sandy,4,9,213,3, _SY295,67,0,1,2,40,1,3.9,1.1,5.7,1,0.2
5492,19,3.3,7.3,10.9,7.2,2,1.4,5.5,6.9,7.6,4,18, _Clay,19,23,294,168100,12, 粘性土, _Clay,11,36,284,2, _SY295,62,1,1,1,38,1,6.1,1,3.8,0.3,0.5
